k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8882692375482293|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8882692375482293|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8882692375482293|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[9.658630856801738, -1.1227996040946704, 0.5097108150646974, -0.7090145123775966, 0.2926226299240314, 0.1047486222452472, 0.1618998650167975]|89163.8882692375482293|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[9.654007937017841, -1.1267124426439015, 0.5138700868634818, -0.6582314916181512, 0.246765475649519, 0.1002272562295331, 0.402199224606049]|67067.9871736165223410|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[9.600856317310004, -1.1091673079467719, 0.4344888021265516, -0.5337860267824018, 0.1121761941618613, -0.0458411855531268, 0.8330457716620089]|59892.1231418911775108|      1.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[9.873992801114326, -1.193815710444129, 0.5696075569888157, 0.1611209902640794, 0.235809906673891, -0.1909560054753954, 1.450082774671642]|54756.6577156410567113|      2.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[10.198454732358643, -0.9736653891865246, 1.0933669967416382, 1.7784220540316866, 0.5649928337907222, -0.2644575730345013, 0.5322005765162869]|35670.6630984703151626|      4.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[10.198454732358643, -0.9736653891865246, 1.0933669967416382, 1.7784220540316866, 0.5649928337907222, -0.2644575730345013, 0.5322005765162869]|35670.6630984703151626|      2.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[10.198454732358643, -0.9736653891865246, 1.0933669967416382, 1.7784220540316866, 0.5649928337907222, -0.2644575730345013, 0.5322005765162869]|35670.6630984703151626|      1.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[10.198454732358643, -0.9736653891865246, 1.0933669967416382, 1.7784220540316866, 0.5649928337907222, -0.2644575730345013, 0.5322005765162869]|35670.6630984703151626|      0.50000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[10.198454732358643, -0.9736653891865246, 1.0933669967416382, 1.7784220540316866, 0.5649928337907222, -0.2644575730345013, 0.5322005765162869]|35670.6630984703151626|      0.25000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[10.200643942961369, -0.9791132568722959, 1.0936087880595986, 1.8468790199842164, 0.5708934032461322, -0.2687024064170908, 0.2919376411437998]|22476.6654120025814336|      0.50000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[10.200643942961369, -0.9791132568722959, 1.0936087880595986, 1.8468790199842164, 0.5708934032461322, -0.2687024064170908, 0.2919376411437998]|22476.6654120025814336|      0.25000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[10.200643942961369, -0.9791132568722959, 1.0936087880595986, 1.8468790199842164, 0.5708934032461322, -0.2687024064170908, 0.2919376411437998]|22476.6654120025814336|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[10.200415161653313, -0.9793444655294086, 1.0935823769817947, 1.8659293262156136, 0.5709499679432433, -0.268953157323736, 0.1683985248241791]|10499.7522879854113853|      0.25000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[10.200415161653313, -0.9793444655294086, 1.0935823769817947, 1.8659293262156136, 0.5709499679432433, -0.268953157323736, 0.1683985248241791]|10499.7522879854113853|      0.12500000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[10.200415161653313, -0.9793444655294086, 1.0935823769817947, 1.8659293262156136, 0.5709499679432433, -0.268953157323736, 0.1683985248241791]|10499.7522879854113853|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[10.200415161653313, -0.9793444655294086, 1.0935823769817947, 1.8659293262156136, 0.5709499679432433, -0.268953157323736, 0.1683985248241791]|10499.7522879854113853|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[10.200169890194237, -0.9795401799308653, 1.0937255845322098, 1.868690543873439, 0.5709313977399908, -0.268375844744506, 0.1372780239965662]|8766.1293096709650854|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[10.200169890194237, -0.9795401799308653, 1.0937255845322098, 1.868690543873439, 0.5709313977399908, -0.268375844744506, 0.1372780239965662]|8766.1293096709650854|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[10.200169890194237, -0.9795401799308653, 1.0937255845322098, 1.868690543873439, 0.5709313977399908, -0.268375844744506, 0.1372780239965662]|8766.1293096709650854|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[10.198732972436323, -0.9784752429793308, 1.0936136862475414, 1.8775663594090426, 0.5699330166790729, -0.2557271667330157, 0.1361994328706454]|8722.7091687771116995|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[10.198732972436323, -0.9784752429793308, 1.0936136862475414, 1.8775663594090426, 0.5699330166790729, -0.2557271667330157, 0.1361994328706454]|8722.7091687771116995|      0.01562500|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[10.198732972436323, -0.9784752429793308, 1.0936136862475414, 1.8775663594090426, 0.5699330166790729, -0.2557271667330157, 0.1361994328706454]|8722.7091687771116995|      0.00781250|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[10.198732972436323, -0.9784752429793308, 1.0936136862475414, 1.8775663594090426, 0.5699330166790729, -0.2557271667330157, 0.1361994328706454]|8722.7091687771116995|      0.00390625|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[10.198732972436323, -0.9784752429793308, 1.0936136862475414, 1.8775663594090426, 0.5699330166790729, -0.2557271667330157, 0.1361994328706454]|8722.7091687771116995|      0.00195312|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[10.198729470282144, -0.9784777437293676, 1.0935361606975555, 1.877638601262148, 0.5699782500929325, -0.254557655254862, 0.1377594477716278]|8718.9089729441438976|      0.00390625|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[10.198729470282144, -0.9784777437293676, 1.0935361606975555, 1.877638601262148, 0.5699782500929325, -0.254557655254862, 0.1377594477716278]|8718.9089729441438976|      0.00195312|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[10.19873606956173, -0.9784870622698467, 1.0934507447120843, 1.8779435417059616, 0.5700229465888882, -0.2533716403729783, 0.1362410100092254]|8714.9422837776346569|      0.00390625|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
