k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6065170325465218, 0.058209071995183, 0.1304095448172887, 0.7774296756805107, -0.0246925402179808, 0.0033995005472286, -0.0031766000323811, -0.0076172709981396, -0.012883488150222, 0.0247640813688576, -0.0042748557192498, 0.0071415883868692, -0.0197253717455722, -0.0123530559994175, -0.0100338468997357, 0.0293693946936964, 0.0010919941464678, -0.0458222887389219, -0.0271014410691036, -0.0331611912009884, 0.0155704571486494, -0.0111775035709775]| 13.1563253402709961|      2.00000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[1.8191988971166948, 0.1165348872463466, 0.4206725089875927, 2.3094021798447395, 0.0145210547493925, 0.0587231006756464, -0.0919916038780892, 0.0140600484571445, 0.0093414779626301, 0.120025192023416, -0.0780374162561133, -0.1468238583299859, -0.0138234795172066, -0.0066404467184727, -0.1663620223441112, 0.0481308316959574, 0.0276224339168496, -0.1281569214310299, 0.0315905146998601, -0.0846341575453083, -0.008225048389266, 0.0531333217700284]| 12.2673435211181641|      4.00000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[1.8191988971166948, 0.1165348872463466, 0.4206725089875927, 2.3094021798447395, 0.0145210547493925, 0.0587231006756464, -0.0919916038780892, 0.0140600484571445, 0.0093414779626301, 0.120025192023416, -0.0780374162561133, -0.1468238583299859, -0.0138234795172066, -0.0066404467184727, -0.1663620223441112, 0.0481308316959574, 0.0276224339168496, -0.1281569214310299, 0.0315905146998601, -0.0846341575453083, -0.008225048389266, 0.0531333217700284]| 12.2673435211181641|      2.00000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[1.8191988971166948, 0.1165348872463466, 0.4206725089875927, 2.3094021798447395, 0.0145210547493925, 0.0587231006756464, -0.0919916038780892, 0.0140600484571445, 0.0093414779626301, 0.120025192023416, -0.0780374162561133, -0.1468238583299859, -0.0138234795172066, -0.0066404467184727, -0.1663620223441112, 0.0481308316959574, 0.0276224339168496, -0.1281569214310299, 0.0315905146998601, -0.0846341575453083, -0.008225048389266, 0.0531333217700284]| 12.2673435211181641|      1.00000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       5|[1.8191988971166948, 0.1165348872463466, 0.4206725089875927, 2.3094021798447395, 0.0145210547493925, 0.0587231006756464, -0.0919916038780892, 0.0140600484571445, 0.0093414779626301, 0.120025192023416, -0.0780374162561133, -0.1468238583299859, -0.0138234795172066, -0.0066404467184727, -0.1663620223441112, 0.0481308316959574, 0.0276224339168496, -0.1281569214310299, 0.0315905146998601, -0.0846341575453083, -0.008225048389266, 0.0531333217700284]| 12.2673435211181641|      0.50000000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      1.00000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      0.50000000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
       8|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      0.25000000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      0.12500000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      0.06250000|[962, 320, 1, 21]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.5096541552002622, 0.093237389071597, 0.3564743134632972, 1.9264782638062083, 0.0017439160176092, 0.0481075131422226, -0.1199621329116813, 0.0165209491372851, 0.0225856928887515, 0.108843766969685, -0.0766194646787213, -0.1617849032450429, 0.0068320904422692, -0.0103940800698808, -0.1489622398384574, 0.0640910901509247, 0.0407655363672998, -0.1221329696532008, 0.0258910758678693, -0.0881269732466232, -0.0058907577418233, 0.059388725214752]| 12.1446733474731445|      0.03125000|[1058, 352, 2, 24]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
