k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.3854730638680988, 0.6363468254116582, 0.6499157433603436, 0.5658199637884196, 0.7374268689623389, 2.934964992867451, 5.0004433052641, 7.05769082334298, 2.3830969373209667, 4.726241715597003, 5.48946645284401]|  2.8240499496459961|      1.00000000|[21, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
       3|[1.3854730638680988, 0.6363468254116582, 0.6499157433603436, 0.5658199637884196, 0.7374268689623389, 2.934964992867451, 5.0004433052641, 7.05769082334298, 2.3830969373209667, 4.726241715597003, 5.48946645284401]|  2.8240499496459961|      0.50000000|[33, 0, 0, 13]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.3200788736927027, 0.5788735647088061, 0.4567950365221319, 0.8408645236386896, 0.5120451642047957, 3.032992860970313, 5.144123580961465, 7.2309482949918715, 2.516769315790685, 4.720282498570833, 5.511892798475973]|  2.0179893970489502|      1.00000000|[39, 0, 0, 15]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[1.3200788736927027, 0.5788735647088061, 0.4567950365221319, 0.8408645236386896, 0.5120451642047957, 3.032992860970313, 5.144123580961465, 7.2309482949918715, 2.516769315790685, 4.720282498570833, 5.511892798475973]|  2.0179893970489502|      0.50000000|[51, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[1.3200788736927027, 0.5788735647088061, 0.4567950365221319, 0.8408645236386896, 0.5120451642047957, 3.032992860970313, 5.144123580961465, 7.2309482949918715, 2.516769315790685, 4.720282498570833, 5.511892798475973]|  2.0179893970489502|      0.25000000|[63, 0, 0, 25]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.3169833172470593, 0.4673535831795352, 0.4024550597073361, 0.8753595154387516, 0.4661906545126904, 3.059973154318928, 5.131607086431071, 7.122587466768466, 2.4644696637827654, 4.624083834643541, 5.650428834048188]|  1.3435692787170410|      0.50000000|[69, 0, 0, 27]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       8|[1.265844590711825, 0.3325831943052173, 0.6153627676530227, 0.6446549146442768, 0.4691267299858172, 3.2713582785154833, 4.926566687903276, 6.93239342277488, 2.494576471624918, 4.706813784361648, 5.647400159099787]|  0.8394493460655212|      1.00000000|[81, 0, 0, 32]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | iterate success | actual_k=0
       9|[1.265844590711825, 0.3325831943052173, 0.6153627676530227, 0.6446549146442768, 0.4691267299858172, 3.2713582785154833, 4.926566687903276, 6.93239342277488, 2.494576471624918, 4.706813784361648, 5.647400159099787]|  0.8394493460655212|      0.50000000|[93, 0, 0, 37]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.265844590711825, 0.3325831943052173, 0.6153627676530227, 0.6446549146442768, 0.4691267299858172, 3.2713582785154833, 4.926566687903276, 6.93239342277488, 2.494576471624918, 4.706813784361648, 5.647400159099787]|  0.8394493460655212|      0.25000000|[105, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[1.265844590711825, 0.3325831943052173, 0.6153627676530227, 0.6446549146442768, 0.4691267299858172, 3.2713582785154833, 4.926566687903276, 6.93239342277488, 2.494576471624918, 4.706813784361648, 5.647400159099787]|  0.8394493460655212|      0.12500000|[117, 0, 0, 47]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[1.3179151964252074, 0.340446544307037, 0.6280264362998746, 0.662792660264704, 0.3874445208667053, 3.314866562013445, 4.963994727493196, 6.974610541926927, 2.4886836918811217, 4.690584728985197, 5.6651841130898575]|  0.7954570651054382|      0.25000000|[123, 0, 0, 49]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[1.2357723276330657, 0.3019858551010728, 0.5761643145807099, 0.641217158829934, 0.362944582117995, 3.4533981735083614, 5.028324851546197, 7.091383329523799, 2.418943270840364, 4.670302523753052, 5.756165128797066]|  0.5860115289688110|      0.50000000|[131, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=0
      14|[1.2357723276330657, 0.3019858551010728, 0.5761643145807099, 0.641217158829934, 0.362944582117995, 3.4533981735083614, 5.028324851546197, 7.091383329523799, 2.418943270840364, 4.670302523753052, 5.756165128797066]|  0.5860115289688110|      0.25000000|[143, 0, 0, 57]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[1.2357723276330657, 0.3019858551010728, 0.5761643145807099, 0.641217158829934, 0.362944582117995, 3.4533981735083614, 5.028324851546197, 7.091383329523799, 2.418943270840364, 4.670302523753052, 5.756165128797066]|  0.5860115289688110|      0.12500000|[155, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[1.2357723276330657, 0.3019858551010728, 0.5761643145807099, 0.641217158829934, 0.362944582117995, 3.4533981735083614, 5.028324851546197, 7.091383329523799, 2.418943270840364, 4.670302523753052, 5.756165128797066]|  0.5860115289688110|      0.06250000|[167, 0, 0, 67]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[1.2418984232796184, 0.2834849398913772, 0.545753596809946, 0.6419628273691385, 0.4007348468842542, 3.454985749240948, 5.010776205710241, 7.06612394170538, 2.4270495525542692, 4.676763627269876, 5.745348683063767]|  0.5736903548240662|      0.12500000|[177, 0, 0, 71]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
      18|[1.2418984232796184, 0.2834849398913772, 0.545753596809946, 0.6419628273691385, 0.4007348468842542, 3.454985749240948, 5.010776205710241, 7.06612394170538, 2.4270495525542692, 4.676763627269876, 5.745348683063767]|  0.5736903548240662|      0.06250000|[189, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[1.207478366716527, 0.2791186380868544, 0.5631249606961956, 0.6562159644078246, 0.3718904893809602, 3.4591724830660864, 5.01606230444224, 7.059070121807532, 2.4567275873411925, 4.694643592394216, 5.753704824488841]|  0.4812837243080139|      0.12500000|[195, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[1.207478366716527, 0.2791186380868544, 0.5631249606961956, 0.6562159644078246, 0.3718904893809602, 3.4591724830660864, 5.01606230444224, 7.059070121807532, 2.4567275873411925, 4.694643592394216, 5.753704824488841]|  0.4812837243080139|      0.06250000|[207, 0, 0, 83]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
