k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6165956304166104, 0.0120750045990284, 1.8790092120454445, 0.7618546207365788, 0.0799980128695435, 2.12456096046722, 1.3737135786698478, 0.0618409386786407, 2.037037600097043, -0.033166989001368, 0.021491475204753, 2.1783101225466104, 1.379359173794783, 0.1604714279630275, 2.3609732262074234, 0.0734338975251438, -0.0670140203723392, 2.3623344997026203, 1.2840962153632138, 0.107702472849772, 2.3744784480698162, 4.504446176957194, 0.1312357534801305, 2.4844847373156855, 0.5388812134791299, -0.1595068381826855, 2.546173529145658, 4.356570616496046, 0.0864753240312873, 2.6825184731402545, 0.2242908530042957, 0.0480505259140507, 2.717975128132453, 0.2534729745447487, -0.2243586278719492, 3.0409773550454884, 0.8751646992247508, 0.0422333612489628, 3.281835541357757, 0.0805556460546689, 0.0533263542603963, 3.0125065078062083, 0.1682069290869434, -0.0241137656326276, 3.3498232712486127, 1.2692312739440754, 0.0227675470137374, 3.2591828873545214, 0.1892334516668308, -0.0199069056403425, 3.6532325314817373, 0.0743602630821555, -0.081299031356213, 3.6508587301638795, 0.0794490785712548, -0.0975513585366101, 3.9119655320442277, 0.4812804572037912, 0.0760957409754266, 3.9415333239761985, 0.2714213855409658, -0.0806440586423618, 4.000734348358577, 0.7080827957473536, -0.2398916448657744, 4.277104074968359, 0.9084834123316435, 0.1361194309462176, 4.389807971050797, 0.7419882676181322, 0.098867375451403, 4.645410859074321, 0.2906702415350765, 0.1267789581856741, 4.689236169497187, 0.6281238206558375, 0.1331798857364709, 4.5481941401028125, 0.1306387817349102, -0.0489067196245201, 4.706056799454635, 0.3347149166121531, 0.0709665665911511, 4.892433468496238, 0.1490423418367542, -0.0098688277729537, 5.4022161237829796, 0.290361801570489, -0.1515890842643432, 5.639894875142882, 0.0609955563042557, 0.1593325942480743, 2.6457864330895142, -0.204861847346558, -0.0104158053570578, 3.8405639660608837, 0.2316087047302731, -0.0835972323092575, 5.222060731387847]|191886.0781250000000000|      2.00000000|[92, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | iterate success | actual_k=4
       2|[0.7991827642645223, -0.0799795589325044, 2.312052359451908, 0.704209783216002, 0.1904938073392285, 2.089737221024084, 1.273270730250946, 0.1329947245534907, 1.8635410633315899, -0.164094483890077, 0.2101773689092237, 2.3446451139805067, 1.2956128518132484, -0.0793389499178581, 2.1460818216832527, 0.104822641810127, -0.1496314017706082, 2.0568001875470703, 1.0272106416757103, 0.2962426003304182, 2.1303774527268327, 4.623191810439988, 0.2140833907618335, 2.336048273730735, 0.652103624436393, -0.1466282105886882, 2.535578892169724, 4.158298208476754, 0.1132743229881459, 2.993336747233032, 0.0454071628810227, -0.1635600115823098, 2.8729900155321264, 0.4002839524998053, -0.3449422336776073, 3.19000233418394, 1.1011952047638862, 0.2468485095235728, 3.298620804826914, -0.2072711369296421, 0.1177523642948983, 3.1138403459403814, 0.2271996964565592, -0.2444941034054185, 3.9795313027070165, 1.6232563677427305, 0.2131634077903667, 3.2745826701393628, 0.4786354060046312, 0.1127642895746988, 3.577394744458834, -0.113348216466651, -0.3321728628125274, 3.4204690462553877, 0.0166389001083232, 0.1653372944492414, 3.8447603414078473, 0.316909918067927, 0.4315755790912599, 3.901344115748902, 0.7435452655372479, 0.0823562635743157, 3.803376760005043, 0.6677088983640904, 0.0482968047887699, 4.2935160477286205, 0.6809892824479359, 0.1926348445724012, 4.265662496174727, 0.9196130740505287, 0.0651489276265462, 4.811183022667663, 0.196183949303222, 0.0049363478734844, 4.652844777865372, 0.736479546840882, -0.1900096762926667, 4.5811585601671565, 0.1920688898752331, -0.3894013555675385, 4.810323634951444, 0.5218368777452975, -0.0891321038692546, 4.700284166446849, -0.0185159237722041, 0.1513149152256832, 5.461651237101888, 0.3454672177713294, -0.0774865830310668, 5.887389087405298, -0.2264581986299777, -0.2373355375655314, 3.111727323369838, -0.2213342247900182, -0.3592051583125997, 3.6824426897980382, 0.1869915872613372, -0.1451929992504101, 5.224551837575052]|72476.5390625000000000|      4.00000000|[125, 44, 0, 11]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | iterate success | actual_k=4
       3|[0.7991827642645223, -0.0799795589325044, 2.312052359451908, 0.704209783216002, 0.1904938073392285, 2.089737221024084, 1.273270730250946, 0.1329947245534907, 1.8635410633315899, -0.164094483890077, 0.2101773689092237, 2.3446451139805067, 1.2956128518132484, -0.0793389499178581, 2.1460818216832527, 0.104822641810127, -0.1496314017706082, 2.0568001875470703, 1.0272106416757103, 0.2962426003304182, 2.1303774527268327, 4.623191810439988, 0.2140833907618335, 2.336048273730735, 0.652103624436393, -0.1466282105886882, 2.535578892169724, 4.158298208476754, 0.1132743229881459, 2.993336747233032, 0.0454071628810227, -0.1635600115823098, 2.8729900155321264, 0.4002839524998053, -0.3449422336776073, 3.19000233418394, 1.1011952047638862, 0.2468485095235728, 3.298620804826914, -0.2072711369296421, 0.1177523642948983, 3.1138403459403814, 0.2271996964565592, -0.2444941034054185, 3.9795313027070165, 1.6232563677427305, 0.2131634077903667, 3.2745826701393628, 0.4786354060046312, 0.1127642895746988, 3.577394744458834, -0.113348216466651, -0.3321728628125274, 3.4204690462553877, 0.0166389001083232, 0.1653372944492414, 3.8447603414078473, 0.316909918067927, 0.4315755790912599, 3.901344115748902, 0.7435452655372479, 0.0823562635743157, 3.803376760005043, 0.6677088983640904, 0.0482968047887699, 4.2935160477286205, 0.6809892824479359, 0.1926348445724012, 4.265662496174727, 0.9196130740505287, 0.0651489276265462, 4.811183022667663, 0.196183949303222, 0.0049363478734844, 4.652844777865372, 0.736479546840882, -0.1900096762926667, 4.5811585601671565, 0.1920688898752331, -0.3894013555675385, 4.810323634951444, 0.5218368777452975, -0.0891321038692546, 4.700284166446849, -0.0185159237722041, 0.1513149152256832, 5.461651237101888, 0.3454672177713294, -0.0774865830310668, 5.887389087405298, -0.2264581986299777, -0.2373355375655314, 3.111727323369838, -0.2213342247900182, -0.3592051583125997, 3.6824426897980382, 0.1869915872613372, -0.1451929992504101, 5.224551837575052]|72476.5390625000000000|      2.00000000|[240, 84, 2, 23]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 60 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.6162716085178838, -0.0471232841964761, 2.3970162483109028, 0.7008851637816074, -0.0180898329489172, 2.3009385608957245, 1.4613642595961827, -0.2087349919811206, 2.1542998247662157, -0.3480109281834298, 0.2905002795661293, 2.2310552306265996, 1.012782993006307, 0.1510255992882068, 2.087203996640049, 0.2733050302562119, -0.4299430570873121, 2.2591260957111876, 1.254872554550867, 0.2741612821334789, 2.12482321576534, 4.4255404686924535, 0.4057224094163274, 2.121707885173752, 0.6214610467272873, 0.1583344267267218, 2.4673947046735982, 4.129543214834099, -0.2938820767836021, 2.677995989313586, -0.0316996260708364, -0.1980115213609034, 2.6489610987351138, 0.4293674940840539, -0.3778852106839016, 3.269782314303243, 0.8234696635956908, 0.3186115937468823, 3.2501011950980843, -0.3014846461190272, 0.2833761206468691, 3.4047205954755926, 0.1288943208961835, -0.2742048038018661, 3.962110472651333, 1.703412216923216, -0.0319850055175261, 3.593611861077948, 0.3786472711369627, 0.5146191384832669, 3.537967781335265, -0.3322716674383072, -0.5414115802620367, 3.4210119917020965, -0.3095892363446388, 0.3100742682447243, 3.89394749188112, 0.0566508729611653, 0.554879249146878, 3.8164530815443234, 0.8959118093948631, 0.1828304326495584, 3.894716461895065, 0.8136147452582351, -0.3846986724167483, 4.714931067528481, 0.6080104409615679, 0.368964299637896, 4.859654918162965, 0.8921176410274756, 0.2337419378662822, 4.685158858012852, 0.2875594050255861, 0.319970779048896, 4.772618149225065, 0.6546450728186256, 0.0346305423096444, 4.215999085590133, -0.1611445090918934, -0.1897460209831521, 4.844228183557782, 0.6410752180308226, -0.0606217519084959, 4.769620892429076, 0.0665084454504472, 0.081762899691534, 5.701114323639698, 0.3971411245467074, 0.251111379170442, 5.83070150969657, -0.2525468225586193, -0.3739550024933517, 3.424787961086461, -0.0509162659300742, -0.6074267304737422, 3.8490994557747755, 0.2026441760840173, -0.0211700612329018, 5.060124442281863]|33498.8164062500000000|      4.00000000|[273, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | iterate success | actual_k=4
       5|[0.6162716085178838, -0.0471232841964761, 2.3970162483109028, 0.7008851637816074, -0.0180898329489172, 2.3009385608957245, 1.4613642595961827, -0.2087349919811206, 2.1542998247662157, -0.3480109281834298, 0.2905002795661293, 2.2310552306265996, 1.012782993006307, 0.1510255992882068, 2.087203996640049, 0.2733050302562119, -0.4299430570873121, 2.2591260957111876, 1.254872554550867, 0.2741612821334789, 2.12482321576534, 4.4255404686924535, 0.4057224094163274, 2.121707885173752, 0.6214610467272873, 0.1583344267267218, 2.4673947046735982, 4.129543214834099, -0.2938820767836021, 2.677995989313586, -0.0316996260708364, -0.1980115213609034, 2.6489610987351138, 0.4293674940840539, -0.3778852106839016, 3.269782314303243, 0.8234696635956908, 0.3186115937468823, 3.2501011950980843, -0.3014846461190272, 0.2833761206468691, 3.4047205954755926, 0.1288943208961835, -0.2742048038018661, 3.962110472651333, 1.703412216923216, -0.0319850055175261, 3.593611861077948, 0.3786472711369627, 0.5146191384832669, 3.537967781335265, -0.3322716674383072, -0.5414115802620367, 3.4210119917020965, -0.3095892363446388, 0.3100742682447243, 3.89394749188112, 0.0566508729611653, 0.554879249146878, 3.8164530815443234, 0.8959118093948631, 0.1828304326495584, 3.894716461895065, 0.8136147452582351, -0.3846986724167483, 4.714931067528481, 0.6080104409615679, 0.368964299637896, 4.859654918162965, 0.8921176410274756, 0.2337419378662822, 4.685158858012852, 0.2875594050255861, 0.319970779048896, 4.772618149225065, 0.6546450728186256, 0.0346305423096444, 4.215999085590133, -0.1611445090918934, -0.1897460209831521, 4.844228183557782, 0.6410752180308226, -0.0606217519084959, 4.769620892429076, 0.0665084454504472, 0.081762899691534, 5.701114323639698, 0.3971411245467074, 0.251111379170442, 5.83070150969657, -0.2525468225586193, -0.3739550024933517, 3.424787961086461, -0.0509162659300742, -0.6074267304737422, 3.8490994557747755, 0.2026441760840173, -0.0211700612329018, 5.060124442281863]|33498.8164062500000000|      2.00000000|[390, 140, 2, 37]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.6162716085178838, -0.0471232841964761, 2.3970162483109028, 0.7008851637816074, -0.0180898329489172, 2.3009385608957245, 1.4613642595961827, -0.2087349919811206, 2.1542998247662157, -0.3480109281834298, 0.2905002795661293, 2.2310552306265996, 1.012782993006307, 0.1510255992882068, 2.087203996640049, 0.2733050302562119, -0.4299430570873121, 2.2591260957111876, 1.254872554550867, 0.2741612821334789, 2.12482321576534, 4.4255404686924535, 0.4057224094163274, 2.121707885173752, 0.6214610467272873, 0.1583344267267218, 2.4673947046735982, 4.129543214834099, -0.2938820767836021, 2.677995989313586, -0.0316996260708364, -0.1980115213609034, 2.6489610987351138, 0.4293674940840539, -0.3778852106839016, 3.269782314303243, 0.8234696635956908, 0.3186115937468823, 3.2501011950980843, -0.3014846461190272, 0.2833761206468691, 3.4047205954755926, 0.1288943208961835, -0.2742048038018661, 3.962110472651333, 1.703412216923216, -0.0319850055175261, 3.593611861077948, 0.3786472711369627, 0.5146191384832669, 3.537967781335265, -0.3322716674383072, -0.5414115802620367, 3.4210119917020965, -0.3095892363446388, 0.3100742682447243, 3.89394749188112, 0.0566508729611653, 0.554879249146878, 3.8164530815443234, 0.8959118093948631, 0.1828304326495584, 3.894716461895065, 0.8136147452582351, -0.3846986724167483, 4.714931067528481, 0.6080104409615679, 0.368964299637896, 4.859654918162965, 0.8921176410274756, 0.2337419378662822, 4.685158858012852, 0.2875594050255861, 0.319970779048896, 4.772618149225065, 0.6546450728186256, 0.0346305423096444, 4.215999085590133, -0.1611445090918934, -0.1897460209831521, 4.844228183557782, 0.6410752180308226, -0.0606217519084959, 4.769620892429076, 0.0665084454504472, 0.081762899691534, 5.701114323639698, 0.3971411245467074, 0.251111379170442, 5.83070150969657, -0.2525468225586193, -0.3739550024933517, 3.424787961086461, -0.0509162659300742, -0.6074267304737422, 3.8490994557747755, 0.2026441760840173, -0.0211700612329018, 5.060124442281863]|33498.8164062500000000|      1.00000000|[505, 180, 2, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 93 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 105 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.5082137747059385, 0.178155410184956, 2.4151542083043394, 0.5719315183033389, -0.1258487103191434, 2.1479621578872803, 1.4267259029155777, -0.1662174380900772, 2.090958219039038, -0.4184983551043362, 0.273906642473611, 2.2685820005684976, 0.8882187993533793, 0.109827427080594, 2.0510546502695304, 0.2223047306547131, -0.3630274110974869, 2.409016747483273, 1.2907951816115513, 0.3268556724954397, 2.0735864651456706, 4.575386505089492, 0.3123804423790106, 2.2793033436190857, 0.5885798237158539, 0.2612561184046124, 2.4559044424134475, 4.273896516714996, -0.3846557554020007, 2.7083133498224043, -0.1643376962653029, -0.0640980298028063, 2.5947437754065605, 0.3600072137603003, -0.2119677350727724, 3.3278058694828334, 0.7650278339790041, 0.4244687830677771, 3.4785403467046256, -0.4195157372824652, 0.2251147245357887, 3.469779453215123, 0.0668527241464821, -0.3515246348905549, 3.972203112823184, 1.7198591821828966, -0.2425773465090491, 3.7167184575944834, 0.334340084607321, 0.4440422031619654, 3.4588488299297397, -0.2739267676754269, -0.4369623934095655, 3.4294629738899327, -0.4781390976743528, 0.2072858515262587, 3.925435717504101, 0.0381840288387684, 0.3153932310667903, 3.8572108962896365, 0.8326191912217377, 0.1851830732427251, 3.847525133674511, 0.8408885932451873, -0.4508442623405262, 4.634705948321938, 0.7281463998341651, 0.3962580874347942, 4.908672659886702, 0.9907342810515949, 0.3769692171146323, 4.704827861379879, 0.356476922096894, 0.3216316732368322, 4.717627725355071, 0.8064472444125221, 0.1081992704661323, 4.277456477536109, -0.4047502595403574, -0.1149881367250363, 4.8862712235168795, 0.5792435547618754, -0.1609674247319481, 4.696004505984027, 0.0068437549247557, 0.1964490761977672, 5.631836203339016, 0.5888730371277123, 0.1308728301520916, 5.807140184943137, -0.0022955824606551, -0.4048255670871088, 3.417683097123266, -0.0990061929822134, -0.5516175668247758, 3.868039306360085, 0.0495676463608535, -0.0661545967665582, 5.054156896187053]|9255.1552734375000000|      2.00000000|[583, 208, 2, 54]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 47 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | iterate success | actual_k=4
       8|[0.5082137747059385, 0.178155410184956, 2.4151542083043394, 0.5719315183033389, -0.1258487103191434, 2.1479621578872803, 1.4267259029155777, -0.1662174380900772, 2.090958219039038, -0.4184983551043362, 0.273906642473611, 2.2685820005684976, 0.8882187993533793, 0.109827427080594, 2.0510546502695304, 0.2223047306547131, -0.3630274110974869, 2.409016747483273, 1.2907951816115513, 0.3268556724954397, 2.0735864651456706, 4.575386505089492, 0.3123804423790106, 2.2793033436190857, 0.5885798237158539, 0.2612561184046124, 2.4559044424134475, 4.273896516714996, -0.3846557554020007, 2.7083133498224043, -0.1643376962653029, -0.0640980298028063, 2.5947437754065605, 0.3600072137603003, -0.2119677350727724, 3.3278058694828334, 0.7650278339790041, 0.4244687830677771, 3.4785403467046256, -0.4195157372824652, 0.2251147245357887, 3.469779453215123, 0.0668527241464821, -0.3515246348905549, 3.972203112823184, 1.7198591821828966, -0.2425773465090491, 3.7167184575944834, 0.334340084607321, 0.4440422031619654, 3.4588488299297397, -0.2739267676754269, -0.4369623934095655, 3.4294629738899327, -0.4781390976743528, 0.2072858515262587, 3.925435717504101, 0.0381840288387684, 0.3153932310667903, 3.8572108962896365, 0.8326191912217377, 0.1851830732427251, 3.847525133674511, 0.8408885932451873, -0.4508442623405262, 4.634705948321938, 0.7281463998341651, 0.3962580874347942, 4.908672659886702, 0.9907342810515949, 0.3769692171146323, 4.704827861379879, 0.356476922096894, 0.3216316732368322, 4.717627725355071, 0.8064472444125221, 0.1081992704661323, 4.277456477536109, -0.4047502595403574, -0.1149881367250363, 4.8862712235168795, 0.5792435547618754, -0.1609674247319481, 4.696004505984027, 0.0068437549247557, 0.1964490761977672, 5.631836203339016, 0.5888730371277123, 0.1308728301520916, 5.807140184943137, -0.0022955824606551, -0.4048255670871088, 3.417683097123266, -0.0990061929822134, -0.5516175668247758, 3.868039306360085, 0.0495676463608535, -0.0661545967665582, 5.054156896187053]|9255.1552734375000000|      1.00000000|[705, 252, 2, 65]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 48 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 80 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 112 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.5082137747059385, 0.178155410184956, 2.4151542083043394, 0.5719315183033389, -0.1258487103191434, 2.1479621578872803, 1.4267259029155777, -0.1662174380900772, 2.090958219039038, -0.4184983551043362, 0.273906642473611, 2.2685820005684976, 0.8882187993533793, 0.109827427080594, 2.0510546502695304, 0.2223047306547131, -0.3630274110974869, 2.409016747483273, 1.2907951816115513, 0.3268556724954397, 2.0735864651456706, 4.575386505089492, 0.3123804423790106, 2.2793033436190857, 0.5885798237158539, 0.2612561184046124, 2.4559044424134475, 4.273896516714996, -0.3846557554020007, 2.7083133498224043, -0.1643376962653029, -0.0640980298028063, 2.5947437754065605, 0.3600072137603003, -0.2119677350727724, 3.3278058694828334, 0.7650278339790041, 0.4244687830677771, 3.4785403467046256, -0.4195157372824652, 0.2251147245357887, 3.469779453215123, 0.0668527241464821, -0.3515246348905549, 3.972203112823184, 1.7198591821828966, -0.2425773465090491, 3.7167184575944834, 0.334340084607321, 0.4440422031619654, 3.4588488299297397, -0.2739267676754269, -0.4369623934095655, 3.4294629738899327, -0.4781390976743528, 0.2072858515262587, 3.925435717504101, 0.0381840288387684, 0.3153932310667903, 3.8572108962896365, 0.8326191912217377, 0.1851830732427251, 3.847525133674511, 0.8408885932451873, -0.4508442623405262, 4.634705948321938, 0.7281463998341651, 0.3962580874347942, 4.908672659886702, 0.9907342810515949, 0.3769692171146323, 4.704827861379879, 0.356476922096894, 0.3216316732368322, 4.717627725355071, 0.8064472444125221, 0.1081992704661323, 4.277456477536109, -0.4047502595403574, -0.1149881367250363, 4.8862712235168795, 0.5792435547618754, -0.1609674247319481, 4.696004505984027, 0.0068437549247557, 0.1964490761977672, 5.631836203339016, 0.5888730371277123, 0.1308728301520916, 5.807140184943137, -0.0022955824606551, -0.4048255670871088, 3.417683097123266, -0.0990061929822134, -0.5516175668247758, 3.868039306360085, 0.0495676463608535, -0.0661545967665582, 5.054156896187053]|9255.1552734375000000|      0.50000000|[823, 296, 2, 76]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.4717493006869666, 0.1411240283140682, 2.4826007041614515, 0.4801556282929235, -0.1185074396687441, 2.159394060525091, 1.4315575049891953, -0.1068038603163055, 2.0362583209468013, -0.4129332456910372, 0.1849347660604173, 2.189460412740981, 0.8879977859463285, 0.2040132161167407, 2.0192087185233913, 0.1833393702881806, -0.4295848917265386, 2.411611450524328, 1.3022274928525692, 0.3385328323480753, 2.0890523518252397, 4.521139917624194, 0.3231995556183683, 2.1904602425775463, 0.5869063670285353, 0.2554954907511664, 2.44532768212657, 4.2691799782004365, -0.3521942911738518, 2.690479829711503, -0.1887065492936735, -0.0372767977942343, 2.6153137687299375, 0.3930442178634038, -0.3518146553295142, 3.2772810698310364, 0.7254720870516765, 0.4719498473168809, 3.5079233904133225, -0.4220950566408652, 0.2173790417318418, 3.510420188627564, 0.0469527670972389, -0.3572574842196622, 3.925189250606945, 1.7366537583334898, -0.2636369431643255, 3.7674568894511764, 0.3525120930093207, 0.5867726087206518, 3.3954811781431706, -0.3181307964678161, -0.4306403193017804, 3.4031772128972397, -0.4482365079589193, 0.1343765464504261, 3.8788749516110608, -0.0005591329741639, 0.3245059727984316, 3.8743304541381036, 0.8708567608862693, 0.068692147594908, 3.822817890878062, 0.8013452303198837, -0.3786110856067662, 4.720318907157658, 0.7968479418776117, 0.5195184159125741, 4.886495685497433, 0.9511957567409227, 0.3880682377998285, 4.7199897782571725, 0.3402072229962313, 0.2997669636067978, 4.669659197722316, 0.7038631467435144, 0.2145561986125742, 4.31065793324912, -0.381777316632011, -0.0860749156532713, 4.880047322675838, 0.6126666655872568, -0.1153543014158355, 4.713016744731126, 0.0165612705180194, 0.1913316017635275, 5.657755867873089, 0.5080129602137012, 0.2041296231284668, 5.818407019082072, 0.0165218466871227, -0.3555597640284548, 3.438542360726573, -0.0848797943242094, -0.6465328568181776, 3.867471224185931, 0.0150315623899953, -0.062858305316475, 5.068826364276525]|7626.7954101562500000|      1.00000000|[846, 304, 2, 78]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
