k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 1.0, 0.1]                                                               |19915.8527280256748782|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 1.0, 0.1]                                                               |19915.8527280256748782|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.4306744676076, 0.7891443398061735, -0.0416311883559864]                    |15722.1240234375000000|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[100.4306744676076, 0.7891443398061735, -0.0416311883559864]                    |15722.1240234375000000|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[100.4306744676076, 0.7891443398061735, -0.0416311883559864]                    |15722.1240234375000000|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[100.65012697550759, 0.8508007295772331, 0.0610288641318542]                    |13634.9980468750000000|      0.50000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[100.65012697550759, 0.8508007295772331, 0.0610288641318542]                    |13634.9980468750000000|      0.25000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[100.65012697550759, 0.8508007295772331, 0.0610288641318542]                    |13634.9980468750000000|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[100.73519969514709, 0.7856887428928244, -0.0033765825566697]                   |6308.1967773437500000|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[100.73519969514709, 0.7856887428928244, -0.0033765825566697]                   |6308.1967773437500000|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[100.73519969514709, 0.7856887428928244, -0.0033765825566697]                   |6308.1967773437500000|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[100.73519969514709, 0.7856887428928244, -0.0033765825566697]                   |6308.1967773437500000|      0.03125000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[100.72156536269529, 0.7839981536372348, 0.02469135977195]                      |3478.0349121093750000|      0.06250000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[100.72156536269529, 0.7839981536372348, 0.02469135977195]                      |3478.0349121093750000|      0.03125000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[100.72156536269529, 0.7839981536372348, 0.02469135977195]                      |3478.0349121093750000|      0.01562500|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[100.716825207286, 0.7879611353731563, 0.0103398327641168]                      |2586.9916992187500000|      0.03125000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
