k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00003052|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-7.0611115785e-06, -5.2737193e-09, 0.0100038723364058, 0.000374622264564, 1.24747187039e-05, 0.0979790065643433, 0.000173961225317, 3.81049906675e-05]|  0.8047144142662019|      0.00006104|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[-7.0611115785e-06, -5.2737193e-09, 0.0100038723364058, 0.000374622264564, 1.24747187039e-05, 0.0979790065643433, 0.000173961225317, 3.81049906675e-05]|  0.8047144142662019|      0.00003052|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-7.0611115785e-06, -5.2737193e-09, 0.0100038723364058, 0.000374622264564, 1.24747187039e-05, 0.0979790065643433, 0.000173961225317, 3.81049906675e-05]|  0.8047144142662019|      0.00001526|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[-7.0611115785e-06, -5.2737193e-09, 0.0100038723364058, 0.000374622264564, 1.24747187039e-05, 0.0979790065643433, 0.000173961225317, 3.81049906675e-05]|  0.8047144142662019|      0.00000763|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-7.1498905336e-06, 1.9108661804e-06, 0.010003742986991, 0.0003732201776527, 1.25597487865e-05, 0.0979785693490292, 0.0001669000306425, 3.96819340842e-05]|  0.7763182591171310|      0.00001526|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[-7.1498905336e-06, 1.9108661804e-06, 0.010003742986991, 0.0003732201776527, 1.25597487865e-05, 0.0979785693490292, 0.0001669000306425, 3.96819340842e-05]|  0.7763182591171310|      0.00000763|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-7.1498905336e-06, 1.9108661804e-06, 0.010003742986991, 0.0003732201776527, 1.25597487865e-05, 0.0979785693490292, 0.0001669000306425, 3.96819340842e-05]|  0.7763182591171310|      0.00000381|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[-6.7948151728e-06, 2.4534182967e-06, 0.0100031346771642, 0.0003719635152499, 1.32127201187e-05, 0.0979789529273089, 0.0001659301155762, 3.64157446248e-05]|  0.7696452125502056|      0.00000763|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[-6.7948151728e-06, 2.4534182967e-06, 0.0100031346771642, 0.0003719635152499, 1.32127201187e-05, 0.0979789529273089, 0.0001659301155762, 3.64157446248e-05]|  0.7696452125502056|      0.00000381|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-6.7948151728e-06, 2.4534182967e-06, 0.0100031346771642, 0.0003719635152499, 1.32127201187e-05, 0.0979789529273089, 0.0001659301155762, 3.64157446248e-05]|  0.7696452125502056|      0.00000191|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-6.7948151728e-06, 2.4534182967e-06, 0.0100031346771642, 0.0003719635152499, 1.32127201187e-05, 0.0979789529273089, 0.0001659301155762, 3.64157446248e-05]|  0.7696452125502056|      0.00000095|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[-6.5704273443e-06, 2.7704706846e-06, 0.0100033144201419, 0.000372087247332, 1.35896081294e-05, 0.0979789290700642, 0.0001666240211656, 3.67105101481e-05]|  0.7691026821119301|      0.00000191|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[-6.5704273443e-06, 2.7704706846e-06, 0.0100033144201419, 0.000372087247332, 1.35896081294e-05, 0.0979789290700642, 0.0001666240211656, 3.67105101481e-05]|  0.7691026821119301|      0.00000095|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-6.5704273443e-06, 2.7704706846e-06, 0.0100033144201419, 0.000372087247332, 1.35896081294e-05, 0.0979789290700642, 0.0001666240211656, 3.67105101481e-05]|  0.7691026821119301|      0.00000048|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-6.5704273443e-06, 2.7704706846e-06, 0.0100033144201419, 0.000372087247332, 1.35896081294e-05, 0.0979789290700642, 0.0001666240211656, 3.67105101481e-05]|  0.7691026821119301|      0.00000024|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      31|[-6.5414874574e-06, 2.7857826951e-06, 0.0100033236401471, 0.0003721125770925, 1.37760817246e-05, 0.0979789356302339, 0.0001666782748638, 3.65790341519e-05]|  0.7690674953111830|      0.00000048|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      32|[-6.5752033935e-06, 2.7739596132e-06, 0.0100033876232057, 0.0003723190283737, 1.41097552556e-05, 0.097978886796977, 0.0001664478252062, 3.66910672078e-05]|  0.7690519191029712|      0.00000095|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      33|[-6.5752033935e-06, 2.7739596132e-06, 0.0100033876232057, 0.0003723190283737, 1.41097552556e-05, 0.097978886796977, 0.0001664478252062, 3.66910672078e-05]|  0.7690519191029712|      0.00000048|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[-6.5752033935e-06, 2.7739596132e-06, 0.0100033876232057, 0.0003723190283737, 1.41097552556e-05, 0.097978886796977, 0.0001664478252062, 3.66910672078e-05]|  0.7690519191029712|      0.00000024|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-6.565733803e-06, 2.7668555279e-06, 0.0100033826600113, 0.0003722894003924, 1.41838435952e-05, 0.097978915337093, 0.0001666585830721, 3.66198048137e-05]|  0.7689981164250730|      0.00000048|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      36|[-6.6838488879e-06, 2.834915288e-06, 0.0100035992746598, 0.0003721983347831, 1.44031426241e-05, 0.0979787093041541, 0.000166770471602, 3.68445598826e-05]|  0.7689829904565739|      0.00000095|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      37|[-6.6838488879e-06, 2.834915288e-06, 0.0100035992746598, 0.0003721983347831, 1.44031426241e-05, 0.0979787093041541, 0.000166770471602, 3.68445598826e-05]|  0.7689829904565739|      0.00000048|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[-6.6780801201e-06, 2.9773194594e-06, 0.0100035679196078, 0.0003720052350454, 1.47257398707e-05, 0.0979786745662398, 0.0001666890337556, 3.66060583696e-05]|  0.7689223694834852|      0.00000095|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[-6.6780801201e-06, 2.9773194594e-06, 0.0100035679196078, 0.0003720052350454, 1.47257398707e-05, 0.0979786745662398, 0.0001666890337556, 3.66060583696e-05]|  0.7689223694834852|      0.00000048|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      40|[-6.8328899312e-06, 2.9528658576e-06, 0.0100037190464548, 0.0003720041609388, 1.5135651638e-05, 0.0979786934168223, 0.0001666950135724, 3.67135310728e-05]|  0.7688788373903089|      0.00000095|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
