k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       2|[0.5000003293330031, 0.1005738753301699]                                        |  0.1928650176536823|      1.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       3|[0.5000003293330031, 0.1005738753301699]                                        |  0.1928650176536823|      0.50000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[0.0069287838077669, 0.1835223593027836]                                        |  0.0034063605430370|      1.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       5|[0.0069287838077669, 0.1835223593027836]                                        |  0.0034063605430370|      0.50000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.0069287838077669, 0.1835223593027836]                                        |  0.0034063605430370|      0.25000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.50000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       8|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.25000000|[32, 0, 7, 15]                                                             |  | used linear model with 4 points | actual_k=0
       9|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.12500000|[35, 0, 7, 16]                                                             |  | used linear model with 4 points | actual_k=0
      10|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.06250000|[38, 0, 7, 17]                                                             |  | used linear model with 4 points | actual_k=0
      11|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.03125000|[41, 0, 7, 18]                                                             |  | used linear model with 4 points | actual_k=0
      12|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.01562500|[44, 0, 7, 19]                                                             |  | used linear model with 4 points | actual_k=0
      13|[-0.0215132183562968, -0.0648544763983329]                                      |  0.0000576098437317|      0.00781250|[47, 0, 7, 20]                                                             |  | used linear model with 4 points | actual_k=0
