k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.367625316565162, 9.635704329103893, 9.475387914431211, 9.936295921361987, 0.3401729951693025, 0.1513578776023898, -0.1904271157059426, 0.1150022339185223]|1572.4225944853876626|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[8.627478928155925, 8.532715346361705, 8.5307530047547, 8.943595297350102, 0.6728300232887112, 0.1946109784995195, 0.303924532954533, 0.1449004705420153]|1473.8363485138788747|      4.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[9.77490023507067, 6.169144115826804, 6.443639489551234, 9.036138690715882, 0.1556194009174192, -0.1151056212515405, -1.3535089975853531, 1.4184118247953665]|1071.7204446849198121|      8.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[6.120458114803791, 4.146052433384708, 3.157517815912474, 4.706588046284679, 1.9326961703513599, 3.2093361392457087, 0.27316591350409, 1.0278196236031034]|250.7041866143642892|     16.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[6.120458114803791, 4.146052433384708, 3.157517815912474, 4.706588046284679, 1.9326961703513599, 3.2093361392457087, 0.27316591350409, 1.0278196236031034]|250.7041866143642892|      8.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[5.724930349492202, -2.9377703083731985, 3.930514702198417, 1.4073985405002505, 2.446481503686747, 3.1695860133576748, -0.0983969691123672, -0.3053057088162987]| 82.2073020568368662|     16.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[5.724930349492202, -2.9377703083731985, 3.930514702198417, 1.4073985405002505, 2.446481503686747, 3.1695860133576748, -0.0983969691123672, -0.3053057088162987]| 82.2073020568368662|      8.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[5.724930349492202, -2.9377703083731985, 3.930514702198417, 1.4073985405002505, 2.446481503686747, 3.1695860133576748, -0.0983969691123672, -0.3053057088162987]| 82.2073020568368662|      4.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[5.724930349492202, -2.9377703083731985, 3.930514702198417, 1.4073985405002505, 2.446481503686747, 3.1695860133576748, -0.0983969691123672, -0.3053057088162987]| 82.2073020568368662|      2.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[4.270843417821126, -3.0126573957155705, 3.9370160446656888, 0.7194544514379279, 1.677325547466482, 2.5152752041147854, 0.3418986665248201, -0.7447713107930167]| 34.5472461230217718|      4.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[4.270843417821126, -3.0126573957155705, 3.9370160446656888, 0.7194544514379279, 1.677325547466482, 2.5152752041147854, 0.3418986665248201, -0.7447713107930167]| 34.5472461230217718|      2.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
