k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[146, 48, 1, 4]                                                            |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[291, 96, 2, 8]                                                            |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[435, 144, 2, 11]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[580, 192, 4, 16]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[725, 240, 4, 19]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[1.0178950463389087, 0.0205763763184862, 0.0128747165017205, 0.014820961540425, 0.4292203935497997, 0.0166665518515312, 0.8010643565422738, 0.0227421403073871, 0.2198283808528937, 0.0224077082282426, 2.6941047929805158, 0.0201920296136394, 0.8116956657444847, 0.0220125589017402, 2.265155004731898, 0.0212903941759442, 14.351669754565782, 0.0379173807986173, 12.162766265772667, 0.0302623389994478, 0.2781119365018303, 0.0198850663345138, 0.2410229088420552, 0.0238835809018927, 1.1588186893322434, 0.0153584139993691, 0.174867785143095, 0.0203094665226759, 0.1183241019858627, 0.0236138605499848, 3.745309609224612, 0.0192518453279047, 0.8316693354508404, 0.0124022800187011, 0.157205497056862, 0.0236501070312605, 0.3830036386411652, 0.0186664427479024, 0.9233460143533607, 0.0182964254727791, 0.2599206771163226, 0.0165580775701752, 2.0711167037229, 0.019828642188437, 1.9456687453317765, 0.0185262912662781, 1.4887457775540762, 0.0250748704395457, 0.4855898383605538, 0.0247660864050567, 0.4881268959835809, 0.02158862420958, 0.3258356172681103, 0.0172019884015311, 0.8375833152999146, 0.0172866351120651, 0.4614891396735177, 0.0242591755784899, 0.4867845228218441, 0.0190639044279864, 0.9875964036726836, 0.0181937492148903, -0.0198365739774088, 0.0220104989059081, 0.2676734195627786, 0.0210608260951806]|2449751.5000000000000000|      0.06250000|[821, 272, 4, 21]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[1.0178950463389087, 0.0205763763184862, 0.0128747165017205, 0.014820961540425, 0.4292203935497997, 0.0166665518515312, 0.8010643565422738, 0.0227421403073871, 0.2198283808528937, 0.0224077082282426, 2.6941047929805158, 0.0201920296136394, 0.8116956657444847, 0.0220125589017402, 2.265155004731898, 0.0212903941759442, 14.351669754565782, 0.0379173807986173, 12.162766265772667, 0.0302623389994478, 0.2781119365018303, 0.0198850663345138, 0.2410229088420552, 0.0238835809018927, 1.1588186893322434, 0.0153584139993691, 0.174867785143095, 0.0203094665226759, 0.1183241019858627, 0.0236138605499848, 3.745309609224612, 0.0192518453279047, 0.8316693354508404, 0.0124022800187011, 0.157205497056862, 0.0236501070312605, 0.3830036386411652, 0.0186664427479024, 0.9233460143533607, 0.0182964254727791, 0.2599206771163226, 0.0165580775701752, 2.0711167037229, 0.019828642188437, 1.9456687453317765, 0.0185262912662781, 1.4887457775540762, 0.0250748704395457, 0.4855898383605538, 0.0247660864050567, 0.4881268959835809, 0.02158862420958, 0.3258356172681103, 0.0172019884015311, 0.8375833152999146, 0.0172866351120651, 0.4614891396735177, 0.0242591755784899, 0.4867845228218441, 0.0190639044279864, 0.9875964036726836, 0.0181937492148903, -0.0198365739774088, 0.0220104989059081, 0.2676734195627786, 0.0210608260951806]|2449751.5000000000000000|      0.03125000|[965, 320, 4, 24]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[1.0150501254894435, 0.0220899792961452, 0.0078802822559376, 0.0114838611636962, 0.4251474843802604, 0.0162275327503472, 0.8028088984099914, 0.0234333869183114, 0.2204629495462197, 0.0194532510131526, 2.6956408934835405, 0.0218620212078303, 0.8110091263026745, 0.0151987681118575, 2.2643893439693508, 0.020296220015418, 14.355088606336944, 0.0521922203431928, 12.158532060300349, 0.0480445618939886, 0.2771406284617898, 0.0253932952715118, 0.2392470840865845, 0.0273782807742285, 1.1562938335264117, 0.0177743377079971, 0.1779412397586234, 0.0207649117294025, 0.1172129942423387, 0.0252613155303754, 3.7455153746461742, 0.0213539853103658, 0.8281247060100434, 0.0141532495866495, 0.1520668618440661, 0.0255487234959478, 0.3834438325949006, 0.0218120875852558, 0.922111252551353, 0.0179794057249952, 0.2594855291122845, 0.0175902170157679, 2.0702479775997924, 0.0177918095880776, 1.9470410738196864, 0.0213848955882177, 1.4870753721185797, 0.0254328931993863, 0.4791305541675687, 0.0244149618089064, 0.4886266042951155, 0.0218048632546722, 0.3227348031034634, 0.016606147369234, 0.8427245324280926, 0.0170539766645727, 0.4637028809567849, 0.0261651247084157, 0.4877325339770177, 0.0139848720145217, 0.9915026824296931, 0.0157931197340705, -0.0177584679423629, 0.0222393293007938, 0.2674013832028456, 0.0232379737210294]|1995046.6250000000000000|      0.06250000|[1061, 352, 4, 26]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[1.0168582218290847, 0.0233300570815664, 0.0156203067164503, 0.0140935250518392, 0.4090843592973502, 0.0138367524254141, 0.8053971472432444, 0.0329695426327978, 0.2083337006155871, 0.012525819149982, 2.700781554383811, 0.0244808386412321, 0.8181121878004294, 0.0217836626366161, 2.250854048678756, 0.0173534702198033, 14.353593641237088, 0.0704764749530404, 12.154655089121345, 0.0548688797407027, 0.28050320994324, 0.0357906749954044, 0.2438671834589671, 0.046047793380669, 1.1546396893743698, 0.0319278983546399, 0.1762058613912064, 0.0271084655760333, 0.1026444790478916, 0.0383930639259137, 3.748534564841349, 0.0313094713044634, 0.8201425458156046, 0.0196723606245855, 0.1617630431173644, 0.0257217894263751, 0.3720237344901993, 0.0107868732863212, 0.918164735769598, 0.0127209234063167, 0.2560520936259109, 0.0127660446415772, 2.064794242990701, 0.0320538216632373, 1.9426157533638906, 0.0268796842703197, 1.484253118164131, 0.0355096083226881, 0.4830221386428348, 0.0255683047976385, 0.4893777578080152, 0.0253183168158428, 0.3264064841149354, 0.0247545122464256, 0.8407480624373422, 0.0267724079085524, 0.4628038457801226, 0.0270620275429547, 0.4961129512518938, 0.0165403518313462, 0.9843165558048536, 0.0113469785780111, -0.0232552954927299, 0.0248953228977897, 0.2714906049676389, 0.0264460872908792]|1768980.8750000000000000|      0.12500000|[1157, 384, 4, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[1.0168582218290847, 0.0233300570815664, 0.0156203067164503, 0.0140935250518392, 0.4090843592973502, 0.0138367524254141, 0.8053971472432444, 0.0329695426327978, 0.2083337006155871, 0.012525819149982, 2.700781554383811, 0.0244808386412321, 0.8181121878004294, 0.0217836626366161, 2.250854048678756, 0.0173534702198033, 14.353593641237088, 0.0704764749530404, 12.154655089121345, 0.0548688797407027, 0.28050320994324, 0.0357906749954044, 0.2438671834589671, 0.046047793380669, 1.1546396893743698, 0.0319278983546399, 0.1762058613912064, 0.0271084655760333, 0.1026444790478916, 0.0383930639259137, 3.748534564841349, 0.0313094713044634, 0.8201425458156046, 0.0196723606245855, 0.1617630431173644, 0.0257217894263751, 0.3720237344901993, 0.0107868732863212, 0.918164735769598, 0.0127209234063167, 0.2560520936259109, 0.0127660446415772, 2.064794242990701, 0.0320538216632373, 1.9426157533638906, 0.0268796842703197, 1.484253118164131, 0.0355096083226881, 0.4830221386428348, 0.0255683047976385, 0.4893777578080152, 0.0253183168158428, 0.3264064841149354, 0.0247545122464256, 0.8407480624373422, 0.0267724079085524, 0.4628038457801226, 0.0270620275429547, 0.4961129512518938, 0.0165403518313462, 0.9843165558048536, 0.0113469785780111, -0.0232552954927299, 0.0248953228977897, 0.2714906049676389, 0.0264460872908792]|1768980.8750000000000000|      0.06250000|[1302, 432, 5, 32]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
