k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[-3.9898395530512096, -0.0203175175522916, 4.003627656958966, 0.0074871786582717, -2.0138583588876116, -0.0797853718783861]|  5.3422581783406127|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[-3.9898395530512096, -0.0203175175522916, 4.003627656958966, 0.0074871786582717, -2.0138583588876116, -0.0797853718783861]|  5.3422581783406127|      0.12500000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[-3.9898395530512096, -0.0203175175522916, 4.003627656958966, 0.0074871786582717, -2.0138583588876116, -0.0797853718783861]|  5.3422581783406127|      0.06250000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[-3.9786358079398347, -0.0725273921284423, 4.015998117221945, 0.0351788306554144, -2.012028225471809, -0.091259247703648]|  0.5757681991375865|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[-3.9786358079398347, -0.0725273921284423, 4.015998117221945, 0.0351788306554144, -2.012028225471809, -0.091259247703648]|  0.5757681991375865|      0.06250000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[-3.9786358079398347, -0.0725273921284423, 4.015998117221945, 0.0351788306554144, -2.012028225471809, -0.091259247703648]|  0.5757681991375865|      0.03125000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[-3.9786358079398347, -0.0725273921284423, 4.015998117221945, 0.0351788306554144, -2.012028225471809, -0.091259247703648]|  0.5757681991375865|      0.01562500|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[-3.9769410247449013, -0.0615899113993431, 4.016442130245886, 0.0244208946273218, -2.011109882984932, -0.0890533097739702]|  0.4909476601929807|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      12|[-3.9769410247449013, -0.0615899113993431, 4.016442130245886, 0.0244208946273218, -2.011109882984932, -0.0890533097739702]|  0.4909476601929807|      0.01562500|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.9769410247449013, -0.0615899113993431, 4.016442130245886, 0.0244208946273218, -2.011109882984932, -0.0890533097739702]|  0.4909476601929807|      0.00781250|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
