k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.12500000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.06250000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.03125000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.01562500|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00781250|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00390625|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00195312|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00097656|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00048828|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00024414|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00012207|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[4.18549531106e-05, -9.8377845514e-06, 0.0099647867688107, 0.0004674898396195, -6.9234456704e-06, 0.0979447427188139, 0.0001725564955512, -1.76045465261e-05]|2602.8565179725928829|      0.00024414|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[4.18549531106e-05, -9.8377845514e-06, 0.0099647867688107, 0.0004674898396195, -6.9234456704e-06, 0.0979447427188139, 0.0001725564955512, -1.76045465261e-05]|2602.8565179725928829|      0.00012207|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[9.98864890536e-05, 5.07016010867e-05, 0.0098989803195148, 0.0004922380677255, 4.00927571127e-05, 0.0979554010571884, 0.0001786276142649, -4.13645816629e-05]|1948.0093479746728917|      0.00024414|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      17|[9.98864890536e-05, 5.07016010867e-05, 0.0098989803195148, 0.0004922380677255, 4.00927571127e-05, 0.0979554010571884, 0.0001786276142649, -4.13645816629e-05]|1948.0093479746728917|      0.00012207|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[9.98864890536e-05, 5.07016010867e-05, 0.0098989803195148, 0.0004922380677255, 4.00927571127e-05, 0.0979554010571884, 0.0001786276142649, -4.13645816629e-05]|1948.0093479746728917|      0.00006104|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      19|[9.98864890536e-05, 5.07016010867e-05, 0.0098989803195148, 0.0004922380677255, 4.00927571127e-05, 0.0979554010571884, 0.0001786276142649, -4.13645816629e-05]|1948.0093479746728917|      0.00003052|[247, 0, 19, 76]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      20|[8.64589784076e-05, 5.90383445521e-05, 0.0099095503014495, 0.0004919021992665, 4.60094094378e-05, 0.0979497200286661, 0.0001570335429712, -3.53561592168e-05]|1876.7897932941239105|      0.00006104|[260, 0, 20, 80]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
