k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0707082524750792, 1.142755742200033, 0.4265681633827044, 1.1333377408538792, 0.8778898012988627, 1.854964308359957, 0.9868836086839761, 1.1698083656234946]| 68.2140163575821532|      2.00000000|[25, 8, 1, 3]                                                              |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       2|[0.0707082524750792, 1.142755742200033, 0.4265681633827044, 1.1333377408538792, 0.8778898012988627, 1.854964308359957, 0.9868836086839761, 1.1698083656234946]| 68.2140163575821532|      1.00000000|[50, 16, 1, 5]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.0707082524750792, 1.142755742200033, 0.4265681633827044, 1.1333377408538792, 0.8778898012988627, 1.854964308359957, 0.9868836086839761, 1.1698083656234946]| 68.2140163575821532|      0.50000000|[74, 24, 1, 7]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.0707082524750792, 1.142755742200033, 0.4265681633827044, 1.1333377408538792, 0.8778898012988627, 1.854964308359957, 0.9868836086839761, 1.1698083656234946]| 68.2140163575821532|      0.25000000|[98, 32, 1, 9]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.0151448359841287, 1.0386306768785798, 0.41657079866965, 1.0416057202772628, 0.8603088083781449, 1.6840300042373166, 1.0208451254640052, 1.0729840176555798]| 58.7560236220609582|      0.50000000|[122, 40, 2, 12]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       6|[0.0151448359841287, 1.0386306768785798, 0.41657079866965, 1.0416057202772628, 0.8603088083781449, 1.6840300042373166, 1.0208451254640052, 1.0729840176555798]| 58.7560236220609582|      0.25000000|[147, 48, 2, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.0151448359841287, 1.0386306768785798, 0.41657079866965, 1.0416057202772628, 0.8603088083781449, 1.6840300042373166, 1.0208451254640052, 1.0729840176555798]| 58.7560236220609582|      0.12500000|[171, 56, 2, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.0150977026580979, 1.0496128292765723, 0.3869768781005401, 1.0547912283685459, 0.8606955635220681, 1.78927066274581, 1.0076450683748055, 1.1295944854056348]| 52.2259902954101562|      0.25000000|[195, 64, 2, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[0.0150977026580979, 1.0496128292765723, 0.3869768781005401, 1.0547912283685459, 0.8606955635220681, 1.78927066274581, 1.0076450683748055, 1.1295944854056348]| 52.2259902954101562|      0.12500000|[219, 72, 3, 21]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.0580466046687695, 0.9688746327299785, 0.3615224511694384, 1.0108186517892117, 0.8458408016928944, 1.7963954041030772, 1.0055369266370984, 1.0996133507929406]| 49.4823226928710938|      0.25000000|[244, 80, 3, 23]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
