k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 2.0]                                                                      |  2.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.678833512628565, 1.2657077815117717]                                         | -0.6530832648277283|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.678833512628565, 1.2657077815117717]                                         | -0.6530832648277283|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.678833512628565, 1.2657077815117717]                                         | -0.6530832648277283|      0.50000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.151959281520769, 1.103991960361952]                                          | -0.9164018034934998|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.151959281520769, 1.103991960361952]                                          | -0.9164018034934998|      0.50000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.151959281520769, 1.103991960361952]                                          | -0.9164018034934998|      0.25000000|[29, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9261761425088875, 0.9966515013637653]                                        | -0.9840412139892578|      0.50000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.9261761425088875, 0.9966515013637653]                                        | -0.9840412139892578|      0.25000000|[39, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9261761425088875, 0.9966515013637653]                                        | -0.9840412139892578|      0.12500000|[44, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.0344289117407175, 1.059152204988926]                                         | -0.9929041266441345|      0.25000000|[49, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
