k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[119.97133466217993, 0.0379321367381475, 0.8704373460383407, 109.96759306981664, 0.1946216756280295, 0.8018818926566266, 99.98812874584341, 0.2738043044387815, 0.6768728799338753, 87.98111708994122, 0.2907385682011261, 0.6934542000563743, 86.00469196960096, 0.3453361228067454, 0.6347422608745421, 83.98811871651117, 0.4883631818531327, 0.5285164831470528, 79.9666340452034, 0.6289642323105212, 0.3395294761889127, 75.97154415995657, 0.8671901417529827, 0.1331979985737706, 886.3900041537299, 910.0200948972308, 922.5073251648419, 926.4361129833432, 935.5239290606077, 952.8204718988096, 975.7471127954377]|2368.3776855468750000|      0.25000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[119.99442010280606, 0.0083352778744607, 0.7720116958824401, 109.94603864067983, 0.0384629296206331, 0.8080181365023903, 100.05190057254907, 0.2668635311570884, 0.7001258084903704, 87.96356966515422, 0.3395553794410921, 0.7492204180288683, 86.03195492687846, 0.3412269422913197, 0.6358853345424437, 83.97036880032356, 0.5296626023133362, 0.4814714365557422, 79.9216473613237, 0.6638161746580803, 0.2937736390702447, 75.99556280496543, 0.8606415752972639, 0.1690167941707354, 886.3866538547911, 910.0767448304923, 922.5002062917318, 926.4473555334552, 935.5293109655225, 952.8196962015596, 975.7270679419178]|1320.9329833984375000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[119.99442010280606, 0.0083352778744607, 0.7720116958824401, 109.94603864067983, 0.0384629296206331, 0.8080181365023903, 100.05190057254907, 0.2668635311570884, 0.7001258084903704, 87.96356966515422, 0.3395553794410921, 0.7492204180288683, 86.03195492687846, 0.3412269422913197, 0.6358853345424437, 83.97036880032356, 0.5296626023133362, 0.4814714365557422, 79.9216473613237, 0.6638161746580803, 0.2937736390702447, 75.99556280496543, 0.8606415752972639, 0.1690167941707354, 886.3866538547911, 910.0767448304923, 922.5002062917318, 926.4473555334552, 935.5293109655225, 952.8196962015596, 975.7270679419178]|1320.9329833984375000|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[120.02180140326442, -0.0442078499660816, 0.7113882210507398, 110.05427097830116, 0.0733693727322559, 0.7544711394596277, 100.05294526050865, 0.2111622998430116, 0.7184242520336142, 87.94051287347497, 0.3820735777453471, 0.7715286114682128, 86.06652830299694, 0.4201887006037309, 0.6632117443609754, 84.00646049605284, 0.5225984882854123, 0.4650731011011275, 79.9420424448255, 0.6960150688727996, 0.3013688795948469, 75.95835896197067, 0.828260038065108, 0.1004443149658682, 886.4291728251751, 910.1417789807117, 922.4443105027182, 926.4582956105041, 935.5736817062174, 952.7672638259248, 975.7552763740355]|813.9019775390625000|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[120.02180140326442, -0.0442078499660816, 0.7113882210507398, 110.05427097830116, 0.0733693727322559, 0.7544711394596277, 100.05294526050865, 0.2111622998430116, 0.7184242520336142, 87.94051287347497, 0.3820735777453471, 0.7715286114682128, 86.06652830299694, 0.4201887006037309, 0.6632117443609754, 84.00646049605284, 0.5225984882854123, 0.4650731011011275, 79.9420424448255, 0.6960150688727996, 0.3013688795948469, 75.95835896197067, 0.828260038065108, 0.1004443149658682, 886.4291728251751, 910.1417789807117, 922.4443105027182, 926.4582956105041, 935.5736817062174, 952.7672638259248, 975.7552763740355]|813.9019775390625000|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[120.02180140326442, -0.0442078499660816, 0.7113882210507398, 110.05427097830116, 0.0733693727322559, 0.7544711394596277, 100.05294526050865, 0.2111622998430116, 0.7184242520336142, 87.94051287347497, 0.3820735777453471, 0.7715286114682128, 86.06652830299694, 0.4201887006037309, 0.6632117443609754, 84.00646049605284, 0.5225984882854123, 0.4650731011011275, 79.9420424448255, 0.6960150688727996, 0.3013688795948469, 75.95835896197067, 0.828260038065108, 0.1004443149658682, 886.4291728251751, 910.1417789807117, 922.4443105027182, 926.4582956105041, 935.5736817062174, 952.7672638259248, 975.7552763740355]|813.9019775390625000|      0.12500000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[120.01526610748769, 0.0101120542953274, 0.7146900685104872, 110.0489961800508, 0.0576912211639436, 0.7640686523244203, 100.03527539137177, 0.2011675703469517, 0.722164384243174, 87.91378497516591, 0.3935636069156431, 0.7659296942425172, 86.08908824315802, 0.45869642496621, 0.6714115282766774, 84.02010246885904, 0.5135747697353265, 0.479637830460779, 79.94163169839548, 0.6994361934481947, 0.3090542765477538, 75.92916692094413, 0.8398585377089686, 0.1496606999872949, 886.4384061985845, 910.1087647270264, 922.4712423924107, 926.4293640296289, 935.5520631735869, 952.7397543404605, 975.7241177262484]|155.9506683349609375|      0.25000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
