k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00351424025797, 149.94087923597243, -100.0593231629288, 99.99938997046803, 199.99887924300577]|84511.8046875000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[47.01056730626646, 149.82654826216302, -100.18215646629591, 99.99799661459149, 199.99987164662872]|78035.8437500000000000|      4.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[43.02324669930165, 149.6046670428021, -100.40727654252692, 99.96115346410205, 200.00244755587775]|65877.2187500000000000|      8.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[35.07427825597232, 148.8621089687684, -100.91697569232758, 99.91116404045808, 200.01714544205313]|44732.3203125000000000|     16.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[19.119224389994535, 148.47145290319347, -102.02286032991863, 99.811753672846, 200.2424912193119]|15136.6904296875000000|     32.00000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-12.448034081374132, 144.5236658957777, -105.41496885519265, 100.36106902990036, 200.58164124090962]|6135.6660156250000000|     64.00000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[-12.448034081374132, 144.5236658957777, -105.41496885519265, 100.36106902990036, 200.58164124090962]|6135.6660156250000000|     32.00000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-12.448034081374132, 144.5236658957777, -105.41496885519265, 100.36106902990036, 200.58164124090962]|6135.6660156250000000|     16.00000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.4421996396142376, 142.82074240377247, -106.16036394130207, 100.1632997339611, 200.65778153200748]|1796.4981689453125000|     32.00000000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[3.4421996396142376, 142.82074240377247, -106.16036394130207, 100.1632997339611, 200.65778153200748]|1796.4981689453125000|     16.00000000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
