k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9752582579741413, 1.0218749366886017, 1.005784070598479, 1.0088777806575835, 1.0352234309550958, 0.9417026603287415, 0.6272360756888036, 0.0752271361488676]|69674.5703125000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.9752582579741413, 1.0218749366886017, 1.005784070598479, 1.0088777806575835, 1.0352234309550958, 0.9417026603287415, 0.6272360756888036, 0.0752271361488676]|69674.5703125000000000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.9752582579741413, 1.0218749366886017, 1.005784070598479, 1.0088777806575835, 1.0352234309550958, 0.9417026603287415, 0.6272360756888036, 0.0752271361488676]|69674.5703125000000000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.9852421428887271, 1.0527350838490137, 1.002752261621824, 0.9963387315950198, 1.0670221628211498, 0.8361174469991646, 0.4889530833674738, -0.391141785580168]|1990.5458984375000000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.9852421428887271, 1.0527350838490137, 1.002752261621824, 0.9963387315950198, 1.0670221628211498, 0.8361174469991646, 0.4889530833674738, -0.391141785580168]|1990.5458984375000000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.9852421428887271, 1.0527350838490137, 1.002752261621824, 0.9963387315950198, 1.0670221628211498, 0.8361174469991646, 0.4889530833674738, -0.391141785580168]|1990.5458984375000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.9852421428887271, 1.0527350838490137, 1.002752261621824, 0.9963387315950198, 1.0670221628211498, 0.8361174469991646, 0.4889530833674738, -0.391141785580168]|1990.5458984375000000|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.9395738480623739, 1.0561179614436205, 0.9895395248145229, 1.0126987549289492, 1.0723715751664582, 0.8740145750291481, 0.5191344928703172, -0.2876526064140927]|988.5948486328125000|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[0.9395738480623739, 1.0561179614436205, 0.9895395248145229, 1.0126987549289492, 1.0723715751664582, 0.8740145750291481, 0.5191344928703172, -0.2876526064140927]|988.5948486328125000|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.9395738480623739, 1.0561179614436205, 0.9895395248145229, 1.0126987549289492, 1.0723715751664582, 0.8740145750291481, 0.5191344928703172, -0.2876526064140927]|988.5948486328125000|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
