k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[1.4597734847650443, 0.391458186250189, 0.7442708611181724, 0.6136114140870128, 0.5404196356203483, 2.8821475194977664, 5.12367074956469, 6.769747431304728, 1.9358067985757739, 4.7267330149028615, 5.499523290290051]|  2.5525914551691096|      1.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate success | actual_k=0
       3|[1.4597734847650443, 0.391458186250189, 0.7442708611181724, 0.6136114140870128, 0.5404196356203483, 2.8821475194977664, 5.12367074956469, 6.769747431304728, 1.9358067985757739, 4.7267330149028615, 5.499523290290051]|  2.5525914551691096|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[1.4597734847650443, 0.391458186250189, 0.7442708611181724, 0.6136114140870128, 0.5404196356203483, 2.8821475194977664, 5.12367074956469, 6.769747431304728, 1.9358067985757739, 4.7267330149028615, 5.499523290290051]|  2.5525914551691096|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[1.4698454830095338, 0.2570292485755502, 0.6904713820828173, 0.6806929463525537, 0.5054319160618173, 2.824780320371946, 5.180629988398411, 6.788815070880485, 1.9876762977790836, 4.596421304944776, 5.595118515739363]|  1.5958007310426490|      0.50000000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       6|[1.4698454830095338, 0.2570292485755502, 0.6904713820828173, 0.6806929463525537, 0.5054319160618173, 2.824780320371946, 5.180629988398411, 6.788815070880485, 1.9876762977790836, 4.596421304944776, 5.595118515739363]|  1.5958007310426490|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[1.4463154535890095, 0.1623667764469656, 0.5895184602577244, 0.5917518110748281, 0.5040600042491653, 2.9077894764094037, 5.275579289995201, 6.7959090000175415, 2.0028301770772403, 4.686726994124489, 5.697785368852048]|  1.3758395975746218|      0.50000000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       8|[1.4463154535890095, 0.1623667764469656, 0.5895184602577244, 0.5917518110748281, 0.5040600042491653, 2.9077894764094037, 5.275579289995201, 6.7959090000175415, 2.0028301770772403, 4.686726994124489, 5.697785368852048]|  1.3758395975746218|      0.25000000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[1.4463154535890095, 0.1623667764469656, 0.5895184602577244, 0.5917518110748281, 0.5040600042491653, 2.9077894764094037, 5.275579289995201, 6.7959090000175415, 2.0028301770772403, 4.686726994124489, 5.697785368852048]|  1.3758395975746218|      0.12500000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[1.3823485426626727, 0.1834411405468076, 0.6370367687656803, 0.5718571176888063, 0.4530452270256687, 2.9443292977593427, 5.250757183550036, 6.82333766554646, 1.9706494121040616, 4.7160379269712704, 5.732920108025977]|  1.1176404089806931|      0.25000000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      11|[1.3823485426626727, 0.1834411405468076, 0.6370367687656803, 0.5718571176888063, 0.4530452270256687, 2.9443292977593427, 5.250757183550036, 6.82333766554646, 1.9706494121040616, 4.7160379269712704, 5.732920108025977]|  1.1176404089806931|      0.12500000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
