k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.25000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.12500000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.06250000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.03125000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.01562500|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.0023615237341265, -0.0154072480905528, 0.9989134748372385]                  |932.2564697265625000|      0.03125000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.0023615237341265, -0.0154072480905528, 0.9989134748372385]                  |932.2564697265625000|      0.01562500|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0023615237341265, -0.0154072480905528, 0.9989134748372385]                  |932.2564697265625000|      0.00781250|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.0023615237341265, -0.0154072480905528, 0.9989134748372385]                  |932.2564697265625000|      0.00390625|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-0.0024040266144009, -0.0193036480498816, 0.9991874272502792]                  |930.0915527343750000|      0.00781250|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-0.0024040266144009, -0.0193036480498816, 0.9991874272502792]                  |930.0915527343750000|      0.00390625|[74, 24, 1, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.0024040266144009, -0.0193036480498816, 0.9991874272502792]                  |930.0915527343750000|      0.00195312|[80, 26, 1, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0042397967506779, -0.018885552142776, 0.9997068895538587]                   |929.7772827148437500|      0.00390625|[86, 28, 1, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.0042397967506779, -0.018885552142776, 0.9997068895538587]                   |929.7772827148437500|      0.00195312|[92, 30, 1, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
