k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00472531454129, 149.93861561089685, -100.04620338901836, 1.0585734049056423, 2.0097293545761854]|84517.6311686751578236|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[49.00472531454129, 149.93861561089685, -100.04620338901836, 1.0585734049056423, 2.0097293545761854]|84517.6311686751578236|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[48.028131305854444, 149.84939850776794, -100.11649522866183, 1.2349390174326071, 2.0572549130028834]|81302.4580351622716989|      2.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[48.028131305854444, 149.84939850776794, -100.11649522866183, 1.2349390174326071, 2.0572549130028834]|81302.4580351622716989|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[47.03152301258168, 149.7921320531472, -100.17524409935058, 1.2408441397738275, 2.054772438822289]|78096.2456929925101576|      2.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[47.03152301258168, 149.7921320531472, -100.17524409935058, 1.2408441397738275, 2.054772438822289]|78096.2456929925101576|      1.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[46.03501845462365, 149.7323504285929, -100.23271200726981, 1.2509091660395375, 2.053793592468161]|74956.1614287765405606|      2.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[44.342370435952695, 149.96476739963146, -100.57500099037746, 2.0152711319794294, 2.6698407282704197]|69790.3440773015754530|      4.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[44.342370435952695, 149.96476739963146, -100.57500099037746, 2.0152711319794294, 2.6698407282704197]|69790.3440773015754530|      2.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[42.357747404276566, 149.8162082940004, -100.71365457087377, 2.1195807791321504, 2.7652152343042093]|63946.5842541993697523|      4.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[42.357747404276566, 149.8162082940004, -100.71365457087377, 2.1195807791321504, 2.7652152343042093]|63946.5842541993697523|      2.00000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[40.365766306329334, 149.68595493731786, -100.83630529269053, 2.12095232554904, 2.7646787717068713]|58351.2714364705025218|      4.00000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      13|[40.365766306329334, 149.68595493731786, -100.83630529269053, 2.12095232554904, 2.7646787717068713]|58351.2714364705025218|      2.00000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[38.37392337849896, 149.5590164429798, -100.96428743468464, 2.1134109043660994, 2.768152646267279]|53019.9991765775848762|      4.00000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[38.37392337849896, 149.5590164429798, -100.96428743468464, 2.1134109043660994, 2.768152646267279]|53019.9991765775848762|      2.00000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
