k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[100.01537441060131, 0.1325569070605213, 0.2819868338448726, 0.9319350460052299, 99.98280832044283, 0.0032507177400758, 0.1551139230315729, 0.8078250415803445, 100.0207363218433, -0.0206844855053148, 0.2730381590572422, 0.7599071581530943, 99.99280086602981, 0.1372999642208353, 0.3913129410428652, 0.6179705545738253, 100.00016062718588, 0.2272965750134188, 0.4488125301027751, 0.2652372046401427, 100.0157503503474, 0.6415520443702272, 0.6083793655338715, 0.0358564673502539, 299.99308362061475, 299.9819081204912, 300.0611146988797, 300.0101633627718, 300.00673014180654]|460.6962585449218750|      0.50000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       4|[100.01537441060131, 0.1325569070605213, 0.2819868338448726, 0.9319350460052299, 99.98280832044283, 0.0032507177400758, 0.1551139230315729, 0.8078250415803445, 100.0207363218433, -0.0206844855053148, 0.2730381590572422, 0.7599071581530943, 99.99280086602981, 0.1372999642208353, 0.3913129410428652, 0.6179705545738253, 100.00016062718588, 0.2272965750134188, 0.4488125301027751, 0.2652372046401427, 100.0157503503474, 0.6415520443702272, 0.6083793655338715, 0.0358564673502539, 299.99308362061475, 299.9819081204912, 300.0611146988797, 300.0101633627718, 300.00673014180654]|460.6962585449218750|      0.25000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[100.01537441060131, 0.1325569070605213, 0.2819868338448726, 0.9319350460052299, 99.98280832044283, 0.0032507177400758, 0.1551139230315729, 0.8078250415803445, 100.0207363218433, -0.0206844855053148, 0.2730381590572422, 0.7599071581530943, 99.99280086602981, 0.1372999642208353, 0.3913129410428652, 0.6179705545738253, 100.00016062718588, 0.2272965750134188, 0.4488125301027751, 0.2652372046401427, 100.0157503503474, 0.6415520443702272, 0.6083793655338715, 0.0358564673502539, 299.99308362061475, 299.9819081204912, 300.0611146988797, 300.0101633627718, 300.00673014180654]|460.6962585449218750|      0.12500000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[100.00135668973864, 0.130693872433615, 0.2732689629809264, 0.9182935605194789, 99.98896183998463, 0.0571046078441221, 0.1779383179655903, 0.8291821906011866, 100.0074436061407, 0.0332474413787556, 0.2958060411287287, 0.7525499472794188, 99.99123297712143, 0.0828175537817356, 0.3520335393681272, 0.5826723498162241, 99.99882418030782, 0.238612819494891, 0.4636494427863614, 0.2795559068094304, 100.00878849438226, 0.6342347237906959, 0.6192150428325254, 0.0264083404841476, 300.0142982346275, 299.997327621115, 300.0580821031669, 300.0070996905154, 300.0228601513874]|264.2518005371093750|      0.25000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[100.00135668973864, 0.130693872433615, 0.2732689629809264, 0.9182935605194789, 99.98896183998463, 0.0571046078441221, 0.1779383179655903, 0.8291821906011866, 100.0074436061407, 0.0332474413787556, 0.2958060411287287, 0.7525499472794188, 99.99123297712143, 0.0828175537817356, 0.3520335393681272, 0.5826723498162241, 99.99882418030782, 0.238612819494891, 0.4636494427863614, 0.2795559068094304, 100.00878849438226, 0.6342347237906959, 0.6192150428325254, 0.0264083404841476, 300.0142982346275, 299.997327621115, 300.0580821031669, 300.0070996905154, 300.0228601513874]|264.2518005371093750|      0.12500000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[99.96146700151998, 0.157938490423772, 0.3002280139477206, 0.9220259783833773, 100.00773027988784, 0.0995341169916283, 0.2058256434630434, 0.8504614306662348, 100.00294619743956, 0.0190738547487236, 0.3048745171420323, 0.7654028538683681, 99.9966091229872, 0.084657414375833, 0.3597865798826356, 0.6161422212342339, 99.9943073546872, 0.1817686963931587, 0.4477486750871736, 0.2547566647414129, 99.98831840842483, 0.6252608641278952, 0.6093904926405272, 0.0248276965774316, 299.98873744618015, 300.006741836094, 300.08038976119184, 300.0420994483763, 300.0054259812366]|192.7404937744140625|      0.25000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[99.96146700151998, 0.157938490423772, 0.3002280139477206, 0.9220259783833773, 100.00773027988784, 0.0995341169916283, 0.2058256434630434, 0.8504614306662348, 100.00294619743956, 0.0190738547487236, 0.3048745171420323, 0.7654028538683681, 99.9966091229872, 0.084657414375833, 0.3597865798826356, 0.6161422212342339, 99.9943073546872, 0.1817686963931587, 0.4477486750871736, 0.2547566647414129, 99.98831840842483, 0.6252608641278952, 0.6093904926405272, 0.0248276965774316, 299.98873744618015, 300.006741836094, 300.08038976119184, 300.0420994483763, 300.0054259812366]|192.7404937744140625|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[99.96146700151998, 0.157938490423772, 0.3002280139477206, 0.9220259783833773, 100.00773027988784, 0.0995341169916283, 0.2058256434630434, 0.8504614306662348, 100.00294619743956, 0.0190738547487236, 0.3048745171420323, 0.7654028538683681, 99.9966091229872, 0.084657414375833, 0.3597865798826356, 0.6161422212342339, 99.9943073546872, 0.1817686963931587, 0.4477486750871736, 0.2547566647414129, 99.98831840842483, 0.6252608641278952, 0.6093904926405272, 0.0248276965774316, 299.98873744618015, 300.006741836094, 300.08038976119184, 300.0420994483763, 300.0054259812366]|192.7404937744140625|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
