k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 0, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=0
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 0, 2, 16]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 0, 3, 24]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 0, 4, 32]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[565, 0, 5, 40]                                                            |  | used linear model with 113 points | iterate failure | actual_k=0
       6|[4.062857028286091, 0.0395026489768717, 4.065282540298508, 0.1656049606269155, 0.0226584953311477, 0.1705705365201545, 1.1614904255353877, 0.0208294474764968, 1.163367104088773, 0.2669477379608855, 0.0208410371304546, 0.2661477403474061, 0.3120516542112832, 0.0167009858708438, 0.3102640522186629, 0.0736812020103553, 0.0217589724081901, 0.0702897560100425, 0.2298520868220253, 0.0166929568573021, 0.2305067795368337, 1.3694277701522122, 0.016791306530345, 1.3708608496166264, 0.251309031332297, 0.0233903352254058, 0.250195510426759, 1.157614643211206, 0.0216243043863712, 1.15619220867675, 0.0518602505116276, 0.0199061804863799, 0.0455952631579861, 0.1244910714138506, 0.0185977005583297, 0.1224807441113074, 0.2952953148095566, 0.0190559962503531, 0.2984834270762534, 0.0922307837099975, 0.0187480981543272, 0.0888511456084282, 0.1104692522263125, 0.0232514087210719, 0.1114708652862391, 0.5402590645230706, 0.0227789693440111, 0.5356073627721787, 0.0003206148981398, 0.0185768370540649, 0.0028661420495919, 0.0845341200753554, 0.0254024568083327, 0.0887582968916546, 0.098098675950195, 0.0189843335859479, 0.0965093481149408, 0.0238655914615564, 0.0189925554997808, 0.0251741121544613, 0.0948965720993261, 0.0178734769870847, 0.0991781801313068, 0.2730242680867293, 0.0185119401464687, 0.2760834269435051, 0.3952248579977283, 0.0188152860260239, 0.3877239111861173, 0.1302961740914107, 0.0174558770383806, 0.1294892833071924, 0.0405419161538468, 0.0187028642377573, 0.0420418026308045, 0.2939110253541473, 0.0208055961996278, 0.2989217520493306, 0.0897776922792357, 0.0211869629422864, 0.0947374805254111, 0.276666697746048, 0.0212713874864767, 0.2770379373290623, 0.0606788592569078, 0.0181594792801891, 0.0595839846730364, 0.1495209128126672, 0.0196817743338808, 0.1472904128680296, 0.1723441616048508, 0.0160518788336796, 0.1744275014855755, 0.1364313052382201, 0.023368539420771, 0.1347150467234086, 0.3794346234064932, 0.0202120339929747, 0.3772341052881804]|75765.9985132141155191|      0.06250000|[678, 0, 6, 48]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       7|[4.06150446328984, 0.0865066302943516, 4.061944566170063, 0.1653293563248292, 0.0210721498561809, 0.1708686813696245, 1.1640112411630574, 0.026969235968748, 1.1604924973312927, 0.2688120388950316, 0.0295833542235589, 0.261396908955125, 0.3156224497470217, 0.013164989650741, 0.3093464441373979, 0.0785404313675717, 0.0275849225415285, 0.071225425506196, 0.2236761659492124, 0.0088148799802084, 0.2295568313723971, 1.362371790773417, 0.0106704225743114, 1.3713492541282504, 0.248875027585275, 0.0151774806649354, 0.2516392491004565, 1.157652649075356, 0.0183134553863885, 1.1526778203312513, 0.0538685421492712, 0.019258590525636, 0.0444372019318891, 0.1238908519828923, 0.0196037481739808, 0.1174572840147605, 0.289740951723159, 0.010615942355643, 0.2928784932591185, 0.0906448683480319, 0.0150388991278798, 0.0894855956515392, 0.115984577337811, 0.0182450767765299, 0.1118173736404462, 0.5401649993879264, 0.0289834170982429, 0.5363852658652932, 0.0124063721835679, 0.0219915554855531, 0.004069462104402, 0.0837952966770727, 0.0197772193965591, 0.0853370121433405, 0.0947420654192172, 0.0184111616712513, 0.0998731935054732, 0.0294796953525648, 0.0179252796911968, 0.0229108024709511, 0.0953364815916543, 0.0222794010425668, 0.106533422533032, 0.2700502581121338, 0.0184669019466734, 0.2735650642920477, 0.3929958650795502, 0.0202518393787728, 0.3810051384038397, 0.1303574602039551, 0.0150487374690158, 0.1260288055418177, 0.033510271112223, 0.0223302257706738, 0.0429680979323603, 0.2973979171636819, 0.0273416162159284, 0.2984888754398112, 0.0883973127639902, 0.0151357579401227, 0.0897962510690438, 0.2735148412034266, 0.023629002042517, 0.2748516187402035, 0.0640027135062337, 0.0145685289794667, 0.0586102380937971, 0.1527867973158193, 0.0110975058566021, 0.1520413965094972, 0.1704858515972326, 0.0158134017131038, 0.1739595016129828, 0.1361961560763569, 0.0214784614937299, 0.1338380958455234, 0.3708114657181178, 0.0184456744001932, 0.3712769881436481]|34221.3111517941506463|      0.12500000|[791, 0, 7, 56]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       8|[4.060607497214226, 0.1723939566047098, 4.0628120416604885, 0.17544996731386, 0.0333198706378219, 0.1635372585351101, 1.1737319126655434, 0.0009411975958046, 1.1488088008395403, 0.259629198827446, 0.0339335371821031, 0.2777112532590094, 0.3076771366282487, 0.0263059077579006, 0.3121267532258172, 0.0732723160132894, 0.0274781152066752, 0.0734478419240174, 0.2231587272019887, -0.0001219621390002, 0.232552797109576, 1.3531367729922856, 0.005179551666432, 1.3645620668056249, 0.2356459377428781, 0.0029865217301066, 0.2573049530212927, 1.140921942264992, 0.0061913437403303, 1.1383752794438622, 0.0517557619149791, 0.0154950258757689, 0.052399350715265, 0.1271670259944556, 0.0084251776017671, 0.1161428302355551, 0.2964153211263554, 0.0256563173357066, 0.297778810793069, 0.091712352048815, 0.0066706647038741, 0.084663518360427, 0.1119065575842591, 0.0133795310481746, 0.1009410715495883, 0.5350001533561849, 0.0257020112658438, 0.5384395645192585, 0.0070343555537176, 0.0171743454731578, 0.0092556391279959, 0.1045232844525842, 0.0331747267834912, 0.0850176877656491, 0.0994040662650584, 0.0378866618990408, 0.10665909932016, 0.0131464548553843, 0.0179170911207881, 0.0340394237177158, 0.0989436570417387, 0.0286853723340717, 0.1083421248790845, 0.2716682016736003, 0.0102006423348414, 0.2601672418717477, 0.4023897720093633, 0.0294342029266224, 0.3810044742628426, 0.1219286003200193, 0.0025877958134707, 0.126249385813518, 0.0433691730152903, 0.0330065902976207, 0.0363272197723948, 0.28772106781083, 0.0132632434649366, 0.3006873513576775, 0.1050747968177879, 0.0099723011530248, 0.0845121230934993, 0.2583902202340249, 0.011952356568057, 0.2755265434060993, 0.0704871372634272, 0.0176988289894137, 0.068375151762365, 0.1527045093351542, 0.0072168111328419, 0.1403064478420105, 0.1774169692357939, 0.0117328629591105, 0.1761614174265947, 0.1491927020585937, 0.0333726030391104, 0.1256981450621547, 0.3768397505100429, 0.0234947273382808, 0.3782787071827131]|16825.5912663538947527|      0.25000000|[904, 0, 8, 64]                                                            |  | used linear model with 113 points | iterate success | actual_k=0
       9|[4.058238433999041, 0.3472231548476066, 4.0656541475949375, 0.1555683818844704, 0.0253862305767987, 0.1660420118855812, 1.1847274844250464, 0.0151391767175593, 1.1545835130169722, 0.2755587535421515, 0.0193970895826004, 0.2774874457417115, 0.31594198015064, 0.0701634065412988, 0.3037445112180979, 0.0599642269558187, 0.0569750200825621, 0.0860545697796588, 0.2412649215255255, 0.0063364185671408, 0.2458919302184097, 1.3663674810929891, -0.0292643640747932, 1.398858979797054, 0.2030415013703377, 0.0160397756585248, 0.2490326080880223, 1.1525038281461288, -0.0140809285367579, 1.12800513845885, 0.0660621533090377, 0.0415912567913775, 0.0633283973443245, 0.131042831411057, 0.009907266664629, 0.121559472630648, 0.3118826985947757, 0.0319279933265749, 0.2857147889000161, 0.0861566621988827, 0.0241475405037656, 0.1326817002276155, 0.0974303044369756, 0.0225442916805412, 0.0958305575350802, 0.5692221992670783, 0.0586175523594374, 0.544418421085453, 0.0181580980937788, -0.0038096669696657, 0.0248177258155874, 0.0960796852250457, 0.0450177496262953, 0.0818577020236547, 0.0877342551931559, 0.035252717691184, 0.1065033182801612, 0.0131098213852831, 0.0506342024592175, 0.0189050673407793, 0.098426729539097, 0.0286493765127843, 0.1108197125750423, 0.2986113381703639, 0.0155755465339074, 0.2500318014648705, 0.3788706232135787, 0.0260515879411321, 0.3755387114020029, 0.117267704045822, 0.0281838838762155, 0.1378982360738076, 0.0231783968338901, 0.0189315182818502, 0.0571365856551901, 0.2912778665494099, 0.0252711457333762, 0.2931441029959262, 0.0810436166505972, -0.0406889590039588, 0.068510148381198, 0.2781247483684268, 0.0005833490207618, 0.2621822006685562, 0.0634367138149011, 0.0038233565249685, 0.0740006832790756, 0.1331574403753486, 0.0139914368745291, 0.1706585096283179, 0.1568064652827007, 0.0010229493995651, 0.1834212903946489, 0.122389621927807, 0.0620564042404011, 0.1009389503714116, 0.3802460850324984, -0.0089555578698915, 0.3869362442051422]|8024.2982772355298948|      0.50000000|[1017, 0, 9, 72]                                                           |  | used linear model with 113 points | iterate success | actual_k=0
      10|[4.005060109608003, 0.7862733320329384, 4.0633823869368, 0.1450422016745565, 0.0166994021248406, 0.2038246527291833, 1.148272078717564, 0.0323234427316411, 1.1240407833901438, 0.2412348685737041, 0.0420052159150235, 0.2838217003587521, 0.3516560391020441, 0.0696583044372684, 0.3186547802817226, 0.0432518127222799, 0.0526623373800718, 0.063916100060924, 0.2568444797736361, 0.0147571912577529, 0.233270079150464, 1.3836554147095026, -0.0357543265360109, 1.3639572829266593, 0.2083714840736379, 0.0536604373858018, 0.2630931855693786, 1.1456017097556828, 0.0410291623690111, 1.115731866318761, 0.0810870771480684, 0.096643462624665, 0.0444091231948626, 0.1505759519355032, -0.017918472291022, 0.113866072024655, 0.2891849421738397, 0.0466828923134466, 0.2649239601842268, 0.0970065515904275, 0.001674997312551, 0.1008289741679747, 0.1163870605040497, -0.0373748519989854, 0.0535973056869496, 0.6041162850110584, 0.0526971257942995, 0.5454567603288819, 0.0274070248947936, 0.0001346630264509, 0.0673861672073466, 0.1136353780388667, 0.0673758330738839, 0.0661868563740537, 0.1138435785682658, 0.0418251354850624, 0.0892236279015596, 0.0312411667130615, 0.007514880324939, 0.0481344370081212, 0.1382183943222829, 0.0114446225144023, 0.1011214674466868, 0.2816650530052627, 0.0294162543686477, 0.2740935212507848, 0.3930167658027344, 0.0195363412534433, 0.3662890067974966, 0.1086920217618652, 0.0377740282138567, 0.1127066033028975, 0.0231833160762133, -0.0054890042999421, 0.1058681731404875, 0.2778088192235271, 0.0487508404160409, 0.2985042363619034, 0.0874341173276264, -0.0362189469436099, 0.0962318628595836, 0.294331549269575, 0.0169133257361426, 0.2652164620984297, 0.0422287910710968, 0.0149283401878129, 0.0935764994953103, 0.1537894884364489, 0.0359767813941692, 0.2178053760260745, 0.1767154916688289, 0.0293048793862487, 0.1809331378622179, 0.095398874316176, 0.1045581119595366, 0.095937168594587, 0.3648333389132439, -0.0259101927387859, 0.3825124530299701]|3116.9297095712945520|      1.00000000|[1130, 0, 10, 80]                                                          |  | used linear model with 113 points | iterate success | actual_k=0
      11|[3.722541456376637, 1.6169240048637619, 4.06630509013594, 0.2012824030651332, -0.0368867656920357, 0.1647991416561725, 1.1562989339391558, 0.1220150376344124, 1.0361801094609777, 0.2389335527861096, -0.0123602454286148, 0.266454855684863, 0.2980011152434479, 0.0698777916759222, 0.2724903907563203, 0.1050418481150812, 0.0163203521955303, 0.0720779215799661, 0.2458981376701205, 0.0601166521665694, 0.2818928962176753, 1.339678674857659, -0.0668465365145072, 1.3678882536523438, 0.1688429452462712, 0.0216654019037732, 0.2286756472524314, 1.165964171338542, 0.0095314251880729, 1.1153171595649398, -0.0754585864557286, 0.0620151497702434, 0.0778921854635544, 0.1491931221881143, -0.0373627597478582, 0.0640278757512444, 0.2799038703905337, -0.0041651252437528, 0.2379701647253896, 0.0727262445420969, 0.0582062619911774, 0.1732722837086628, 0.123125204654125, -0.072942381405202, 0.084114751129323, 0.6113254590602493, -0.0368933899176283, 0.5730413278921808, 0.059318238377257, -0.0283532780394458, 0.1343169240094688, 0.109007596205256, 0.1125804296407271, 0.0293936541743246, 0.176027162877336, 0.0522383558955908, 0.1989560748900664, 0.0631981695956368, 0.0450158852781249, 0.0256393156363722, 0.1422039661862653, 0.053218161387972, 0.0725718013117236, 0.2740837958190938, -0.0243574278241046, 0.1036966234144137, 0.3731348283581568, 0.0381044107093037, 0.3074105036849744, 0.1209562425800602, 0.0268009596260254, 0.1221407700877984, 0.0058936419617579, -0.0436552026751163, 0.0492816566042139, 0.337487117603893, 0.1099550432392424, 0.2827685804353726, 0.0269482837026632, -0.0896657692216466, 0.046651101165547, 0.2352154021364694, -0.0550474371960433, 0.2264106360890352, 0.0379374944962582, -0.0004593338579799, 0.0383470974069643, 0.086880690752953, 0.0965099315685126, 0.2331497516344592, 0.2086738841851728, 0.0247463296920278, 0.1996101742956812, 0.167796031267221, 0.0791225440654107, 0.0165025894108807, 0.3422347161442583, -0.0176538465819654, 0.3359103630236145]|1100.8960423752603219|      2.00000000|[1243, 0, 11, 88]                                                          |  | used linear model with 113 points | iterate success | actual_k=0
