k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       4|[119.99570867269999, -0.0198918952089255, 0.8651595813871151, 109.99794133349386, 0.1936904647961149, 0.8300411406854433, 99.99493911397487, 0.2713230300907369, 0.7159180882240319, 88.00156952727626, 0.3280463224805275, 0.7043339996908783, 86.00274912946107, 0.3595625311449249, 0.6441392530317791, 84.00486812966047, 0.4690141335717213, 0.5332598675391805, 80.00226816288405, 0.6592647641775272, 0.3383641182658249, 76.0032827588123, 0.8737391942554813, 0.1290280271230155, 886.373134916056, 910.0062182880331, 922.5176244972669, 926.461781405291, 935.5615609461516, 952.8279189616159, 975.7322387648144]|2396.8737619757926041|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       5|[119.99570867269999, -0.0198918952089255, 0.8651595813871151, 109.99794133349386, 0.1936904647961149, 0.8300411406854433, 99.99493911397487, 0.2713230300907369, 0.7159180882240319, 88.00156952727626, 0.3280463224805275, 0.7043339996908783, 86.00274912946107, 0.3595625311449249, 0.6441392530317791, 84.00486812966047, 0.4690141335717213, 0.5332598675391805, 80.00226816288405, 0.6592647641775272, 0.3383641182658249, 76.0032827588123, 0.8737391942554813, 0.1290280271230155, 886.373134916056, 910.0062182880331, 922.5176244972669, 926.461781405291, 935.5615609461516, 952.8279189616159, 975.7322387648144]|2396.8737619757926041|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[119.99570867269999, -0.0198918952089255, 0.8651595813871151, 109.99794133349386, 0.1936904647961149, 0.8300411406854433, 99.99493911397487, 0.2713230300907369, 0.7159180882240319, 88.00156952727626, 0.3280463224805275, 0.7043339996908783, 86.00274912946107, 0.3595625311449249, 0.6441392530317791, 84.00486812966047, 0.4690141335717213, 0.5332598675391805, 80.00226816288405, 0.6592647641775272, 0.3383641182658249, 76.0032827588123, 0.8737391942554813, 0.1290280271230155, 886.373134916056, 910.0062182880331, 922.5176244972669, 926.461781405291, 935.5615609461516, 952.8279189616159, 975.7322387648144]|2396.8737619757926041|      0.06250000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[119.99628000241543, 0.0104801941341288, 0.8757579446285695, 109.99532736736334, 0.1456653376760409, 0.8111421991884558, 99.99487457857778, 0.2765891344029781, 0.7210931866737956, 88.00136001830464, 0.3384620407650903, 0.7086643511560001, 86.00266107600169, 0.3623447906704565, 0.6434631075705156, 84.00467014289666, 0.4677852050225939, 0.5313784943293051, 80.00269692747932, 0.6585960154197029, 0.3376537725785798, 76.00345552346609, 0.8745194926864585, 0.1293422916978982, 886.3728218884291, 910.0068077694082, 922.5168114320876, 926.4628676433922, 935.5613631254973, 952.8281219440618, 975.7310626338036]|1172.7994836837033290|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       8|[119.98656612422971, -0.033909114711703, 0.8232454838556991, 110.02547164053664, 0.1245233214383776, 0.8061201000305209, 100.00473817504617, 0.2633058798392691, 0.694950993300649, 87.96819363435884, 0.3847240574604473, 0.7032518881309422, 86.00765667503877, 0.3942671985174456, 0.6583573841201291, 83.9998525455941, 0.5046994840398817, 0.5293254189775805, 80.01423167323864, 0.6634418414440945, 0.3394346434995172, 75.9862152816466, 0.8792372984218091, 0.1186355735555595, 886.3596514192827, 910.0140031201428, 922.5341038155053, 926.4810263722819, 935.5578340214298, 952.8165269491899, 975.7003296537845]|782.4182075469148003|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[119.98656612422971, -0.033909114711703, 0.8232454838556991, 110.02547164053664, 0.1245233214383776, 0.8061201000305209, 100.00473817504617, 0.2633058798392691, 0.694950993300649, 87.96819363435884, 0.3847240574604473, 0.7032518881309422, 86.00765667503877, 0.3942671985174456, 0.6583573841201291, 83.9998525455941, 0.5046994840398817, 0.5293254189775805, 80.01423167323864, 0.6634418414440945, 0.3394346434995172, 75.9862152816466, 0.8792372984218091, 0.1186355735555595, 886.3596514192827, 910.0140031201428, 922.5341038155053, 926.4810263722819, 935.5578340214298, 952.8165269491899, 975.7003296537845]|782.4182075469148003|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[119.98656612422971, -0.033909114711703, 0.8232454838556991, 110.02547164053664, 0.1245233214383776, 0.8061201000305209, 100.00473817504617, 0.2633058798392691, 0.694950993300649, 87.96819363435884, 0.3847240574604473, 0.7032518881309422, 86.00765667503877, 0.3942671985174456, 0.6583573841201291, 83.9998525455941, 0.5046994840398817, 0.5293254189775805, 80.01423167323864, 0.6634418414440945, 0.3394346434995172, 75.9862152816466, 0.8792372984218091, 0.1186355735555595, 886.3596514192827, 910.0140031201428, 922.5341038155053, 926.4810263722819, 935.5578340214298, 952.8165269491899, 975.7003296537845]|782.4182075469148003|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[119.989420525645, 0.0074158128824378, 0.8379700012585964, 110.0226582861495, 0.0864403637725179, 0.7896605060238318, 100.0038319408666, 0.2588720581206106, 0.6971646536234477, 87.96744569688045, 0.395707695776705, 0.7061524334568674, 86.00898639038553, 0.3989785144421946, 0.659513012887752, 84.00021455990361, 0.4993768986650495, 0.5295068784771414, 80.01627124319914, 0.6631256829589826, 0.3410892035532799, 75.98710510459577, 0.8787618548506673, 0.1206446685179697, 886.3598219465092, 910.0123863549004, 922.5324412668052, 926.4843689142881, 935.5592212881223, 952.8173259311238, 975.6982284543417]|593.5620057833438068|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
