k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.50000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.25000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.12500000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.06250000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.03125000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.01562500|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.00781250|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.8524495424199132, 0.7220064263209275]                                        |4808.3754882812500000|      0.01562500|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.8524495424199132, 0.7220064263209275]                                        |4808.3754882812500000|      0.00781250|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
