k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1443337614530298, -0.0420996105881809, 0.1628559972000835, -0.1447091561315615, 0.0481008518620314, 0.148909557719603, 0.0368675324853386, -0.0797099335637365, 0.0163114977467485, -0.1455464241167622, 0.2150188834464925, 0.0775776817434738, 0.0733855933279761, 0.1017194480506514, -0.0019970714644913, -0.142868443282565, -0.196890646567334, -0.0788548714898803, -0.0837609876727396, 0.1992515783565241, 0.1531823146498512, 0.0175586095092327, 0.1590835807461429, 0.0765312732724346, -0.1220939059039896, -0.0320538872362338, -0.1666243023342172, -0.0585963665469278, -0.0129982979095269, 0.0354892986161643, 0.0639034081441634, -0.1488149059354233, 0.2627542504239278, 0.1114572998885914, -0.2634118832179335, 0.2033267426962234, -0.0025222899590925, -0.1442209849556938, 0.0250142976192255, -0.0729450539904466, -0.0880055291401005, 0.1111175371640387, -0.0126834924043988, 0.1914913330117209, -0.0548973741910318, -0.237662330586991, -0.2354783992880632, 0.1923173013760751, -0.3137084617078589, 0.2006084727426814]|4609.4249302370399164|      2.00000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
       2|[0.1581406282241354, -0.4490467528738159, 0.4145923745123912, -0.294983850453712, 0.7551314000990373, 0.1643608495484212, -0.1920752922587476, 0.016228985473043, 0.2152205844380314, -0.0823845891561077, 0.2425117940118404, 0.1811846781268109, 0.759471483987636, 0.2395425048537801, -0.0642747495464484, -0.2593999150617544, -0.5064670532508265, -0.3879377161908781, -0.088920456143572, 0.5398640239731121, 0.6777226596789984, 0.2123592834772583, 0.1831852302390573, -0.0187878866719244, -0.5007986384031781, -0.0731449306319551, -0.1046322254050159, -0.1461084361274957, 0.0737954688375959, 0.0108499210909603, 0.069045586605011, -0.0236271394302021, 0.296342710993603, 0.1870585372177919, -0.7571177216052591, -0.2848274837663113, 0.1632766088544174, -0.416548826396179, -0.0757411917928215, 0.0523052081257882, -0.1933461655008497, 0.4594823780477572, 0.2976284904517603, 0.4985554129021561, 0.1065934195505875, -0.1750324334712979, -0.5934574453961661, 0.6038920954706749, -0.8990817216722573, 0.6523326229899503]|3950.2619736419633227|      4.00000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
       3|[0.1922240436467241, -0.3435139806821699, 1.1122394980170385, -0.6351806725809566, 1.293969487447332, 0.3561165292131089, -0.1683959964711554, 0.2234064081708492, 0.3449844579628385, -0.5740153709436772, 0.4172512225388134, 0.3137929745256844, 1.3506625980762554, 1.3430964809797117, 0.0515182800371868, -0.4308669466876018, -1.0265533960288629, -0.6414044256562954, -0.7769877703149614, 1.690297296036832, 1.2286659093799421, 0.5478662468499584, 0.5412135799388214, -0.511740118839664, -0.7924351127744773, 0.2574412177268697, -0.8846471978085644, -0.0204655811390929, -0.5597481782901085, -0.2017679459889503, 0.1995218963678916, -0.0447227349702553, 0.2685950138296614, -0.090549430866978, -1.9680033352702324, 0.6240078173358198, 0.2191222493257487, -0.4142577895065557, 0.614024532113988, -0.3164742419592579, -0.227695828647411, 0.8139936894833744, -0.6669079480338032, 1.5459296024403497, -0.6537622815308586, -1.0249373544073384, -1.7907118283364065, 1.184978956514379, -1.5200043475370033, 1.2000957424217251]|3187.8841348279593149|      8.00000000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=16
       4|[0.1922240436467241, -0.3435139806821699, 1.1122394980170385, -0.6351806725809566, 1.293969487447332, 0.3561165292131089, -0.1683959964711554, 0.2234064081708492, 0.3449844579628385, -0.5740153709436772, 0.4172512225388134, 0.3137929745256844, 1.3506625980762554, 1.3430964809797117, 0.0515182800371868, -0.4308669466876018, -1.0265533960288629, -0.6414044256562954, -0.7769877703149614, 1.690297296036832, 1.2286659093799421, 0.5478662468499584, 0.5412135799388214, -0.511740118839664, -0.7924351127744773, 0.2574412177268697, -0.8846471978085644, -0.0204655811390929, -0.5597481782901085, -0.2017679459889503, 0.1995218963678916, -0.0447227349702553, 0.2685950138296614, -0.090549430866978, -1.9680033352702324, 0.6240078173358198, 0.2191222493257487, -0.4142577895065557, 0.614024532113988, -0.3164742419592579, -0.227695828647411, 0.8139936894833744, -0.6669079480338032, 1.5459296024403497, -0.6537622815308586, -1.0249373544073384, -1.7907118283364065, 1.184978956514379, -1.5200043475370033, 1.2000957424217251]|3187.8841348279593149|      4.00000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       5|[0.0409760681307606, -0.3357855273447077, 1.3760190355852835, -0.4381480362090797, 2.0782122947539325, 0.8402912591524192, -0.2796270034856624, 0.2713346634837164, -0.2939690949368294, -1.061941541615507, 0.74173049571639, 0.8218249654471517, 1.8355272954485653, 1.9330730690180016, -0.0510996926458779, -1.64953113917582, -1.7636099791762647, -0.6105275239127922, -1.0795613475311296, 2.1389503097236435, 1.5376882200163058, 0.138264491033245, 1.6026425806915903, 0.1475973409302134, -0.8839695289017814, 0.9363717179303261, -0.481675192078837, 0.3352158145073925, -0.7573304175717231, -0.4297339260196099, 0.8512287631945444, 0.2270389482120581, 1.1565736651138219, 0.3528467482865567, -2.9640692985277948, 1.455668600322594, 0.4551159143069388, -0.0487938014898673, -0.2494116418060718, 0.4549156405478585, 0.0320830470116576, 0.0506550496724268, 0.5346281098667336, 1.4942834929392022, -1.4318676426409496, -0.470411537269469, -2.2050122715529294, 0.9356292424811816, -1.697159380854445, 1.8581889006517294]|2913.0553963451552590|      8.00000000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=16
       6|[0.0409760681307606, -0.3357855273447077, 1.3760190355852835, -0.4381480362090797, 2.0782122947539325, 0.8402912591524192, -0.2796270034856624, 0.2713346634837164, -0.2939690949368294, -1.061941541615507, 0.74173049571639, 0.8218249654471517, 1.8355272954485653, 1.9330730690180016, -0.0510996926458779, -1.64953113917582, -1.7636099791762647, -0.6105275239127922, -1.0795613475311296, 2.1389503097236435, 1.5376882200163058, 0.138264491033245, 1.6026425806915903, 0.1475973409302134, -0.8839695289017814, 0.9363717179303261, -0.481675192078837, 0.3352158145073925, -0.7573304175717231, -0.4297339260196099, 0.8512287631945444, 0.2270389482120581, 1.1565736651138219, 0.3528467482865567, -2.9640692985277948, 1.455668600322594, 0.4551159143069388, -0.0487938014898673, -0.2494116418060718, 0.4549156405478585, 0.0320830470116576, 0.0506550496724268, 0.5346281098667336, 1.4942834929392022, -1.4318676426409496, -0.470411537269469, -2.2050122715529294, 0.9356292424811816, -1.697159380854445, 1.8581889006517294]|2913.0553963451552590|      4.00000000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[0.4218050947624045, -0.9449274767507714, 1.1716067631898421, -1.0120955244045298, 2.6068830313479845, 0.9963660343389273, -0.1359638386895728, 0.6404083005544363, -0.1226166502836376, -1.0333198257725684, 0.5604202805567335, 0.7666155577377808, 1.355636133912761, 1.2011297083021475, -0.9186821199244918, -1.3769842029543993, -1.9143776328719397, -0.6741615793716753, -2.240595661574323, 1.6243710335966708, 2.009071712803049, 0.2209904035004763, 1.5897040769331292, 0.1411690114058984, -2.146919254725007, 0.7163188041688544, 0.0284307796178607, 0.8818681832504272, -0.5105064711649688, -0.906592534572493, 0.9585816626151871, 0.7565996101893254, 1.8171396655236374, 0.9642452880113725, -4.115911632034268, 2.1770250562721847, 0.5958581993684767, 0.212861449843944, -0.1477790487933561, 0.3957986654325828, -0.3142982141627865, 1.0124109421615082, 0.286032208274822, 0.5553445669152653, 0.0133058650603348, -0.6806763600923734, -2.19016468873046, 1.7318915506489847, -2.1655357086053515, 2.6374240924770316]|2711.7697235204086610|      8.00000000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
       8|[0.4218050947624045, -0.9449274767507714, 1.1716067631898421, -1.0120955244045298, 2.6068830313479845, 0.9963660343389273, -0.1359638386895728, 0.6404083005544363, -0.1226166502836376, -1.0333198257725684, 0.5604202805567335, 0.7666155577377808, 1.355636133912761, 1.2011297083021475, -0.9186821199244918, -1.3769842029543993, -1.9143776328719397, -0.6741615793716753, -2.240595661574323, 1.6243710335966708, 2.009071712803049, 0.2209904035004763, 1.5897040769331292, 0.1411690114058984, -2.146919254725007, 0.7163188041688544, 0.0284307796178607, 0.8818681832504272, -0.5105064711649688, -0.906592534572493, 0.9585816626151871, 0.7565996101893254, 1.8171396655236374, 0.9642452880113725, -4.115911632034268, 2.1770250562721847, 0.5958581993684767, 0.212861449843944, -0.1477790487933561, 0.3957986654325828, -0.3142982141627865, 1.0124109421615082, 0.286032208274822, 0.5553445669152653, 0.0133058650603348, -0.6806763600923734, -2.19016468873046, 1.7318915506489847, -2.1655357086053515, 2.6374240924770316]|2711.7697235204086610|      4.00000000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[0.647723610396057, -1.3395410714577924, 1.4311242307921526, -1.6761130069328356, 1.7223452102763521, 2.178917922520368, 0.2323236605082847, 0.3985054871845042, 0.1267415511787695, -1.0779691997652021, -0.3819523296301818, 0.7842192166792956, 0.9303335971117634, 1.2251781592839561, -0.9550411550315184, -1.6821677801840864, -2.2587253512300984, -0.2868235556660706, -2.0507206341237874, 1.5741911702886147, 2.4291076661188997, 0.5124972758800539, 2.5003689878242654, 1.5962401705839357, -1.412975950409367, 1.176859511735336, -0.1619998228329774, 1.525105374341797, -0.951126649650282, -1.0369173984358997, 0.0214841900410446, 0.203290031181966, 2.3661639582943788, 1.0492818141546982, -3.9414585064577055, 2.0524440434449214, 0.809909301807975, -0.4212612393386925, 0.5644503605387139, 0.5712706502882119, 0.0855033857077152, 0.1224838591217171, 0.7873923337955687, 1.2990378175733732, -0.4262121434769814, -0.8645383730943635, -2.614303715112566, 1.1343929689270995, -2.6754225931902824, 1.4334948991528182]|2480.0203892720210206|      8.00000000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[0.647723610396057, -1.3395410714577924, 1.4311242307921526, -1.6761130069328356, 1.7223452102763521, 2.178917922520368, 0.2323236605082847, 0.3985054871845042, 0.1267415511787695, -1.0779691997652021, -0.3819523296301818, 0.7842192166792956, 0.9303335971117634, 1.2251781592839561, -0.9550411550315184, -1.6821677801840864, -2.2587253512300984, -0.2868235556660706, -2.0507206341237874, 1.5741911702886147, 2.4291076661188997, 0.5124972758800539, 2.5003689878242654, 1.5962401705839357, -1.412975950409367, 1.176859511735336, -0.1619998228329774, 1.525105374341797, -0.951126649650282, -1.0369173984358997, 0.0214841900410446, 0.203290031181966, 2.3661639582943788, 1.0492818141546982, -3.9414585064577055, 2.0524440434449214, 0.809909301807975, -0.4212612393386925, 0.5644503605387139, 0.5712706502882119, 0.0855033857077152, 0.1224838591217171, 0.7873923337955687, 1.2990378175733732, -0.4262121434769814, -0.8645383730943635, -2.614303715112566, 1.1343929689270995, -2.6754225931902824, 1.4334948991528182]|2480.0203892720210206|      4.00000000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[0.4147834915762735, -0.4171090460612074, 0.7810588376045191, -1.8455583768734007, 1.4370707401220295, 2.633020772172764, 0.2295664659885618, 0.6858611115571824, 0.3596667846331931, -0.3657593815403253, 0.0386902255612503, 0.9594120651291631, 1.798486934631434, 1.2130405827392954, -1.071514401937155, -0.6399149310922299, -2.748964244559782, -1.0278826800107914, -3.3054498140944046, 1.5545272070707157, 3.086423131397968, 0.5559362782107236, 3.1647160007079194, 2.2293547554907676, -2.405266398531553, 0.4926723126099902, -0.9454779847035035, 1.7127956187819888, -1.324034556066404, -1.5242412994674615, 0.4866573076261855, 0.1909773363043951, 2.4610556598690962, 0.7647880899403732, -4.185747662148307, 3.184118818956698, 0.8584287591938341, -0.5239681651927671, 0.0327943233255942, 1.3436725344992781, 0.1246368320860517, 0.1607687689651396, -0.3698572883981871, 1.1417203484803495, 0.1442663174264738, -0.373133942989557, -2.2131304571149815, 0.5494309191327765, -3.1247689531096574, 2.0283790454185446]|2372.2187861280513062|      8.00000000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      12|[0.4147834915762735, -0.4171090460612074, 0.7810588376045191, -1.8455583768734007, 1.4370707401220295, 2.633020772172764, 0.2295664659885618, 0.6858611115571824, 0.3596667846331931, -0.3657593815403253, 0.0386902255612503, 0.9594120651291631, 1.798486934631434, 1.2130405827392954, -1.071514401937155, -0.6399149310922299, -2.748964244559782, -1.0278826800107914, -3.3054498140944046, 1.5545272070707157, 3.086423131397968, 0.5559362782107236, 3.1647160007079194, 2.2293547554907676, -2.405266398531553, 0.4926723126099902, -0.9454779847035035, 1.7127956187819888, -1.324034556066404, -1.5242412994674615, 0.4866573076261855, 0.1909773363043951, 2.4610556598690962, 0.7647880899403732, -4.185747662148307, 3.184118818956698, 0.8584287591938341, -0.5239681651927671, 0.0327943233255942, 1.3436725344992781, 0.1246368320860517, 0.1607687689651396, -0.3698572883981871, 1.1417203484803495, 0.1442663174264738, -0.373133942989557, -2.2131304571149815, 0.5494309191327765, -3.1247689531096574, 2.0283790454185446]|2372.2187861280513062|      4.00000000|[588, 192, 12, 24]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      13|[0.834732150048727, -1.2169094196111625, 0.572630262326846, -1.8806580990156696, 2.1984220615327033, 2.5945241136513126, 0.7171625231172567, 0.1986323081419378, -0.4510449797722439, -0.3905328503234976, 0.0245451193299145, 0.3120185628028235, 1.4491419403554462, 1.7907783412077714, -1.0665249116118674, -1.3343420094399359, -3.1158361923963867, -1.1603181172952892, -3.0088123139452656, 0.8254532183783598, 3.7517815631642843, 0.8226437065811767, 3.929589191609879, 2.6199174641909444, -3.154192613926886, 1.610220038251144, 0.2594891139802482, 1.4813461769960146, -0.1826363511467208, -2.2261309195381735, 0.9895752038544563, 0.0610899583475046, 2.229381107561224, 0.7936780673376681, -3.935213114410917, 3.7951164378658095, 0.2382895434767406, -0.6075978345156829, -0.6691203835784144, 1.786921185960821, 0.5940047451156667, 0.7196600282770931, -1.1834967338699023, 1.9189238893752392, -0.8251731511597885, -0.4456076030448149, -2.550398211426354, 0.6957750408768112, -3.335889523179481, 1.616950934690281]|2232.6869322354195901|      8.00000000|[637, 208, 13, 26]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      14|[0.834732150048727, -1.2169094196111625, 0.572630262326846, -1.8806580990156696, 2.1984220615327033, 2.5945241136513126, 0.7171625231172567, 0.1986323081419378, -0.4510449797722439, -0.3905328503234976, 0.0245451193299145, 0.3120185628028235, 1.4491419403554462, 1.7907783412077714, -1.0665249116118674, -1.3343420094399359, -3.1158361923963867, -1.1603181172952892, -3.0088123139452656, 0.8254532183783598, 3.7517815631642843, 0.8226437065811767, 3.929589191609879, 2.6199174641909444, -3.154192613926886, 1.610220038251144, 0.2594891139802482, 1.4813461769960146, -0.1826363511467208, -2.2261309195381735, 0.9895752038544563, 0.0610899583475046, 2.229381107561224, 0.7936780673376681, -3.935213114410917, 3.7951164378658095, 0.2382895434767406, -0.6075978345156829, -0.6691203835784144, 1.786921185960821, 0.5940047451156667, 0.7196600282770931, -1.1834967338699023, 1.9189238893752392, -0.8251731511597885, -0.4456076030448149, -2.550398211426354, 0.6957750408768112, -3.335889523179481, 1.616950934690281]|2232.6869322354195901|      4.00000000|[686, 224, 14, 28]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      15|[0.834732150048727, -1.2169094196111625, 0.572630262326846, -1.8806580990156696, 2.1984220615327033, 2.5945241136513126, 0.7171625231172567, 0.1986323081419378, -0.4510449797722439, -0.3905328503234976, 0.0245451193299145, 0.3120185628028235, 1.4491419403554462, 1.7907783412077714, -1.0665249116118674, -1.3343420094399359, -3.1158361923963867, -1.1603181172952892, -3.0088123139452656, 0.8254532183783598, 3.7517815631642843, 0.8226437065811767, 3.929589191609879, 2.6199174641909444, -3.154192613926886, 1.610220038251144, 0.2594891139802482, 1.4813461769960146, -0.1826363511467208, -2.2261309195381735, 0.9895752038544563, 0.0610899583475046, 2.229381107561224, 0.7936780673376681, -3.935213114410917, 3.7951164378658095, 0.2382895434767406, -0.6075978345156829, -0.6691203835784144, 1.786921185960821, 0.5940047451156667, 0.7196600282770931, -1.1834967338699023, 1.9189238893752392, -0.8251731511597885, -0.4456076030448149, -2.550398211426354, 0.6957750408768112, -3.335889523179481, 1.616950934690281]|2232.6869322354195901|      2.00000000|[735, 240, 15, 30]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
