k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[119.99845878076674, -0.0201210226357978, 0.8638054799172755, 110.00011254718567, 0.1957863165169418, 0.829279106276501, 99.99974354729389, 0.2695096045408552, 0.7107623234559461, 88.00042162092636, 0.3267390524831356, 0.7023548616976076, 86.00004428222111, 0.3584356684674168, 0.643215773428669, 83.9999879274332, 0.4676344535940566, 0.5317576772255321, 79.99992071913792, 0.6550933012219293, 0.3412230531402088, 75.99999055112326, 0.876502687459167, 0.1238910699544419, 886.3699603109349, 910.0099951094554, 922.519997540582, 926.4600102382583, 935.5600031706119, 952.8300047090763, 975.7299960538679]|2504.6555175781250000|      0.25000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[119.99845878076674, -0.0201210226357978, 0.8638054799172755, 110.00011254718567, 0.1957863165169418, 0.829279106276501, 99.99974354729389, 0.2695096045408552, 0.7107623234559461, 88.00042162092636, 0.3267390524831356, 0.7023548616976076, 86.00004428222111, 0.3584356684674168, 0.643215773428669, 83.9999879274332, 0.4676344535940566, 0.5317576772255321, 79.99992071913792, 0.6550933012219293, 0.3412230531402088, 75.99999055112326, 0.876502687459167, 0.1238910699544419, 886.3699603109349, 910.0099951094554, 922.519997540582, 926.4600102382583, 935.5600031706119, 952.8300047090763, 975.7299960538679]|2504.6555175781250000|      0.12500000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[119.99845878076674, -0.0201210226357978, 0.8638054799172755, 110.00011254718567, 0.1957863165169418, 0.829279106276501, 99.99974354729389, 0.2695096045408552, 0.7107623234559461, 88.00042162092636, 0.3267390524831356, 0.7023548616976076, 86.00004428222111, 0.3584356684674168, 0.643215773428669, 83.9999879274332, 0.4676344535940566, 0.5317576772255321, 79.99992071913792, 0.6550933012219293, 0.3412230531402088, 75.99999055112326, 0.876502687459167, 0.1238910699544419, 886.3699603109349, 910.0099951094554, 922.519997540582, 926.4600102382583, 935.5600031706119, 952.8300047090763, 975.7299960538679]|2504.6555175781250000|      0.06250000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[119.99875000320769, 0.0106187564864736, 0.8748000510291184, 109.99935777773466, 0.1475459782618659, 0.8107070384235258, 99.9997934074585, 0.2751551635408657, 0.7155926215499007, 88.00061614772743, 0.3363729959808202, 0.7055353530058138, 86.00010028352172, 0.3608877152989529, 0.6436491700571091, 83.9999813262843, 0.4673100646409627, 0.531535678203751, 79.99987201765124, 0.6533951021561932, 0.3406918022995448, 75.9999919474594, 0.8766254087953541, 0.1240091918208604, 886.3699682331536, 910.009973076693, 922.5199989455858, 926.4600141911543, 935.5600043450429, 952.8300037249965, 975.7299942605499]|1180.6728515625000000|      0.12500000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[119.99875000320769, 0.0106187564864736, 0.8748000510291184, 109.99935777773466, 0.1475459782618659, 0.8107070384235258, 99.9997934074585, 0.2751551635408657, 0.7155926215499007, 88.00061614772743, 0.3363729959808202, 0.7055353530058138, 86.00010028352172, 0.3608877152989529, 0.6436491700571091, 83.9999813262843, 0.4673100646409627, 0.531535678203751, 79.99987201765124, 0.6533951021561932, 0.3406918022995448, 75.9999919474594, 0.8766254087953541, 0.1240091918208604, 886.3699682331536, 910.009973076693, 922.5199989455858, 926.4600141911543, 935.5600043450429, 952.8300037249965, 975.7299942605499]|1180.6728515625000000|      0.06250000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[119.99827947242206, -0.0307220828884889, 0.857313229059165, 109.99902074633115, 0.1260558749177015, 0.805948238125542, 99.99935726486494, 0.2525420790240349, 0.7093188478628568, 88.00114622972517, 0.3625881019921877, 0.714819777742267, 86.00027137620955, 0.3683960353673535, 0.6451347337304685, 83.99997343976332, 0.4665614076703649, 0.5309415200753426, 79.99974417153463, 0.6488985436779138, 0.339273905611964, 75.99999743334435, 0.876948517041285, 0.1243244290151983, 886.3699545830807, 910.0099673350369, 922.5199793190263, 926.4600258041739, 935.5600059531722, 952.8300009645299, 975.7299957951084]|675.6308593750000000|      0.12500000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[119.99827947242206, -0.0307220828884889, 0.857313229059165, 109.99902074633115, 0.1260558749177015, 0.805948238125542, 99.99935726486494, 0.2525420790240349, 0.7093188478628568, 88.00114622972517, 0.3625881019921877, 0.714819777742267, 86.00027137620955, 0.3683960353673535, 0.6451347337304685, 83.99997343976332, 0.4665614076703649, 0.5309415200753426, 79.99974417153463, 0.6488985436779138, 0.339273905611964, 75.99999743334435, 0.876948517041285, 0.1243244290151983, 886.3699545830807, 910.0099673350369, 922.5199793190263, 926.4600258041739, 935.5600059531722, 952.8300009645299, 975.7299957951084]|675.6308593750000000|      0.06250000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
