k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00353354198418, 149.93999529456715, -100.0587638175259, 99.99952409011426, 200.00078780384223]|84511.8046875000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[47.010133156506214, 149.83023776860279, -100.17808867809268, 100.00396071310081, 199.99371089083817]|78035.9609375000000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[43.02525033618569, 149.58385392641455, -100.42155604981211, 100.02684188921044, 200.00799379358347]|65876.6093750000000000|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[35.0556019734153, 149.16884110592048, -100.90415212051576, 100.2307414260563, 200.20291773780824]|44740.6796875000000000|     16.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[19.11450102007226, 148.2659670542457, -101.84674640343803, 100.37840447603757, 199.8081640378756]|15126.6738281250000000|     32.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-12.464364585865912, 147.35147167896739, -106.90233889003548, 100.90132044408976, 199.4818378965608]|6219.4638671875000000|     64.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[-12.464364585865912, 147.35147167896739, -106.90233889003548, 100.90132044408976, 199.4818378965608]|6219.4638671875000000|     32.00000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-12.464364585865912, 147.35147167896739, -106.90233889003548, 100.90132044408976, 199.4818378965608]|6219.4638671875000000|     16.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.192882636140032, 146.31332551446897, -106.24295622606547, 97.99058388182625, 198.55141372572115]|2011.6834716796875000|     32.00000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[3.192882636140032, 146.31332551446897, -106.24295622606547, 97.99058388182625, 198.55141372572115]|2011.6834716796875000|     16.00000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-1.0435582798731424, 135.492501528761, -116.72684466140133, 94.98185721529782, 197.13791319264436]|374.9373779296875000|     32.00000000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[-1.0435582798731424, 135.492501528761, -116.72684466140133, 94.98185721529782, 197.13791319264436]|374.9373779296875000|     16.00000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-1.0435582798731424, 135.492501528761, -116.72684466140133, 94.98185721529782, 197.13791319264436]|374.9373779296875000|      8.00000000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-1.0435582798731424, 135.492501528761, -116.72684466140133, 94.98185721529782, 197.13791319264436]|374.9373779296875000|      4.00000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-1.0435582798731424, 135.492501528761, -116.72684466140133, 94.98185721529782, 197.13791319264436]|374.9373779296875000|      2.00000000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.778971460137716, 135.11670368151346, -117.36805521294714, 95.17856770543695, 197.43340487854363]|314.5809631347656250|      4.00000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[0.4637654166413614, 132.8890782822926, -120.35160684753448, 93.9901247941354, 196.64324456492508]|149.7180023193359375|      8.00000000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[0.4637654166413614, 132.8890782822926, -120.35160684753448, 93.9901247941354, 196.64324456492508]|149.7180023193359375|      4.00000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.4637654166413614, 132.8890782822926, -120.35160684753448, 93.9901247941354, 196.64324456492508]|149.7180023193359375|      2.00000000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.2449939145425174, 131.49261568652744, -121.71341777917672, 93.61425472957224, 196.72213644995298]| 89.9675445556640625|      4.00000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      21|[0.9001388105678758, 129.71093373667773, -125.06029923481555, 94.04410547554338, 197.72712772000494]| 25.6970214843750000|      8.00000000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[0.9001388105678758, 129.71093373667773, -125.06029923481555, 94.04410547554338, 197.72712772000494]| 25.6970214843750000|      4.00000000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.9001388105678758, 129.71093373667773, -125.06029923481555, 94.04410547554338, 197.72712772000494]| 25.6970214843750000|      2.00000000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.9001388105678758, 129.71093373667773, -125.06029923481555, 94.04410547554338, 197.72712772000494]| 25.6970214843750000|      1.00000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.1151208934398117, 129.48566026824855, -125.61415310467203, 94.11316326639006, 197.87367343498215]| 19.2572078704833984|      2.00000000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
