k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[99, 14, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=2
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[198, 28, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[297, 42, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[396, 56, 4, 32]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[495, 70, 5, 40]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       6|[4.065668704788041, 0.0428217244501542, 4.067295007099153, 0.1661539346126176, 0.0153443249882374, 0.1654884750036225, 1.1584994721546371, 0.0181376063009196, 1.1565243559403613, 0.2661167579003165, 0.0199009851218729, 0.2655212350719159, 0.3121396929621637, 0.018063648223268, 0.315034383598783, 0.0751162413410418, 0.0167467499195163, 0.0739038848593856, 0.2307065985723616, 0.0164491022185597, 0.2307581228745166, 1.3708588497578558, 0.0250088397875036, 1.3683597660388997, 0.2522343671808701, 0.0203455966442833, 0.2536831540583669, 1.1601641248758523, 0.0199306865026011, 1.1632096674742958, 0.0425596189133366, 0.0165069289068243, 0.0456923460098529, 0.1275803595014744, 0.0231430985465522, 0.1277595222810188, 0.2922766325662849, 0.0198731776660275, 0.2983063322470056, 0.0951095932094059, 0.0212154863313611, 0.0932806499461266, 0.1089274844733353, 0.0228429292720965, 0.1059656009446303, 0.5355921775823506, 0.0176735905781282, 0.5378904724872122, 0.0047242066642675, 0.0201485365841165, 0.0038794971483764, 0.0886890681553699, 0.0182809478083018, 0.0886081860075292, 0.0977986178902208, 0.0205659534605404, 0.0993062161939979, 0.0273329980165427, 0.0188921613401475, 0.0261636608533849, 0.0988574437735178, 0.0213940784756354, 0.0935958883380235, 0.27145624342637, 0.0203310430380091, 0.2765196038767452, 0.3897625545669059, 0.0201989317249875, 0.3929850163315056, 0.1310897756838262, 0.0169036531591311, 0.127134403553274, 0.0423252169447551, 0.0215351822354149, 0.0439606145168229, 0.2973861747130217, 0.0196216552578041, 0.2977627642991598, 0.0902116230904704, 0.0201562252517324, 0.0897906843090773, 0.2760235798450567, 0.023044729192397, 0.2782425959688974, 0.0576268627376309, 0.0208561708452012, 0.0571655385330658, 0.1455398744100418, 0.0226574512486155, 0.146506635122748, 0.1678702833383664, 0.0186411759261805, 0.1705694345228971, 0.1416085345626457, 0.0234634847947869, 0.1420902097480368, 0.3787205163546972, 0.0152878624935424, 0.379940522556531]|69941.7440948838193435|      0.06250000|[594, 84, 6, 48]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       7|[4.061570169189935, 0.0765335941800882, 4.067887083185536, 0.1739679940009864, 0.0211433486654529, 0.1670676892345093, 1.163039754857895, 0.0111975475073045, 1.1552666280342414, 0.2703016018862095, 0.0222628861821686, 0.2741543842540015, 0.3218845220178408, 0.019120260938183, 0.3124263206756879, 0.0704197840794816, 0.0126210614397802, 0.0762565483700877, 0.228758162385511, 0.0094971081258369, 0.2329633149140894, 1.3747049959417335, 0.0232829225072796, 1.367230062720196, 0.2588261635988954, 0.0200299657217113, 0.2477275209686784, 1.1605509937273266, 0.0173805425018142, 1.1620326906329135, 0.0396917313768405, 0.0220614975941446, 0.0504340293966955, 0.1274454629164487, 0.020952304993033, 0.134373577662577, 0.2978238139226565, 0.0304609912927109, 0.3023027291976669, 0.0993234594265325, 0.0316443062186888, 0.0965911525236626, 0.0989894037761357, 0.0217706032034524, 0.0946335698612069, 0.5447779245175156, 0.0125650852929552, 0.5424229834038392, 0.0013194615003408, 0.0202996649280824, 0.0024341288696601, 0.0983098091678657, 0.0167913611861334, 0.0803259991385939, 0.1012361648822118, 0.0193782662711204, 0.0990819537472919, 0.0255434918468402, 0.0138671435218374, 0.0177675576709225, 0.1051622434643269, 0.0204174074378855, 0.0958796686554355, 0.2726005430728755, 0.0278612039987535, 0.2828163002853306, 0.3856233742146207, 0.0108911660812414, 0.3910422322484073, 0.1336588098021823, 0.0146592433802642, 0.1371041611224607, 0.0449618573543461, 0.0227862741936054, 0.0436155458744537, 0.3027471732872891, 0.0243661882154273, 0.3146881745887984, 0.0844054800271234, 0.0274945891021346, 0.0904166301980953, 0.2766400491391449, 0.0244061662590341, 0.2763066673288218, 0.0617627564955215, 0.0150361413593546, 0.0671773249214392, 0.1439654476915109, 0.0239294335122782, 0.1394260318198134, 0.171437703693627, 0.0181143251696047, 0.1692060701955624, 0.1468542583558294, 0.030149942715258, 0.1407832290797965, 0.3781549332600175, 0.0117605355708855, 0.3764325109421709]|38757.5167644998000469|      0.12500000|[693, 98, 7, 56]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       8|[4.057716101757618, 0.1215052195467898, 4.0718489804313736, 0.157013296055059, 0.0191433404186308, 0.1767390948996057, 1.1553233043180797, 0.031157662054786, 1.1416238803851513, 0.2846600562907661, 0.0224005418652347, 0.2722110426873618, 0.3006881019692892, 0.0304435772058943, 0.3029107729402516, 0.0657360937778246, 0.0091276389173095, 0.0687061623206882, 0.2502005355669257, 0.0083297580878958, 0.2394678446937136, 1.3530216137092013, 0.0458556275806764, 1.3700328912267958, 0.2596013698420352, 0.0108744361799515, 0.2294950905778087, 1.1642767134972503, 0.0350187360445795, 1.1679590494759724, 0.034373200201454, 0.0380758348946466, 0.0449682043469979, 0.1204609155682951, 0.0364811287418076, 0.1343723896411194, 0.2959704461105513, 0.0086408508123157, 0.3036853903412429, 0.1041795607105051, -0.0039959301880988, 0.1038205925896558, 0.1087560840706437, 0.0332830832987466, 0.0935772817547496, 0.570099798998961, 0.024839786918351, 0.5382867201444553, 0.0241938146865775, 0.0194571842309887, -0.0220371611353897, 0.1141802273219344, 0.0262022687264751, 0.0881564786949014, 0.090684445609872, 0.0172646326958429, 0.0960405488660779, 0.0307267159872111, 0.0205204852618355, 0.0186985716907895, 0.0931043101287663, 0.0294830663419655, 0.0953081508325081, 0.2645124728437245, 0.0381482341217116, 0.2850405139819785, 0.3904457791001761, 0.0167209816156304, 0.3932698925308554, 0.1119298458462588, 0.0216149033005848, 0.1194507823360004, 0.0342187246763463, 0.0175616866600463, 0.0438610237291906, 0.3162276083091105, 0.0235737658700734, 0.320395587417583, 0.0844958965372062, 0.0330196727189669, 0.1119309913226212, 0.2579816659831247, 0.0320064816639931, 0.285170141638759, 0.0538416789017366, 0.0147683468359501, 0.0798054039885058, 0.1523135512382766, 0.0263624210593071, 0.1554193538917075, 0.1587667245178128, 0.0041961989024997, 0.1666497397076128, 0.1563015478308309, 0.0276069230370892, 0.1554258172607094, 0.3857578290037028, 0.0190339128845107, 0.3644003386658726]|24105.5209324956740602|      0.25000000|[792, 112, 8, 64]                                                          |  | used linear model with 113 points | iterate success | actual_k=2
       9|[4.057716101757618, 0.1215052195467898, 4.0718489804313736, 0.157013296055059, 0.0191433404186308, 0.1767390948996057, 1.1553233043180797, 0.031157662054786, 1.1416238803851513, 0.2846600562907661, 0.0224005418652347, 0.2722110426873618, 0.3006881019692892, 0.0304435772058943, 0.3029107729402516, 0.0657360937778246, 0.0091276389173095, 0.0687061623206882, 0.2502005355669257, 0.0083297580878958, 0.2394678446937136, 1.3530216137092013, 0.0458556275806764, 1.3700328912267958, 0.2596013698420352, 0.0108744361799515, 0.2294950905778087, 1.1642767134972503, 0.0350187360445795, 1.1679590494759724, 0.034373200201454, 0.0380758348946466, 0.0449682043469979, 0.1204609155682951, 0.0364811287418076, 0.1343723896411194, 0.2959704461105513, 0.0086408508123157, 0.3036853903412429, 0.1041795607105051, -0.0039959301880988, 0.1038205925896558, 0.1087560840706437, 0.0332830832987466, 0.0935772817547496, 0.570099798998961, 0.024839786918351, 0.5382867201444553, 0.0241938146865775, 0.0194571842309887, -0.0220371611353897, 0.1141802273219344, 0.0262022687264751, 0.0881564786949014, 0.090684445609872, 0.0172646326958429, 0.0960405488660779, 0.0307267159872111, 0.0205204852618355, 0.0186985716907895, 0.0931043101287663, 0.0294830663419655, 0.0953081508325081, 0.2645124728437245, 0.0381482341217116, 0.2850405139819785, 0.3904457791001761, 0.0167209816156304, 0.3932698925308554, 0.1119298458462588, 0.0216149033005848, 0.1194507823360004, 0.0342187246763463, 0.0175616866600463, 0.0438610237291906, 0.3162276083091105, 0.0235737658700734, 0.320395587417583, 0.0844958965372062, 0.0330196727189669, 0.1119309913226212, 0.2579816659831247, 0.0320064816639931, 0.285170141638759, 0.0538416789017366, 0.0147683468359501, 0.0798054039885058, 0.1523135512382766, 0.0263624210593071, 0.1554193538917075, 0.1587667245178128, 0.0041961989024997, 0.1666497397076128, 0.1563015478308309, 0.0276069230370892, 0.1554258172607094, 0.3857578290037028, 0.0190339128845107, 0.3644003386658726]|24105.5209324956740602|      0.12500000|[891, 126, 9, 72]                                                          |  | used linear model with 113 points | iterate failure | actual_k=2
      10|[4.041456345630354, 0.1933431038740839, 4.054649234445779, 0.1568511989092488, 0.0162533214010225, 0.1598489617866171, 1.149177799519029, 0.0160249511119289, 1.146289929513864, 0.285779830186457, 0.0297194478593021, 0.2901599783746928, 0.2876494901221269, 0.0215909051718937, 0.2885437678106912, 0.0763662354348961, 0.0181568587662963, 0.0541138807056692, 0.2429354065934623, 0.0073263240531105, 0.2275011340268391, 1.3579329453063527, 0.0294333152594806, 1.359536227430552, 0.2534911483187326, 0.020686023620512, 0.2386136323051493, 1.1634997698649565, 0.0498908816305809, 1.166764454986249, 0.0357419962772856, 0.0440324524976411, 0.0412437088744723, 0.1154761163881348, 0.0308960141257141, 0.142861784456457, 0.288552705882068, -0.0064108179416589, 0.2925152062977449, 0.1180849096320354, 0.001430922424589, 0.1205944995971504, 0.1043681075115699, 0.0401225908365673, 0.0967028994880282, 0.5552930027653163, 0.0273576324173967, 0.5234745985404168, 0.0211240094992077, 0.0296967458524383, -0.0254583395354591, 0.1176321931838738, 0.0277343109225126, 0.1032888436276854, 0.0951045929617035, 0.0248494872670302, 0.0936654737876566, 0.0279501554045134, 0.0104200688889345, 0.0153532596882846, 0.0870802168787479, 0.0305920182749769, 0.0933405700776056, 0.2700939165777588, 0.0494091077915393, 0.2764522390715508, 0.3861089986901307, 0.0292242502666299, 0.3813179120102426, 0.1067708372292339, 0.0123214253489871, 0.1244340016433696, 0.024918567590168, 0.0007988267009316, 0.0456446263481806, 0.3260514286870578, 0.0335150160428411, 0.3289836336038926, 0.0856441069243958, 0.0394524791066584, 0.115930182275717, 0.2393593538574981, 0.0300402094952891, 0.3132349944228265, 0.046259585842801, -0.0090938139362402, 0.0673766219387721, 0.1436114666871193, 0.0314723400924302, 0.164551791846209, 0.1353388158615876, -0.0008823542861473, 0.1651992526211943, 0.1512058069351682, 0.031799429350138, 0.1551891293904522, 0.3675602370447755, 0.030459145835105, 0.3487822727475979]|14807.4653793451834645|      0.25000000|[990, 140, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=2
      11|[4.022043896963547, 0.2921691676508675, 4.0463716011952515, 0.1837250302006655, -0.0385466238890532, 0.1693044969927497, 1.1240034127956355, 0.0030658093356535, 1.1088189749838897, 0.279116613417116, 0.0437690734288092, 0.3233279835033079, 0.2810023423327015, 0.0327983993361625, 0.2701146963620563, 0.0899776161684531, 0.0414061913110848, 0.050370297584905, 0.2154597082976535, -0.0048829674977585, 0.222949048893754, 1.3707814236818487, 0.0158379760620246, 1.3681186937739787, 0.2686584528863797, -0.0190943922681201, 0.2601080615399879, 1.1546104944010718, 0.0569380115595479, 1.176328748214754, 0.0710044158344709, 0.0358172232214886, 0.0526449731641101, 0.1223303912404687, 0.0481303865900233, 0.1414062998223354, 0.2731091394796092, 0.000121297043103, 0.2641068760058072, 0.124284930807089, 0.0254570012573202, 0.1083151360183431, 0.1235195594658195, 0.0660982693209129, 0.1123392836363039, 0.5935939134014843, 0.0271889544032458, 0.4959080190537022, 0.0246394230716493, 0.0084739314117061, -0.037250306468678, 0.1555243589891798, 0.0134506889159731, 0.1343806372306791, 0.1250922193788232, -0.029295905460972, 0.0636579113891847, -0.020877081359899, 0.0077377373868474, 0.0344501755113198, 0.1474544041640758, 0.0360193644633946, 0.0782863996896848, 0.3052998794194128, 0.0738035143670958, 0.246854321968221, 0.3988754525554582, 0.0175475203952313, 0.4044603998412733, 0.1069249020741818, 0.0129597819634722, 0.1397590416346521, 0.0144046646887737, 0.0097008664495111, 0.0364275448779439, 0.3382606809536418, 0.0349056235758768, 0.2940558303491493, 0.0977453050974986, 0.0834961699201653, 0.0957899842674459, 0.2408157021799439, 0.0158930908468322, 0.3390551682043613, -0.0091307057295441, -0.0160138191103858, 0.0657687835361115, 0.1256794705264685, 0.0463814328691144, 0.2251260963813508, 0.1587764298573182, 0.0023404580066918, 0.1805316929295448, 0.1634853253049069, 0.0230874789575687, 0.1381655217704046, 0.3704904350393461, 0.0497441560100941, 0.3323128876936191]|9498.7821712766235578|      0.50000000|[1089, 154, 11, 88]                                                        |  | used linear model with 113 points | iterate success | actual_k=2
