k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00781250|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00390625|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00195312|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00097656|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00048828|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[3.71573931745e-05, -0.0001944534047483, 1.0000118785042933, 0.0499021689738983, 26061.39993263427, 38.71056985423906, 37027.100035806165]|9344.5622121850701660|      0.00048828|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      14|[3.71573931745e-05, -0.0001944534047483, 1.0000118785042933, 0.0499021689738983, 26061.39993263427, 38.71056985423906, 37027.100035806165]|9344.5622121850701660|      0.00024414|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[3.71573931745e-05, -0.0001944534047483, 1.0000118785042933, 0.0499021689738983, 26061.39993263427, 38.71056985423906, 37027.100035806165]|9344.5622121850701660|      0.00012207|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[3.71573931745e-05, -0.0001944534047483, 1.0000118785042933, 0.0499021689738983, 26061.39993263427, 38.71056985423906, 37027.100035806165]|9344.5622121850701660|      0.00006104|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[2.0716663452e-06, -0.0002183477272473, 1.0000448556094432, 0.0499003146955319, 26061.399933474855, 38.71058871849578, 37027.100057620126]|9342.5600951588803582|      0.00012207|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      18|[2.0716663452e-06, -0.0002183477272473, 1.0000448556094432, 0.0499003146955319, 26061.399933474855, 38.71058871849578, 37027.100057620126]|9342.5600951588803582|      0.00006104|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[2.0716663452e-06, -0.0002183477272473, 1.0000448556094432, 0.0499003146955319, 26061.399933474855, 38.71058871849578, 37027.100057620126]|9342.5600951588803582|      0.00003052|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[2.0716663452e-06, -0.0002183477272473, 1.0000448556094432, 0.0499003146955319, 26061.399933474855, 38.71058871849578, 37027.100057620126]|9342.5600951588803582|      0.00001526|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[6.7064641236e-06, -0.000207097746154, 1.0000440296021, 0.0499054890968618, 26061.399929811505, 38.710595344812376, 37027.10005757211]|9338.6485735742080578|      0.00003052|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[9.3993744632e-06, -0.0002122224329396, 1.0000398607423444, 0.0499344106902961, 26061.39993096358, 38.71058885947967, 37027.10005833606]|9328.6955901716955850|      0.00006104|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
