k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[176, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[525, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[700, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[874, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[4.136447538246809, 0.0374587909168591, 0.1733823521136361, 0.0175565231473334, 1.6586561041169896, 0.027746109007669, 1.1913459151360364, 0.018618974780112, 0.2983766238934231, 0.0179657040495767, 0.331110330944587, 0.0152755864747268, 0.0848008402186677, 0.0224642488542682, 0.2508338766487347, 0.0190224992103806, 1.3925673329290067, 0.0207505140818156, 1.1756028001168004, 0.0244849822149006, 0.0875408571795612, 0.0132290340695412, 0.1321136528277109, 0.0260782700905534, 0.2999240946081367, 0.0217137421424308, 0.1080619472528035, 0.0265027859480723, 0.1175418699797845, 0.0178023438741473, 0.5411679619224752, 0.0187181545807555, 0.0099005751148162, 0.0188795939353659, 0.0904388838744427, 0.0171836109397845, 0.1085119593003342, 0.0194942435561289, 0.0395333971774458, 0.0235340565362865, 0.0995646780238042, 0.0158037526146916, 0.2911083135535784, 0.013906219984198, 0.4236595842844087, 0.0195991550822877, 0.1645756192219922, 0.0212742245056506, 0.0717941776252482, 0.017721709905241, 0.3104783378960744, 0.0212692288536371, 0.141169779048358, 0.0231145027458667, 0.2888660254535756, 0.0151458252030198, 0.0601674232164022, 0.0161691186994368, 0.1460097198738639, 0.0206618916169499, 0.1932787184810681, 0.022342800559692, 0.1522364740970147, 0.0216630494989783, 0.3921006557729793, 0.0214726018932914]|188912.3593750000000000|      0.06250000|[992, 68, 0, 17]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[4.136447538246809, 0.0374587909168591, 0.1733823521136361, 0.0175565231473334, 1.6586561041169896, 0.027746109007669, 1.1913459151360364, 0.018618974780112, 0.2983766238934231, 0.0179657040495767, 0.331110330944587, 0.0152755864747268, 0.0848008402186677, 0.0224642488542682, 0.2508338766487347, 0.0190224992103806, 1.3925673329290067, 0.0207505140818156, 1.1756028001168004, 0.0244849822149006, 0.0875408571795612, 0.0132290340695412, 0.1321136528277109, 0.0260782700905534, 0.2999240946081367, 0.0217137421424308, 0.1080619472528035, 0.0265027859480723, 0.1175418699797845, 0.0178023438741473, 0.5411679619224752, 0.0187181545807555, 0.0099005751148162, 0.0188795939353659, 0.0904388838744427, 0.0171836109397845, 0.1085119593003342, 0.0194942435561289, 0.0395333971774458, 0.0235340565362865, 0.0995646780238042, 0.0158037526146916, 0.2911083135535784, 0.013906219984198, 0.4236595842844087, 0.0195991550822877, 0.1645756192219922, 0.0212742245056506, 0.0717941776252482, 0.017721709905241, 0.3104783378960744, 0.0212692288536371, 0.141169779048358, 0.0231145027458667, 0.2888660254535756, 0.0151458252030198, 0.0601674232164022, 0.0161691186994368, 0.1460097198738639, 0.0206618916169499, 0.1932787184810681, 0.022342800559692, 0.1522364740970147, 0.0216630494989783, 0.3921006557729793, 0.0214726018932914]|188912.3593750000000000|      0.03125000|[1167, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[4.13895672445042, 0.0566354853476473, 0.1713254367241488, 0.0153954502371855, 1.660586954788563, 0.0327737739539245, 1.1904565998302667, 0.0280114729410004, 0.2990903755922474, 0.0105338297302882, 0.3292536518320583, 0.0201630124765437, 0.0851338308639356, 0.0222674677964943, 0.2509505264966226, 0.0187608538802211, 1.397317035199303, 0.023540833294314, 1.172848709031897, 0.0320849265300568, 0.0898510802777087, 0.0104327868655745, 0.1307224265583779, 0.02700780582837, 0.3007482582203798, 0.0219252746615248, 0.110354269535181, 0.025642108558363, 0.1165155421108778, 0.0148776110664724, 0.5405986768266328, 0.0188541724390018, 0.0094316489543335, 0.0165630773730935, 0.0906546360770421, 0.0132333138582147, 0.1103272588026267, 0.0216561576505437, 0.0430692682852765, 0.0193572964629724, 0.0998051392466144, 0.0153029006646028, 0.2899133986566759, 0.0119086878564621, 0.4202176116439262, 0.0226749347977781, 0.1623920540162053, 0.021934088183844, 0.068590506044024, 0.0204752767461578, 0.3119686198327557, 0.0170340287549284, 0.1407347291574799, 0.0220278296442861, 0.2951551558228917, 0.0181355383254717, 0.0646558434000546, 0.0179873176923442, 0.1430403526659242, 0.0198328733332266, 0.1992934407292405, 0.0205571537951538, 0.1540968974000676, 0.0244736419296353, 0.3917805957171721, 0.020503357952205]|154876.7187500000000000|      0.06250000|[1284, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[4.13895672445042, 0.0566354853476473, 0.1713254367241488, 0.0153954502371855, 1.660586954788563, 0.0327737739539245, 1.1904565998302667, 0.0280114729410004, 0.2990903755922474, 0.0105338297302882, 0.3292536518320583, 0.0201630124765437, 0.0851338308639356, 0.0222674677964943, 0.2509505264966226, 0.0187608538802211, 1.397317035199303, 0.023540833294314, 1.172848709031897, 0.0320849265300568, 0.0898510802777087, 0.0104327868655745, 0.1307224265583779, 0.02700780582837, 0.3007482582203798, 0.0219252746615248, 0.110354269535181, 0.025642108558363, 0.1165155421108778, 0.0148776110664724, 0.5405986768266328, 0.0188541724390018, 0.0094316489543335, 0.0165630773730935, 0.0906546360770421, 0.0132333138582147, 0.1103272588026267, 0.0216561576505437, 0.0430692682852765, 0.0193572964629724, 0.0998051392466144, 0.0153029006646028, 0.2899133986566759, 0.0119086878564621, 0.4202176116439262, 0.0226749347977781, 0.1623920540162053, 0.021934088183844, 0.068590506044024, 0.0204752767461578, 0.3119686198327557, 0.0170340287549284, 0.1407347291574799, 0.0220278296442861, 0.2951551558228917, 0.0181355383254717, 0.0646558434000546, 0.0179873176923442, 0.1430403526659242, 0.0198328733332266, 0.1992934407292405, 0.0205571537951538, 0.1540968974000676, 0.0244736419296353, 0.3917805957171721, 0.020503357952205]|154876.7187500000000000|      0.03125000|[1458, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[4.136754030730452, 0.0715689807466489, 0.1775878094086136, 0.0114524575001883, 1.657574404838304, 0.0395721674396538, 1.1890296309060284, 0.0326359911171427, 0.2962247249624887, 0.0127933930990773, 0.322971453910907, 0.0177195711035922, 0.081471607221715, 0.0230151380245331, 0.251462251199394, 0.0096130963247049, 1.399783998366222, 0.0297047849654748, 1.1778859287607866, 0.0358363381443708, 0.0910248448342996, 0.0095649650477178, 0.1331467700143148, 0.0228308931393006, 0.297199738169145, 0.0216214073524794, 0.1067585278733525, 0.0257547410204604, 0.1202507435327268, 0.0151857405396779, 0.5441379906197018, 0.0196468719567912, 0.0123698861480604, 0.0197130806667191, 0.0897540791930442, 0.0130452191978333, 0.1120669391845153, 0.0205290919145355, 0.0389370128161681, 0.0215983359300335, 0.0952092665846778, 0.015760828066503, 0.2921969150959869, 0.0163569393860278, 0.4224164233988423, 0.0256123616122803, 0.1586613643590443, 0.0273701221485232, 0.0647471347214797, 0.0225774091398897, 0.3128731744215812, 0.0157139544261992, 0.1353592263368351, 0.0256556167645501, 0.2930487860383715, 0.0153349557708937, 0.0615313894786847, 0.0194328318140421, 0.1452165547643995, 0.0158236372544698, 0.1997642707327147, 0.0190569574867761, 0.1538119853815189, 0.0253785224118055, 0.3910606760254403, 0.026422885420584]|138348.8906250000000000|      0.06250000|[1575, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
