k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6, -0.6, 20.0]                                                               |2340.4195868458514269|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      0.25000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      0.12500000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      0.06250000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.6606734857257748, -1.0918300067396807, 20.066497914255486]                   |271.3239135742187500|      0.03125000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.676585249217599, -1.118641237892988, 20.068627742094577]                     |246.3795623779296875|      0.06250000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.676585249217599, -1.118641237892988, 20.068627742094577]                     |246.3795623779296875|      0.03125000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.7061376317576956, -1.1085101581225103, 20.069389587805997]                   |239.6265716552734375|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.7061376317576956, -1.1085101581225103, 20.069389587805997]                   |239.6265716552734375|      0.03125000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.719895671533742, -1.1357611414473494, 20.0760726072845]                      |233.3135528564453125|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.719895671533742, -1.1357611414473494, 20.0760726072845]                      |233.3135528564453125|      0.03125000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[0.719895671533742, -1.1357611414473494, 20.0760726072845]                      |233.3135528564453125|      0.01562500|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.7189967574045522, -1.1295966331861325, 20.061743217336367]                   |231.7382049560546875|      0.03125000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
