k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[99.99978731259398, 0.1208594632518161, 0.2556179727784282, 0.940979675824907, 100.00988191854887, 0.0107997388317254, 0.1583643533688064, 0.8019557116935553, 100.04264483572646, -0.023813528549953, 0.2611546086612607, 0.7766831268001317, 100.01345848648612, 0.1886381555704301, 0.3325175513012891, 0.6255044514689242, 99.98157910284559, 0.2044328399422482, 0.4484549829288864, 0.2453314454843473, 99.97296517493534, 0.6425026286923616, 0.6160272975547214, -0.0236273661794805, 299.97338464618196, 299.9595419269337, 299.9678988199654, 299.984156729722, 300.0024639711207]|515.4754028320312500|      0.50000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[99.99978731259398, 0.1208594632518161, 0.2556179727784282, 0.940979675824907, 100.00988191854887, 0.0107997388317254, 0.1583643533688064, 0.8019557116935553, 100.04264483572646, -0.023813528549953, 0.2611546086612607, 0.7766831268001317, 100.01345848648612, 0.1886381555704301, 0.3325175513012891, 0.6255044514689242, 99.98157910284559, 0.2044328399422482, 0.4484549829288864, 0.2453314454843473, 99.97296517493534, 0.6425026286923616, 0.6160272975547214, -0.0236273661794805, 299.97338464618196, 299.9595419269337, 299.9678988199654, 299.984156729722, 300.0024639711207]|515.4754028320312500|      0.25000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[100.03296794166307, 0.1423749682875118, 0.2559782031128949, 0.9365071798483261, 100.0250988639038, 0.0875486252886096, 0.1823801387212116, 0.842062780185447, 100.05092494523869, -0.0078875608523005, 0.314767066075688, 0.8133424879168529, 99.96606224574535, 0.0929114211770913, 0.2320740834619688, 0.5066288196960216, 99.99447917833952, 0.1887641310986134, 0.5311594090847581, 0.30441357468742, 99.95788357768984, 0.6542682140542058, 0.5977089045890408, -0.0327472821679533, 299.96406926866155, 299.9797524452544, 299.97795146740503, 299.9958551605999, 300.01579006889517]|316.4670410156250000|      0.50000000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[100.03296794166307, 0.1423749682875118, 0.2559782031128949, 0.9365071798483261, 100.0250988639038, 0.0875486252886096, 0.1823801387212116, 0.842062780185447, 100.05092494523869, -0.0078875608523005, 0.314767066075688, 0.8133424879168529, 99.96606224574535, 0.0929114211770913, 0.2320740834619688, 0.5066288196960216, 99.99447917833952, 0.1887641310986134, 0.5311594090847581, 0.30441357468742, 99.95788357768984, 0.6542682140542058, 0.5977089045890408, -0.0327472821679533, 299.96406926866155, 299.9797524452544, 299.97795146740503, 299.9958551605999, 300.01579006889517]|316.4670410156250000|      0.25000000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[100.03296794166307, 0.1423749682875118, 0.2559782031128949, 0.9365071798483261, 100.0250988639038, 0.0875486252886096, 0.1823801387212116, 0.842062780185447, 100.05092494523869, -0.0078875608523005, 0.314767066075688, 0.8133424879168529, 99.96606224574535, 0.0929114211770913, 0.2320740834619688, 0.5066288196960216, 99.99447917833952, 0.1887641310986134, 0.5311594090847581, 0.30441357468742, 99.95788357768984, 0.6542682140542058, 0.5977089045890408, -0.0327472821679533, 299.96406926866155, 299.9797524452544, 299.97795146740503, 299.9958551605999, 300.01579006889517]|316.4670410156250000|      0.12500000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[100.01815178056779, 0.1751942907649787, 0.2826709039869736, 0.94977949579511, 100.04593977375336, 0.1289744305868468, 0.171288040507831, 0.8444253328604266, 100.06335973704095, -0.0366072753054306, 0.2787123387829389, 0.783557777992097, 99.9541836873608, 0.113178460339309, 0.2677607282941649, 0.5326112778110198, 99.98519909792915, 0.1495588062564315, 0.4809102501800229, 0.2870574158551828, 99.95982319734209, 0.6695556800393724, 0.6091023655650674, -0.014803279140608, 299.98159868117904, 299.98135674288415, 299.9799314782975, 299.99316468017753, 300.0099596528252]|192.7769775390625000|      0.25000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[100.01815178056779, 0.1751942907649787, 0.2826709039869736, 0.94977949579511, 100.04593977375336, 0.1289744305868468, 0.171288040507831, 0.8444253328604266, 100.06335973704095, -0.0366072753054306, 0.2787123387829389, 0.783557777992097, 99.9541836873608, 0.113178460339309, 0.2677607282941649, 0.5326112778110198, 99.98519909792915, 0.1495588062564315, 0.4809102501800229, 0.2870574158551828, 99.95982319734209, 0.6695556800393724, 0.6091023655650674, -0.014803279140608, 299.98159868117904, 299.98135674288415, 299.9799314782975, 299.99316468017753, 300.0099596528252]|192.7769775390625000|      0.12500000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[100.00864518603261, 0.2398529297533737, 0.2921498743139097, 0.963158222091253, 100.04937897597847, 0.1574649932489337, 0.1544568115986208, 0.8322545970132422, 100.09109644770356, 0.0181104832079134, 0.2842981032966663, 0.7964545148152805, 99.96310400241504, 0.0615741401170736, 0.2546600426892928, 0.4986268353027288, 99.97769351769186, 0.1274535712670946, 0.4703830674700435, 0.2742590124804251, 99.96864878807295, 0.6740971351659567, 0.6224336225451316, -0.0026173113906037, 299.9779941158427, 299.977831587202, 299.978100459421, 299.9833535493022, 300.0307127504173]|158.3299102783203125|      0.25000000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      11|[100.00864518603261, 0.2398529297533737, 0.2921498743139097, 0.963158222091253, 100.04937897597847, 0.1574649932489337, 0.1544568115986208, 0.8322545970132422, 100.09109644770356, 0.0181104832079134, 0.2842981032966663, 0.7964545148152805, 99.96310400241504, 0.0615741401170736, 0.2546600426892928, 0.4986268353027288, 99.97769351769186, 0.1274535712670946, 0.4703830674700435, 0.2742590124804251, 99.96864878807295, 0.6740971351659567, 0.6224336225451316, -0.0026173113906037, 299.9779941158427, 299.977831587202, 299.978100459421, 299.9833535493022, 300.0307127504173]|158.3299102783203125|      0.12500000|[1321, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[100.00864518603261, 0.2398529297533737, 0.2921498743139097, 0.963158222091253, 100.04937897597847, 0.1574649932489337, 0.1544568115986208, 0.8322545970132422, 100.09109644770356, 0.0181104832079134, 0.2842981032966663, 0.7964545148152805, 99.96310400241504, 0.0615741401170736, 0.2546600426892928, 0.4986268353027288, 99.97769351769186, 0.1274535712670946, 0.4703830674700435, 0.2742590124804251, 99.96864878807295, 0.6740971351659567, 0.6224336225451316, -0.0026173113906037, 299.9779941158427, 299.977831587202, 299.978100459421, 299.9833535493022, 300.0307127504173]|158.3299102783203125|      0.06250000|[1441, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[100.00458038291353, 0.2245319274669823, 0.2829983093573982, 0.9556809594664804, 100.04977829444631, 0.1902859783267145, 0.1752772369926643, 0.8430074442125204, 100.08580534727905, 0.0037328753859394, 0.2666323589494842, 0.7883882852842402, 99.96206255928976, 0.0849682514894019, 0.2602249105634091, 0.4981670963664988, 99.97524204615507, 0.1088074397174865, 0.4563615869468166, 0.2670509695511151, 99.96459110123078, 0.676874190185325, 0.6211828864433923, -0.0004580202079477, 299.97856506901417, 299.97813203012333, 299.9774758364833, 299.9913132786567, 300.0299202557129]|120.7724456787109375|      0.12500000|[1561, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
