k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       2|[0.0505338958268214, 0.1236544175722688, -0.0260453507397821, -0.0149385201481596, 0.4654350267205012, 0.0856713932209507, 0.0352398474775569, 0.0138207226272872, 0.0764995409733768]|89443.8004615380195901|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[0.0505338958268214, 0.1236544175722688, -0.0260453507397821, -0.0149385201481596, 0.4654350267205012, 0.0856713932209507, 0.0352398474775569, 0.0138207226272872, 0.0764995409733768]|89443.8004615380195901|      0.50000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       4|[0.0505338958268214, 0.1236544175722688, -0.0260453507397821, -0.0149385201481596, 0.4654350267205012, 0.0856713932209507, 0.0352398474775569, 0.0138207226272872, 0.0764995409733768]|89443.8004615380195901|      0.25000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.0625297967492832, 0.1670568224141352, 0.0093289553757047, -0.017905061666907, 0.6934724550636657, 0.0761437035492366, 0.0343748217090304, -0.0034828505101244, -0.0060848413547624]|17757.5302582181029720|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[0.0625297967492832, 0.1670568224141352, 0.0093289553757047, -0.017905061666907, 0.6934724550636657, 0.0761437035492366, 0.0343748217090304, -0.0034828505101244, -0.0060848413547624]|17757.5302582181029720|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.0625297967492832, 0.1670568224141352, 0.0093289553757047, -0.017905061666907, 0.6934724550636657, 0.0761437035492366, 0.0343748217090304, -0.0034828505101244, -0.0060848413547624]|17757.5302582181029720|      0.12500000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[0.0609083960926871, 0.2107473631092719, 0.0028622225314733, 0.0017025212987619, 0.7690536134289628, -0.0054990008227111, 0.0432110791128891, -0.0065752076520953, 0.0225777994104744]|2999.3988007266752902|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       9|[0.0609083960926871, 0.2107473631092719, 0.0028622225314733, 0.0017025212987619, 0.7690536134289628, -0.0054990008227111, 0.0432110791128891, -0.0065752076520953, 0.0225777994104744]|2999.3988007266752902|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.0609083960926871, 0.2107473631092719, 0.0028622225314733, 0.0017025212987619, 0.7690536134289628, -0.0054990008227111, 0.0432110791128891, -0.0065752076520953, 0.0225777994104744]|2999.3988007266752902|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.0609083960926871, 0.2107473631092719, 0.0028622225314733, 0.0017025212987619, 0.7690536134289628, -0.0054990008227111, 0.0432110791128891, -0.0065752076520953, 0.0225777994104744]|2999.3988007266752902|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.050476840624144, 0.2176151784498454, 0.001345097915561, -0.0056271457410957, 0.7892486962758288, 0.00530019733163, 0.0390001729156415, -0.0031286398196618, 0.0370856581134335]|2044.3493168615641480|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
