k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[59, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[117, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[99.97919599355733, 0.0526346461176808, 0.2663329512385323, 0.9196401828567149, 99.98026131860387, 0.0818707634566128, 0.2369245320778358, 0.744689678126279, 100.04622335312044, -0.0436293583116649, 0.2474470529458425, 0.8270351901178244, 99.98393737727751, 0.1288662075850339, 0.3278455356643207, 0.6145508051594207, 99.93739803628577, 0.2908743669378351, 0.4351982746396817, 0.2394369021352586, 100.06839267783279, 0.6125659034283456, 0.6377810222142823, 0.0302555807213874, 299.94570017017406, 299.94853737984806, 299.98903444979453, 299.9598018418011, 300.0118766950311]|456.9041442871093750|      0.50000000|[147, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[99.97919599355733, 0.0526346461176808, 0.2663329512385323, 0.9196401828567149, 99.98026131860387, 0.0818707634566128, 0.2369245320778358, 0.744689678126279, 100.04622335312044, -0.0436293583116649, 0.2474470529458425, 0.8270351901178244, 99.98393737727751, 0.1288662075850339, 0.3278455356643207, 0.6145508051594207, 99.93739803628577, 0.2908743669378351, 0.4351982746396817, 0.2394369021352586, 100.06839267783279, 0.6125659034283456, 0.6377810222142823, 0.0302555807213874, 299.94570017017406, 299.94853737984806, 299.98903444979453, 299.9598018418011, 300.0118766950311]|456.9041442871093750|      0.25000000|[205, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[99.97919599355733, 0.0526346461176808, 0.2663329512385323, 0.9196401828567149, 99.98026131860387, 0.0818707634566128, 0.2369245320778358, 0.744689678126279, 100.04622335312044, -0.0436293583116649, 0.2474470529458425, 0.8270351901178244, 99.98393737727751, 0.1288662075850339, 0.3278455356643207, 0.6145508051594207, 99.93739803628577, 0.2908743669378351, 0.4351982746396817, 0.2394369021352586, 100.06839267783279, 0.6125659034283456, 0.6377810222142823, 0.0302555807213874, 299.94570017017406, 299.94853737984806, 299.98903444979453, 299.9598018418011, 300.0118766950311]|456.9041442871093750|      0.12500000|[263, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[100.01953606026028, 0.0789192357086597, 0.2692669757704911, 0.9208902585096037, 99.95567955354142, 0.0433243113973773, 0.2020802344288044, 0.7425495988356503, 100.0479429360209, -0.0025373709654662, 0.2442045179933945, 0.8472631506736923, 99.98314211883086, 0.0999776094655925, 0.2891101183043241, 0.6267779627846587, 99.94741156020187, 0.2588985497174555, 0.4571500100440782, 0.2667017185282472, 100.06102417985987, 0.6125842822405504, 0.6252305683439059, 0.0004636756716146, 299.95858645703487, 299.96521689465027, 300.01750835388015, 299.9336605720985, 300.014282497573]|337.5636596679687500|      0.25000000|[293, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[100.01953606026028, 0.0789192357086597, 0.2692669757704911, 0.9208902585096037, 99.95567955354142, 0.0433243113973773, 0.2020802344288044, 0.7425495988356503, 100.0479429360209, -0.0025373709654662, 0.2442045179933945, 0.8472631506736923, 99.98314211883086, 0.0999776094655925, 0.2891101183043241, 0.6267779627846587, 99.94741156020187, 0.2588985497174555, 0.4571500100440782, 0.2667017185282472, 100.06102417985987, 0.6125842822405504, 0.6252305683439059, 0.0004636756716146, 299.95858645703487, 299.96521689465027, 300.01750835388015, 299.9336605720985, 300.014282497573]|337.5636596679687500|      0.12500000|[351, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[99.98591711985289, 0.1331720689130971, 0.2790903245357004, 0.9254252649343941, 99.93125397105494, 0.0746179070256053, 0.1856845412511184, 0.7412190458029503, 100.07953594498935, -0.0196904144747145, 0.2257445858342295, 0.8704018745139478, 99.99407760468435, 0.0809245955762396, 0.2917915004316551, 0.6171055028073827, 99.95439373701869, 0.2123839643122991, 0.4422535482757455, 0.2562871414652377, 100.03839783373394, 0.641852873350957, 0.6518637086099731, 0.0317300197487864, 299.9636318839789, 299.95308031351794, 300.02947768258105, 299.929241984955, 300.0443192149731]|254.1436309814453125|      0.25000000|[381, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[99.98591711985289, 0.1331720689130971, 0.2790903245357004, 0.9254252649343941, 99.93125397105494, 0.0746179070256053, 0.1856845412511184, 0.7412190458029503, 100.07953594498935, -0.0196904144747145, 0.2257445858342295, 0.8704018745139478, 99.99407760468435, 0.0809245955762396, 0.2917915004316551, 0.6171055028073827, 99.95439373701869, 0.2123839643122991, 0.4422535482757455, 0.2562871414652377, 100.03839783373394, 0.641852873350957, 0.6518637086099731, 0.0317300197487864, 299.9636318839789, 299.95308031351794, 300.02947768258105, 299.929241984955, 300.0443192149731]|254.1436309814453125|      0.12500000|[439, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[99.99108980316869, 0.1584137690076389, 0.2309779701383352, 0.9287441060050459, 99.93308357091975, 0.152166519902167, 0.1964407847542307, 0.7301210177740224, 100.06154183816669, 0.0106799630713001, 0.2210529197386708, 0.8413540020663066, 99.992108678326, 0.0666614685003155, 0.2693208963063583, 0.6001869846568479, 99.96376903194505, 0.1854343587506476, 0.4301142829378241, 0.2367022911947574, 100.04248519005911, 0.6484623064445376, 0.6381625387918903, 0.0374874582033482, 299.9613741220282, 299.9612187309339, 300.0582477190392, 299.9551371479262, 300.0528573717348]|178.4470520019531250|      0.25000000|[497, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | iterate success | actual_k=0
      11|[99.99108980316869, 0.1584137690076389, 0.2309779701383352, 0.9287441060050459, 99.93308357091975, 0.152166519902167, 0.1964407847542307, 0.7301210177740224, 100.06154183816669, 0.0106799630713001, 0.2210529197386708, 0.8413540020663066, 99.992108678326, 0.0666614685003155, 0.2693208963063583, 0.6001869846568479, 99.96376903194505, 0.1854343587506476, 0.4301142829378241, 0.2367022911947574, 100.04248519005911, 0.6484623064445376, 0.6381625387918903, 0.0374874582033482, 299.9613741220282, 299.9612187309339, 300.0582477190392, 299.9551371479262, 300.0528573717348]|178.4470520019531250|      0.12500000|[555, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[99.99108980316869, 0.1584137690076389, 0.2309779701383352, 0.9287441060050459, 99.93308357091975, 0.152166519902167, 0.1964407847542307, 0.7301210177740224, 100.06154183816669, 0.0106799630713001, 0.2210529197386708, 0.8413540020663066, 99.992108678326, 0.0666614685003155, 0.2693208963063583, 0.6001869846568479, 99.96376903194505, 0.1854343587506476, 0.4301142829378241, 0.2367022911947574, 100.04248519005911, 0.6484623064445376, 0.6381625387918903, 0.0374874582033482, 299.9613741220282, 299.9612187309339, 300.0582477190392, 299.9551371479262, 300.0528573717348]|178.4470520019531250|      0.06250000|[613, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
