k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|1687370.1489277461078018|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6581174805300103, 1.23870923018429, -1.2110993114410433, 0.7720369599402868, -0.856757042341001, 1.1379845166678717, -1.361943359877084, 0.9154244443430299, -0.7795009823812612, 1.2375785269990462, -1.2594748799821134, 0.6707579245651412, -0.5016311276001573, 1.0617438708099292, -1.139765124043903, 0.7992128496743613, -0.7519030269586064, 1.1748642377740306, -1.1471264301322879, 0.771814587591251, -0.6641304089883726, 1.0986836592894278, -1.1915272327333895, 0.9252750539484988, -0.717158552207678, 1.0957758768046137, -1.169219063566341, 0.649591418388733, -0.74181631405156, 0.9975750400880864, -1.2077650252767835, 0.772058619593448, -0.7170601122356627, 1.0817591836788811, -1.204573830484335, 0.7530259908883589, -0.726055662298379, 1.0341147196593323, -1.102732880704856, 0.7625439645558186, -0.6924364554028258, 1.1823716082379443, -1.1344601570383401, 0.93002118383601, -0.762257433488543, 1.3224539366297523, -1.1829093714705465, 0.710771944792574, -0.6203031779575908, 1.174677916780593, -1.264029058320627, 0.6604376585786715, -0.7371386615283589, 1.094769024793867, -1.2562832193959044, 0.7678380013551827, -0.912479787171897, 1.043769681559035, -0.9914802995419183, 0.6981936628154961, -0.9298812283052853, 1.14596559772134, -1.2094177002211306, 0.7285649972493418, -0.821526501192797, 1.1062568323396544, -1.1856174597008111, 0.9665240834588129, -0.7436046376678843, 1.1859462692744496, -1.2390519452847621, 0.8238390284828628, -0.7107701362137995, 1.204019471277258, -1.199017303254815, 0.8504545580041173, -0.8188919903168124, 1.1731541042696947, -1.0755829697787838, 0.6924729748671161, -0.7391582809128453, 1.1312592977907248, -1.1058937013853831, 0.7417974798665274, -0.6876541188823132, 1.2800548844647557, -1.152546256711831, 0.7244792474685988, -0.8384331077659112, 1.209544006594801, -1.1951899247120166, 0.7048083677745893, -0.7599689148567359, 0.9448393767416859, -1.2774323022668153, 0.55314882262838, -0.8781559732884292, 1.3370519447593359, -0.9965068776628576, 0.7398567889157777]|1564336.2500000000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.492004538109532, 1.3017924021058058, -0.789796351766149, 0.5205632927485393, -0.5709008486490235, 1.105470632240896, -1.2664276204922305, 1.0895361255987115, -0.7739440025527626, 1.416833078399951, -1.6196199789998458, 0.1131727873463395, -0.4265452333292372, 1.0481774380020674, -1.1674791109427314, 0.38861841601698, -0.8825953984283482, 1.0858761031307111, -1.4524292024393977, 0.6867062536890436, -0.4353495088859, 0.9855990108258598, -1.2922576320381776, 1.208823747306278, -0.709891532199485, 1.012645881449337, -1.4334860452988334, 0.486888840174008, -0.5844833453870644, 0.8274080922860771, -1.0016922343391876, 0.5828253426884153, -0.7885797146197016, 1.0205117225968439, -1.216585894747402, 0.6574553596158125, -0.93497012790657, 1.1614682311080355, -1.0972187579388548, 0.7070263381759122, -0.5162612759845486, 1.0242392163480005, -1.2898669539357195, 1.0609274248684841, -0.7664853656914768, 0.9125889245961267, -0.9732927744589415, 0.4438290212507561, -0.6166874177561225, 1.004757795611166, -1.6961355670985698, 0.389525728778008, -0.6913169034029596, 1.153525875493767, -1.422814127235407, 0.4735818224549999, -0.853633220058291, 0.8119653292976987, -0.92360041803853, 0.5012872241792891, -0.987164181906287, 1.042428206234543, -1.3194552269763669, 0.184282601903724, -0.8908062043689418, 1.1446761143031268, -1.139209223814503, 1.267447927795342, -0.742885758266887, 1.0543457046736457, -1.2172794426582143, 0.8455521136352991, -0.7941718678281188, 0.9816496133385533, -1.5470238886482093, 0.9819645289177685, -0.5904773128792883, 0.9403809566883873, -0.9476333929362867, 0.6248247079751185, -0.7743942500820351, 0.9698854398194356, -1.1503798017810707, 0.4956489073594888, -0.9114235072708646, 1.3901504074781192, -1.0380858908459354, 0.9848951176624077, -0.816455570392634, 1.0319306874340177, -0.8341409644690987, 0.4397361494166899, -0.7971856301966496, 0.6219829243991699, -1.0102981296319373, 0.4896158066838203, -0.7148976901251298, 1.2530301859242503, -1.1622762101158475, 0.7171882726958401]|1361673.7500000000000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[-0.7387728208869729, 1.124991366696033, -1.3089841856133086, 0.4069652876808677, -0.5296982296862036, 0.8029609435405227, -0.857057186860122, 1.3394275061825334, -0.8619890555254879, 1.5251356073026372, -1.2160302415625979, 0.0310058650684602, -0.0885256215338152, 1.071096704018659, -1.1736066241437766, 0.5072191749228951, -0.7171845869550189, 0.876870162974644, -1.6493336452708172, 0.640824493698751, -0.1207865414099122, 0.4556648277510601, -1.579278238367345, 1.8708964303557751, -0.3574935038634329, 0.1120065473399917, -2.2777474717039854, -0.5350468510408662, -1.0737701725456796, 0.8121069428766537, -0.6372624881789324, 0.5969507532882071, -0.3384113662814359, 0.749208266197932, -1.2097530222945394, 0.4479171302593689, -0.519957064145556, 1.382044614825288, -0.4390883832269625, 0.7190324247103638, 0.1355582378956943, 1.1316596063745217, -1.4036911564524694, 1.5414376087211057, -0.5289115515945699, 0.3807871152526919, -0.1508502154374319, 0.2678240729013698, -0.7361193081009838, 0.5863245371688713, -1.672450199575604, -0.185905643221381, -0.9701427053452447, 0.6704223065784272, -1.7418726262705868, 0.5355378406528979, -0.8363606746943284, 0.670374258325587, -1.275706561228305, 0.6812018203571141, -1.1339324480413957, 1.1512658174651822, -0.6131999374856512, -0.3176022046270036, -1.173242195170542, 0.8731644884242918, -0.820176703549154, 1.2024629772043767, -0.4859156800046889, 1.1604114041486469, -1.1410486165784206, 0.6835979761617194, -0.3926282234087493, 0.717910360097749, -2.062588993325713, 0.2855863024671841, -0.9072304464527916, 0.0766084385527502, -0.3626627388020908, 1.117462137171709, -0.0497464467565094, 0.521134347957078, -1.150628733755047, 0.3515363634089311, -0.6981189929989216, 0.8030096802125787, -1.5367264516989891, 1.361037224555776, -0.8988546193635755, 0.9022825788488351, -0.2127358370695002, 0.4612078330870722, -1.0615064794592188, 0.7699367544790741, -1.5863276816983538, 0.1913751023342099, -1.5373957466572277, 0.7573365909133338, -1.042046946953187, 1.088777907366433]|1199290.7500000000000000|      8.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[-0.7387728208869729, 1.124991366696033, -1.3089841856133086, 0.4069652876808677, -0.5296982296862036, 0.8029609435405227, -0.857057186860122, 1.3394275061825334, -0.8619890555254879, 1.5251356073026372, -1.2160302415625979, 0.0310058650684602, -0.0885256215338152, 1.071096704018659, -1.1736066241437766, 0.5072191749228951, -0.7171845869550189, 0.876870162974644, -1.6493336452708172, 0.640824493698751, -0.1207865414099122, 0.4556648277510601, -1.579278238367345, 1.8708964303557751, -0.3574935038634329, 0.1120065473399917, -2.2777474717039854, -0.5350468510408662, -1.0737701725456796, 0.8121069428766537, -0.6372624881789324, 0.5969507532882071, -0.3384113662814359, 0.749208266197932, -1.2097530222945394, 0.4479171302593689, -0.519957064145556, 1.382044614825288, -0.4390883832269625, 0.7190324247103638, 0.1355582378956943, 1.1316596063745217, -1.4036911564524694, 1.5414376087211057, -0.5289115515945699, 0.3807871152526919, -0.1508502154374319, 0.2678240729013698, -0.7361193081009838, 0.5863245371688713, -1.672450199575604, -0.185905643221381, -0.9701427053452447, 0.6704223065784272, -1.7418726262705868, 0.5355378406528979, -0.8363606746943284, 0.670374258325587, -1.275706561228305, 0.6812018203571141, -1.1339324480413957, 1.1512658174651822, -0.6131999374856512, -0.3176022046270036, -1.173242195170542, 0.8731644884242918, -0.820176703549154, 1.2024629772043767, -0.4859156800046889, 1.1604114041486469, -1.1410486165784206, 0.6835979761617194, -0.3926282234087493, 0.717910360097749, -2.062588993325713, 0.2855863024671841, -0.9072304464527916, 0.0766084385527502, -0.3626627388020908, 1.117462137171709, -0.0497464467565094, 0.521134347957078, -1.150628733755047, 0.3515363634089311, -0.6981189929989216, 0.8030096802125787, -1.5367264516989891, 1.361037224555776, -0.8988546193635755, 0.9022825788488351, -0.2127358370695002, 0.4612078330870722, -1.0615064794592188, 0.7699367544790741, -1.5863276816983538, 0.1913751023342099, -1.5373957466572277, 0.7573365909133338, -1.042046946953187, 1.088777907366433]|1199290.7500000000000000|      4.00000000|[208, 15, 0, 15]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9153683288872424, 2.0756319763569397, -0.9266802341986979, 0.3014048243016966, -0.4996804847046521, 0.8201816444591397, -0.7646698055241292, 1.1177634331014958, -0.6056200390879496, 0.7444085453421786, -1.341971739641864, -0.8497710115225481, 0.6393591200332698, 1.1389945929083167, -1.8677973005446842, 1.0999152502255947, 0.2565121664473827, 0.3899195859800626, -1.241588559148782, 0.5395454912456205, -0.4038720926230809, 0.522040858714637, -0.9999642362267724, 1.939864246215771, -0.0665439783822042, 0.2797133395745595, -2.168100233310087, -0.9457162672347577, -0.3833840044488762, 1.2247460120156723, -0.4350883283990961, -0.1446488559244028, -0.6297791320546805, 0.3445780430338741, -1.1853687607380206, -0.143908576599076, -0.7785964140548118, 1.8948774032091735, -0.0881234551958309, 1.1352837230301986, 0.2755039703902497, 0.788971517235188, -1.122514488721081, 1.3436625644107414, -0.6404856386991249, 0.7828377292239992, -0.4408100973286647, 0.3980161090977466, -1.227864344681937, 1.285628535694368, -2.035793245621051, -0.1544886164536851, -0.9369648418005443, 0.3038616841495187, -1.4165003480257081, 0.0473492733398834, -0.8967401825189915, 1.0885730459581342, -0.6790567478060169, 0.5058716345655034, -1.2183022074781658, 0.7801383230419133, -0.2831517529044927, -0.062280607742926, -1.2155203051823416, 0.9832035814927255, -1.0946771853796662, 0.8511283865126668, -0.6655983483416716, 0.590923071906374, -0.5703606783025663, 0.6294063843126587, -0.6274971377346243, 0.5722260320988081, -2.0168387644977623, 0.211039159920542, -0.5709246515556776, -0.0291717623427692, -0.1809397772297815, 0.5168160881815248, -0.3111891463305021, 0.4428276813589948, -1.3471125581981922, -0.3158315815836248, -0.6763135169652503, 0.393186712014245, -1.254198611143673, 1.7795379655045223, -1.1809141593919468, 1.0810587364427853, -1.0485784656652135, 0.7217458594684036, -1.537268121265198, 0.9996197589899529, -1.0518241249193632, -0.0241103820399448, -1.2105233922783705, 0.3273108776533847, -0.37271512879367, 1.1311584850009686]|1117246.2500000000000000|      8.00000000|[237, 17, 0, 17]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.9153683288872424, 2.0756319763569397, -0.9266802341986979, 0.3014048243016966, -0.4996804847046521, 0.8201816444591397, -0.7646698055241292, 1.1177634331014958, -0.6056200390879496, 0.7444085453421786, -1.341971739641864, -0.8497710115225481, 0.6393591200332698, 1.1389945929083167, -1.8677973005446842, 1.0999152502255947, 0.2565121664473827, 0.3899195859800626, -1.241588559148782, 0.5395454912456205, -0.4038720926230809, 0.522040858714637, -0.9999642362267724, 1.939864246215771, -0.0665439783822042, 0.2797133395745595, -2.168100233310087, -0.9457162672347577, -0.3833840044488762, 1.2247460120156723, -0.4350883283990961, -0.1446488559244028, -0.6297791320546805, 0.3445780430338741, -1.1853687607380206, -0.143908576599076, -0.7785964140548118, 1.8948774032091735, -0.0881234551958309, 1.1352837230301986, 0.2755039703902497, 0.788971517235188, -1.122514488721081, 1.3436625644107414, -0.6404856386991249, 0.7828377292239992, -0.4408100973286647, 0.3980161090977466, -1.227864344681937, 1.285628535694368, -2.035793245621051, -0.1544886164536851, -0.9369648418005443, 0.3038616841495187, -1.4165003480257081, 0.0473492733398834, -0.8967401825189915, 1.0885730459581342, -0.6790567478060169, 0.5058716345655034, -1.2183022074781658, 0.7801383230419133, -0.2831517529044927, -0.062280607742926, -1.2155203051823416, 0.9832035814927255, -1.0946771853796662, 0.8511283865126668, -0.6655983483416716, 0.590923071906374, -0.5703606783025663, 0.6294063843126587, -0.6274971377346243, 0.5722260320988081, -2.0168387644977623, 0.211039159920542, -0.5709246515556776, -0.0291717623427692, -0.1809397772297815, 0.5168160881815248, -0.3111891463305021, 0.4428276813589948, -1.3471125581981922, -0.3158315815836248, -0.6763135169652503, 0.393186712014245, -1.254198611143673, 1.7795379655045223, -1.1809141593919468, 1.0810587364427853, -1.0485784656652135, 0.7217458594684036, -1.537268121265198, 0.9996197589899529, -1.0518241249193632, -0.0241103820399448, -1.2105233922783705, 0.3273108776533847, -0.37271512879367, 1.1311584850009686]|1117246.2500000000000000|      4.00000000|[357, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7329340142286197, 2.4199221296755185, -1.0933314046933718, -0.0786242436368252, -0.2919483655259834, 0.7129726257480925, -1.2408650741008382, 1.0404166866589077, -0.5402516916102083, 0.5857276277993105, -0.8994393693884541, -0.7299369023922541, -0.297860546819845, 0.6490408468254963, -2.078676298825061, 0.0649551947144427, -0.1434526222547013, 0.058189349233995, -2.0446861776575656, -0.0898179863162006, -0.0293044868536564, 0.0902400398070274, -1.0637320574057116, 2.043661055529162, -0.1644398034307694, 0.4296195463346638, -1.9970514934739911, -0.937223524008986, -0.1663540307440066, 0.7641202879688516, -0.1459710147974524, 0.3421346665844077, -0.5567130218199643, 0.1477673922101053, -0.9547065853965871, 0.0394089212170849, -0.3914911065011286, 2.1781777769148842, 0.4254191310862185, 0.4866289749906022, 0.0681381458389825, 0.29318109448623, -0.7084704821450747, 0.9019169542670258, -0.9267948179547114, -0.3588530839486339, -0.736781143764644, 0.6481952022104813, -0.7021171608626299, 0.995732486758729, -1.962308729577182, -0.1915605446445144, -1.4521623657976992, -0.1459564636464055, -1.2121570246103155, -0.5384484502312326, -1.0021700254684425, 1.1393640172236577, -1.053188595226758, 0.2311250788556059, -2.218957427912616, 1.112126482911254, 0.0821747969249463, -0.5474626298482961, -0.7486721697127692, 0.9421247283120711, -0.2001884975878856, 1.1216656432901488, -0.8925780908145768, -0.1540817896285607, -0.1988498165116272, 0.5472166601194995, -0.7326179806069468, 0.1785608789009642, -2.392758697705635, 0.014523847523306, -0.4702703754290013, 0.0284765090314104, -0.1583005274259298, 0.2267487456565192, -0.0904493275605092, 0.3163112931753285, -0.8888340823453081, -0.4661846401956041, -1.081526880226082, 0.3401090389384627, -1.0101646813421161, 1.5711877621188157, -1.0993937251096222, 0.5222144846268211, -1.0400324347852226, 0.5529564651407545, -1.5671912404440274, 1.1482147906795261, -0.9964814358723199, -0.3922320025364047, -0.3856511695463242, 0.259536298343961, -0.2940570514849424, 0.4993590877210012]|784818.8125000000000000|      8.00000000|[437, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | iterate success | actual_k=1
       8|[-0.7329340142286197, 2.4199221296755185, -1.0933314046933718, -0.0786242436368252, -0.2919483655259834, 0.7129726257480925, -1.2408650741008382, 1.0404166866589077, -0.5402516916102083, 0.5857276277993105, -0.8994393693884541, -0.7299369023922541, -0.297860546819845, 0.6490408468254963, -2.078676298825061, 0.0649551947144427, -0.1434526222547013, 0.058189349233995, -2.0446861776575656, -0.0898179863162006, -0.0293044868536564, 0.0902400398070274, -1.0637320574057116, 2.043661055529162, -0.1644398034307694, 0.4296195463346638, -1.9970514934739911, -0.937223524008986, -0.1663540307440066, 0.7641202879688516, -0.1459710147974524, 0.3421346665844077, -0.5567130218199643, 0.1477673922101053, -0.9547065853965871, 0.0394089212170849, -0.3914911065011286, 2.1781777769148842, 0.4254191310862185, 0.4866289749906022, 0.0681381458389825, 0.29318109448623, -0.7084704821450747, 0.9019169542670258, -0.9267948179547114, -0.3588530839486339, -0.736781143764644, 0.6481952022104813, -0.7021171608626299, 0.995732486758729, -1.962308729577182, -0.1915605446445144, -1.4521623657976992, -0.1459564636464055, -1.2121570246103155, -0.5384484502312326, -1.0021700254684425, 1.1393640172236577, -1.053188595226758, 0.2311250788556059, -2.218957427912616, 1.112126482911254, 0.0821747969249463, -0.5474626298482961, -0.7486721697127692, 0.9421247283120711, -0.2001884975878856, 1.1216656432901488, -0.8925780908145768, -0.1540817896285607, -0.1988498165116272, 0.5472166601194995, -0.7326179806069468, 0.1785608789009642, -2.392758697705635, 0.014523847523306, -0.4702703754290013, 0.0284765090314104, -0.1583005274259298, 0.2267487456565192, -0.0904493275605092, 0.3163112931753285, -0.8888340823453081, -0.4661846401956041, -1.081526880226082, 0.3401090389384627, -1.0101646813421161, 1.5711877621188157, -1.0993937251096222, 0.5222144846268211, -1.0400324347852226, 0.5529564651407545, -1.5671912404440274, 1.1482147906795261, -0.9964814358723199, -0.3922320025364047, -0.3856511695463242, 0.259536298343961, -0.2940570514849424, 0.4993590877210012]|784818.8125000000000000|      4.00000000|[557, 41, 0, 41]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.4356201062992352, 2.2906499286135547, -1.558808112500337, -0.5479763649089562, -0.637083841549333, 0.1464784634531505, -0.5640575024344386, 0.7816838468209346, -0.8633077544208612, 0.4164819397673026, -0.8514563531985976, -0.5660885634448738, -0.4949531588680233, 0.7562222162820106, -2.116905943873387, 0.3553515088076406, 0.3940688193286944, 0.7735637647758173, -2.0702196972307, -0.7016502127403291, -0.4430259752873671, -0.0391552285589274, -1.9818979682152436, 2.122531969015181, -0.6002062034461637, 0.4022635298113024, -1.6665911200024048, -1.0410164652212042, -0.5554640294021127, 0.0393207143547929, -0.5876267900546783, 0.4324471760496809, -0.8384562300580923, -0.2285964767680991, -1.3421573249234307, 0.1174597506348355, -0.4351166635746062, 2.78516661875586, 1.0281041271263012, 0.1781902844183369, 0.5458702746883235, 0.0471549673756148, -0.0640219098964132, 0.5942136609568518, -1.0772150235382603, -0.5501665969241682, -0.564594899053549, 0.2521188758365639, -0.7846450921548868, 0.5474146470789473, -0.8796992461807771, -0.0994788719269649, -1.4212449498720834, 0.3796491171770863, -1.7244267140572176, -0.96942275119191, -0.837793046226945, 1.1986302768733, -0.8365960369425547, -0.1703862753489643, -1.8845599460469784, 0.9158129053818795, -0.3661270021485408, -0.5468519469466149, -0.4216744413505255, 0.7335822985383305, -0.4739174247519637, 0.5749901311629906, -1.2159786082217776, -0.7176437196590142, 0.2040089541969982, 0.4124308176646788, -1.0711938292446848, 0.3413117015167417, -1.8802025531201196, -0.541799369892535, -1.1717619298950452, -0.2222008959380028, -0.0894546567303712, 0.3309229979947071, 0.4130400272564243, 0.8530680004264923, -0.9352087996222318, 0.4675443667168996, -0.5559284932627683, 0.1083751728360155, -1.5529689146255854, 1.4883434499667503, -1.1159650545459174, 0.475571913116033, -0.9578904681181206, -0.0758572549041436, -1.4732378142098168, 0.6942092232449112, -0.9755056527027134, -0.2227065600371066, 0.1083204281901994, -0.3418143779977784, -0.6335194152916981, 0.4009068384767898]|673972.3750000000000000|      8.00000000|[585, 43, 0, 43]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[-0.4356201062992352, 2.2906499286135547, -1.558808112500337, -0.5479763649089562, -0.637083841549333, 0.1464784634531505, -0.5640575024344386, 0.7816838468209346, -0.8633077544208612, 0.4164819397673026, -0.8514563531985976, -0.5660885634448738, -0.4949531588680233, 0.7562222162820106, -2.116905943873387, 0.3553515088076406, 0.3940688193286944, 0.7735637647758173, -2.0702196972307, -0.7016502127403291, -0.4430259752873671, -0.0391552285589274, -1.9818979682152436, 2.122531969015181, -0.6002062034461637, 0.4022635298113024, -1.6665911200024048, -1.0410164652212042, -0.5554640294021127, 0.0393207143547929, -0.5876267900546783, 0.4324471760496809, -0.8384562300580923, -0.2285964767680991, -1.3421573249234307, 0.1174597506348355, -0.4351166635746062, 2.78516661875586, 1.0281041271263012, 0.1781902844183369, 0.5458702746883235, 0.0471549673756148, -0.0640219098964132, 0.5942136609568518, -1.0772150235382603, -0.5501665969241682, -0.564594899053549, 0.2521188758365639, -0.7846450921548868, 0.5474146470789473, -0.8796992461807771, -0.0994788719269649, -1.4212449498720834, 0.3796491171770863, -1.7244267140572176, -0.96942275119191, -0.837793046226945, 1.1986302768733, -0.8365960369425547, -0.1703862753489643, -1.8845599460469784, 0.9158129053818795, -0.3661270021485408, -0.5468519469466149, -0.4216744413505255, 0.7335822985383305, -0.4739174247519637, 0.5749901311629906, -1.2159786082217776, -0.7176437196590142, 0.2040089541969982, 0.4124308176646788, -1.0711938292446848, 0.3413117015167417, -1.8802025531201196, -0.541799369892535, -1.1717619298950452, -0.2222008959380028, -0.0894546567303712, 0.3309229979947071, 0.4130400272564243, 0.8530680004264923, -0.9352087996222318, 0.4675443667168996, -0.5559284932627683, 0.1083751728360155, -1.5529689146255854, 1.4883434499667503, -1.1159650545459174, 0.475571913116033, -0.9578904681181206, -0.0758572549041436, -1.4732378142098168, 0.6942092232449112, -0.9755056527027134, -0.2227065600371066, 0.1083204281901994, -0.3418143779977784, -0.6335194152916981, 0.4009068384767898]|673972.3750000000000000|      4.00000000|[705, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
