k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7114626562620512, 4.297276093515706]                                         |1330.8037109375000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.7114626562620512, 4.297276093515706]                                         |1330.8037109375000000|      1.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.7114626562620512, 4.297276093515706]                                         |1330.8037109375000000|      0.50000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.1639256992694103, 4.084491708015922]                                         |214.2535552978515625|      1.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[2.1639256992694103, 4.084491708015922]                                         |214.2535552978515625|      0.50000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8528973685819492, 3.6930055939457405]                                        | 12.8033590316772461|      1.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.8528973685819492, 3.6930055939457405]                                        | 12.8033590316772461|      0.50000000|[33, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.8528973685819492, 3.6930055939457405]                                        | 12.8033590316772461|      0.25000000|[38, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.8528973685819492, 3.6930055939457405]                                        | 12.8033590316772461|      0.12500000|[42, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.8528973685819492, 3.6930055939457405]                                        | 12.8033590316772461|      0.06250000|[47, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
