k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.370430915905986, 3.2318777404676644, 0.3228539498257337, 40.23661606032487, -0.5035961193963983, -1.0335804087535214, 25.2301972309749, -0.2215313265282813, 0.857961608415407]|1019.8118286132812500|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.370430915905986, 3.2318777404676644, 0.3228539498257337, 40.23661606032487, -0.5035961193963983, -1.0335804087535214, 25.2301972309749, -0.2215313265282813, 0.857961608415407]|1019.8118286132812500|      1.00000000|[17, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.511844839912738, 3.5133709359234278, 0.5307793320881982, 39.93393774938261, -0.7385052908784625, -0.9555925622135997, 25.629477256292958, -0.9491151814299672, 0.7320674825820224]|938.9888916015625000|      2.00000000|[22, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[10.511844839912738, 3.5133709359234278, 0.5307793320881982, 39.93393774938261, -0.7385052908784625, -0.9555925622135997, 25.629477256292958, -0.9491151814299672, 0.7320674825820224]|938.9888916015625000|      1.00000000|[34, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.511844839912738, 3.5133709359234278, 0.5307793320881982, 39.93393774938261, -0.7385052908784625, -0.9555925622135997, 25.629477256292958, -0.9491151814299672, 0.7320674825820224]|938.9888916015625000|      0.50000000|[46, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[10.57333482119219, 3.21041903137372, 0.3025388535939171, 39.98911171060632, -0.6768998520806684, -1.0186860126819086, 25.88505536242358, -1.0949330372104062, 0.6617665954442555]|911.8114624023437500|      1.00000000|[51, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[10.57333482119219, 3.21041903137372, 0.3025388535939171, 39.98911171060632, -0.6768998520806684, -1.0186860126819086, 25.88505536242358, -1.0949330372104062, 0.6617665954442555]|911.8114624023437500|      0.50000000|[63, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.498373771855976, 3.318110075334004, 0.3452445473925976, 39.93455932977361, -0.2983356852010839, -1.1914929635665137, 25.65491311255845, -1.0673055524233972, 0.6288737727027031]|900.4158935546875000|      1.00000000|[67, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[10.498373771855976, 3.318110075334004, 0.3452445473925976, 39.93455932977361, -0.2983356852010839, -1.1914929635665137, 25.65491311255845, -1.0673055524233972, 0.6288737727027031]|900.4158935546875000|      0.50000000|[80, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[10.732804483000818, 3.4106427512249216, 0.489652066149607, 39.9013433941586, -0.4269269165346526, -1.3711924726456686, 25.91851370717953, -0.8524697388038703, 0.6363435166695154]|890.1726684570312500|      1.00000000|[85, 42, 0, 42]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
