k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[0.0536793353639552, 0.0322418975444469, -0.0318745246551853, -0.0018101612853875, -0.0360306419383303, -0.0500475404972337, 0.0369303818455188, -0.0604770739776493, -0.0362807299313331, 0.0173427283376716, -0.0177554802331473, -0.0132114111277193, 0.0203821363746626, -0.0127098914376341, -0.0546908624164229, 0.0195629267393596, -0.0157797278323675, -0.0299566644619632, -0.0196521085182595, 0.0079134863989364, -0.0232569306584683, -0.0253285303739105, -0.0218343668651776, -0.0179707248567119, -0.0350833766425694, -0.0311190571392486, 0.0412972020175108, -0.0042237198856595, -0.0126506401841932, -0.0216615133542684, 0.0724871044160997, 0.0231153718116372, -0.0250759519829526, -0.0067649466762031, 0.0651465985787135, -0.029643516564974, 0.0036970344226477, -0.0068781733545036, 0.0230657524730498, 0.0220323351962614, -0.0189129901531508, -0.0316991107946963, 0.0166807187037959, 0.0721210016494992, -0.0251905025847714, 0.0255946208071491, -0.0237924958575193, -0.0158935791011325, 0.0713364956809279, 0.0026184582066403, -0.0343385189939704, -0.016429580817786, 0.0722749314938426, -0.0018851511390886, -0.0206022687841727, -0.0234829996402988, 0.0136255956590966]|66577.9586748939036625|      0.50000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       4|[0.0536793353639552, 0.0322418975444469, -0.0318745246551853, -0.0018101612853875, -0.0360306419383303, -0.0500475404972337, 0.0369303818455188, -0.0604770739776493, -0.0362807299313331, 0.0173427283376716, -0.0177554802331473, -0.0132114111277193, 0.0203821363746626, -0.0127098914376341, -0.0546908624164229, 0.0195629267393596, -0.0157797278323675, -0.0299566644619632, -0.0196521085182595, 0.0079134863989364, -0.0232569306584683, -0.0253285303739105, -0.0218343668651776, -0.0179707248567119, -0.0350833766425694, -0.0311190571392486, 0.0412972020175108, -0.0042237198856595, -0.0126506401841932, -0.0216615133542684, 0.0724871044160997, 0.0231153718116372, -0.0250759519829526, -0.0067649466762031, 0.0651465985787135, -0.029643516564974, 0.0036970344226477, -0.0068781733545036, 0.0230657524730498, 0.0220323351962614, -0.0189129901531508, -0.0316991107946963, 0.0166807187037959, 0.0721210016494992, -0.0251905025847714, 0.0255946208071491, -0.0237924958575193, -0.0158935791011325, 0.0713364956809279, 0.0026184582066403, -0.0343385189939704, -0.016429580817786, 0.0722749314938426, -0.0018851511390886, -0.0206022687841727, -0.0234829996402988, 0.0136255956590966]|66577.9586748939036625|      0.25000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[-0.0049605718807887, 0.0802674411929897, 0.0397164483308214, 0.0210586004219753, 0.0205159092041497, -0.0341263346428842, -0.0525496682240052, -0.0425818092409247, -0.0086243513667774, 0.0531560855445586, -0.0138544072725497, 1.13440559405e-05, -0.0239395131965048, 0.0352786856431615, -0.0739395827457971, 0.0086193643172658, -0.0418773636901629, -0.0415607145041262, -0.0271854377512847, 0.0046924671804594, -0.0323413781464215, 0.0052332215648066, -0.0507416195473298, -0.0002392335598065, -0.0535471230261955, -0.0066884357927432, 0.0486872142770381, 0.0070558622508729, -0.0258465524281938, -0.0111274605647813, 0.1095466777615746, -0.0205183415045394, -0.0381803481736426, 0.0232169404780529, 0.110277387809334, -0.0458477586471651, -0.0097504879286046, -0.0230645066292477, 0.0381486560516114, 0.067247473199351, 0.032890018839037, -0.0502020329042574, -0.00777528129253, 0.1295616078700063, -0.0263853529691698, 0.0042791585562275, -0.0444879177529989, -0.0337030125275853, 0.0971997475004236, 0.0214187183408154, -0.0815684869233157, -0.0158969430141189, 0.0962578164209358, -0.0433972442549532, 0.0226674363359185, -0.0768000648915297, 0.0248512395264291]|36852.3955681539737270|      0.50000000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       6|[-0.0049605718807887, 0.0802674411929897, 0.0397164483308214, 0.0210586004219753, 0.0205159092041497, -0.0341263346428842, -0.0525496682240052, -0.0425818092409247, -0.0086243513667774, 0.0531560855445586, -0.0138544072725497, 1.13440559405e-05, -0.0239395131965048, 0.0352786856431615, -0.0739395827457971, 0.0086193643172658, -0.0418773636901629, -0.0415607145041262, -0.0271854377512847, 0.0046924671804594, -0.0323413781464215, 0.0052332215648066, -0.0507416195473298, -0.0002392335598065, -0.0535471230261955, -0.0066884357927432, 0.0486872142770381, 0.0070558622508729, -0.0258465524281938, -0.0111274605647813, 0.1095466777615746, -0.0205183415045394, -0.0381803481736426, 0.0232169404780529, 0.110277387809334, -0.0458477586471651, -0.0097504879286046, -0.0230645066292477, 0.0381486560516114, 0.067247473199351, 0.032890018839037, -0.0502020329042574, -0.00777528129253, 0.1295616078700063, -0.0263853529691698, 0.0042791585562275, -0.0444879177529989, -0.0337030125275853, 0.0971997475004236, 0.0214187183408154, -0.0815684869233157, -0.0158969430141189, 0.0962578164209358, -0.0433972442549532, 0.0226674363359185, -0.0768000648915297, 0.0248512395264291]|36852.3955681539737270|      0.25000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[-0.0049605718807887, 0.0802674411929897, 0.0397164483308214, 0.0210586004219753, 0.0205159092041497, -0.0341263346428842, -0.0525496682240052, -0.0425818092409247, -0.0086243513667774, 0.0531560855445586, -0.0138544072725497, 1.13440559405e-05, -0.0239395131965048, 0.0352786856431615, -0.0739395827457971, 0.0086193643172658, -0.0418773636901629, -0.0415607145041262, -0.0271854377512847, 0.0046924671804594, -0.0323413781464215, 0.0052332215648066, -0.0507416195473298, -0.0002392335598065, -0.0535471230261955, -0.0066884357927432, 0.0486872142770381, 0.0070558622508729, -0.0258465524281938, -0.0111274605647813, 0.1095466777615746, -0.0205183415045394, -0.0381803481736426, 0.0232169404780529, 0.110277387809334, -0.0458477586471651, -0.0097504879286046, -0.0230645066292477, 0.0381486560516114, 0.067247473199351, 0.032890018839037, -0.0502020329042574, -0.00777528129253, 0.1295616078700063, -0.0263853529691698, 0.0042791585562275, -0.0444879177529989, -0.0337030125275853, 0.0971997475004236, 0.0214187183408154, -0.0815684869233157, -0.0158969430141189, 0.0962578164209358, -0.0433972442549532, 0.0226674363359185, -0.0768000648915297, 0.0248512395264291]|36852.3955681539737270|      0.12500000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[0.0353568693533709, 0.0596808960564075, -0.0006079727635402, -0.0159308007971392, -0.016105257961894, -0.0199484473390381, -0.0469408023786081, -0.0714046248261897, -0.0210728137885299, 0.0343605734467362, -0.0464834732414944, 0.0174147720865271, -0.0286369015868069, 0.0324156330261255, -0.0655468060936422, 0.0216406426290741, -0.0396454322914572, -0.0474243800237684, -0.0576300648644681, -0.0071827409377212, -0.0288214157374499, 0.0084762221200582, -0.0450877126158081, -0.0012793151732168, -0.0726566519621821, -0.0047974434254176, 0.0381970644305602, 0.0145423711995591, -0.0188167870776418, 0.0006160672053443, 0.1085161278106754, -0.0233643233338053, -0.046914454961428, -0.0001416322418515, 0.1142027338079728, -0.0543956809827511, -0.0262976325687857, -0.0407627623261857, 0.0123999983067709, 0.0757497137956066, 0.0147248987222637, -0.0654361498588181, 0.0093564243638011, 0.1363514303503508, -0.0213991713559146, -0.0180349391090475, -0.0380003639768766, -0.0189195035327935, 0.1073590075339255, 0.0172314648761668, -0.0779931154539379, -0.0081259320034081, 0.0954298635933683, -0.0524271489887205, 0.0116680618374373, -0.0763088474373355, 0.0202275823896633]|17304.0698321057934663|      0.25000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[0.0353568693533709, 0.0596808960564075, -0.0006079727635402, -0.0159308007971392, -0.016105257961894, -0.0199484473390381, -0.0469408023786081, -0.0714046248261897, -0.0210728137885299, 0.0343605734467362, -0.0464834732414944, 0.0174147720865271, -0.0286369015868069, 0.0324156330261255, -0.0655468060936422, 0.0216406426290741, -0.0396454322914572, -0.0474243800237684, -0.0576300648644681, -0.0071827409377212, -0.0288214157374499, 0.0084762221200582, -0.0450877126158081, -0.0012793151732168, -0.0726566519621821, -0.0047974434254176, 0.0381970644305602, 0.0145423711995591, -0.0188167870776418, 0.0006160672053443, 0.1085161278106754, -0.0233643233338053, -0.046914454961428, -0.0001416322418515, 0.1142027338079728, -0.0543956809827511, -0.0262976325687857, -0.0407627623261857, 0.0123999983067709, 0.0757497137956066, 0.0147248987222637, -0.0654361498588181, 0.0093564243638011, 0.1363514303503508, -0.0213991713559146, -0.0180349391090475, -0.0380003639768766, -0.0189195035327935, 0.1073590075339255, 0.0172314648761668, -0.0779931154539379, -0.0081259320034081, 0.0954298635933683, -0.0524271489887205, 0.0116680618374373, -0.0763088474373355, 0.0202275823896633]|17304.0698321057934663|      0.12500000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[0.0220850501454921, 0.0669822020760766, 0.0173584023325389, 0.0033162307692444, -0.0006605890999166, -0.02298629306002, -0.0413248988672451, -0.0691950290247788, -0.0134958503870139, 0.0281889102551965, -0.0421877068998616, 0.0007661896225083, -0.0245579949439817, 0.040164285448187, -0.0767450324858253, 0.021339365394908, -0.0377044230128229, -0.0532352156429034, -0.0444096373117499, -0.0225167456033208, -0.0347482536959304, -0.0191514316767057, -0.0446643957760502, 0.0198051516257705, -0.0691906145614896, -0.0174341049753756, 0.0415228288869241, 0.0162456828566748, -0.0356429186852239, -0.019504296740634, 0.1425710564277395, -0.005718537617992, -0.0556672479739621, -0.0293271794994473, 0.1608713470370896, -0.048832359723665, -0.0314951382627791, -0.0591452944784355, 0.0007909639089163, 0.1148859265964543, 0.0336157524297099, -0.0735178143058173, 0.0096004097243379, 0.1776262743453158, -0.0062418465463338, -0.0125338228964959, -0.0284738128097409, 0.0007340232846341, 0.13674674077586, 0.0269796661838954, -0.0820240176946173, 0.0013721801972231, 0.109608521366926, -0.0353423916308825, 0.0231934690328702, -0.0697150749441407, 0.0250867783283819]|5605.8668111639444760|      0.25000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[0.0220850501454921, 0.0669822020760766, 0.0173584023325389, 0.0033162307692444, -0.0006605890999166, -0.02298629306002, -0.0413248988672451, -0.0691950290247788, -0.0134958503870139, 0.0281889102551965, -0.0421877068998616, 0.0007661896225083, -0.0245579949439817, 0.040164285448187, -0.0767450324858253, 0.021339365394908, -0.0377044230128229, -0.0532352156429034, -0.0444096373117499, -0.0225167456033208, -0.0347482536959304, -0.0191514316767057, -0.0446643957760502, 0.0198051516257705, -0.0691906145614896, -0.0174341049753756, 0.0415228288869241, 0.0162456828566748, -0.0356429186852239, -0.019504296740634, 0.1425710564277395, -0.005718537617992, -0.0556672479739621, -0.0293271794994473, 0.1608713470370896, -0.048832359723665, -0.0314951382627791, -0.0591452944784355, 0.0007909639089163, 0.1148859265964543, 0.0336157524297099, -0.0735178143058173, 0.0096004097243379, 0.1776262743453158, -0.0062418465463338, -0.0125338228964959, -0.0284738128097409, 0.0007340232846341, 0.13674674077586, 0.0269796661838954, -0.0820240176946173, 0.0013721801972231, 0.109608521366926, -0.0353423916308825, 0.0231934690328702, -0.0697150749441407, 0.0250867783283819]|5605.8668111639444760|      0.12500000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
