k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[81, 0, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=0
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[162, 0, 2, 12]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[243, 0, 3, 18]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[324, 0, 4, 24]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[405, 0, 5, 30]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       6|[0.6859558007237284, 0.0199836160121994, 0.6681449198303405, 0.0200570941539679, 0.6160073401949725, 0.0237992124540967, 1.3280828265351674, 0.0215240835405946, 0.0033070238970714, 0.0148164338349141, 1.2507711117847418, 0.0165821314017323, 0.2339575258304552, 0.0179054139384363, 1.2321862729055602, 0.0203870411287717, 4.594847189706962, 0.0377118107778092, 4.450574709083261, 0.0395228968713647, 0.0810905536348042, 0.0166439877605941, 0.2468215143853288, 0.0216444502006423, 0.7184217033555708, 0.0191774142582389, 0.2067506673028356, 0.0169280462076346, -0.0651471869791805, 0.0217129895005437, 1.4014798940487914, 0.0199310234957443, 0.2445261226699562, 0.0198709201925302, 0.0653142603778732, 0.0197608081432596, 0.0217495250188464, 0.0167517890716515, 0.4240808796122451, 0.0219447703012621, 0.2685591568866798, 0.0222290547660144, 0.8381344136941676, 0.0217190382189361, 1.030816311523316, 0.0215107585649224, 0.8000088847446605, 0.0217798225378778, 0.2444122861120604, 0.0187893854905831, 0.5029874488492546, 0.0191759384311531, 0.2769952597944595, 0.0220777112557103, 0.386318820919931, 0.0164297735503795, 0.1680584342040295, 0.019345666436461, 0.295390095966144, 0.0201151364406825, 0.1839013808119222, 0.0210337841853814, 0.0059529794262896, 0.0213409198590213, 0.1619677504286023, 0.0219947002294681]|346623.4967749460483901|      0.06250000|[486, 0, 6, 36]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       7|[0.6828719384691881, 0.0160192020753607, 0.6719480420321202, 0.020928949295097, 0.6297486945696582, 0.0259350953676172, 1.3316109488482282, 0.0326927007954262, -0.0043763808214098, 0.0196653799631387, 1.256602823721299, 0.0238217388728218, 0.2450718796771713, 0.0154841284741236, 1.2277480335712017, 0.0460416641979278, 4.599662183463047, 0.0518955364363871, 4.449106819177977, 0.0662694144898263, 0.0766797062982474, 0.0199232107686325, 0.2377189539683135, 0.0182964617138969, 0.732096077438081, 0.0174752134326968, 0.2045428669508732, 0.0197371220162898, -0.0606652512989581, 0.021246025903217, 1.3898154392402708, 0.0282561649836266, 0.2453838258331325, 0.015706076183893, 0.0741566117262502, 0.0173763815619947, 0.0105501268477477, 0.0126927417386659, 0.4217238876693399, 0.0216720936622193, 0.2722569406950993, 0.0153812440770394, 0.8331590672156687, 0.034066624304799, 1.0340566840324594, 0.0259412260464345, 0.7942891957493611, 0.0314092500419777, 0.2520190756189936, 0.0196032867241264, 0.4947029315892, 0.0197884468976317, 0.2675847229107777, 0.0234425377995066, 0.385248571779466, 0.0154954971775819, 0.1685364874055259, 0.0203221789510051, 0.3002616917447304, 0.0277330233712745, 0.1811182867858019, 0.021924001893709, 0.0025857707365946, 0.0199531018954505, 0.1547461895267144, 0.0153010293114099]|287008.0434697711025365|      0.12500000|[567, 0, 7, 42]                                                            |  | used linear model with 81 points | iterate success | actual_k=0
       8|[0.6828719384691881, 0.0160192020753607, 0.6719480420321202, 0.020928949295097, 0.6297486945696582, 0.0259350953676172, 1.3316109488482282, 0.0326927007954262, -0.0043763808214098, 0.0196653799631387, 1.256602823721299, 0.0238217388728218, 0.2450718796771713, 0.0154841284741236, 1.2277480335712017, 0.0460416641979278, 4.599662183463047, 0.0518955364363871, 4.449106819177977, 0.0662694144898263, 0.0766797062982474, 0.0199232107686325, 0.2377189539683135, 0.0182964617138969, 0.732096077438081, 0.0174752134326968, 0.2045428669508732, 0.0197371220162898, -0.0606652512989581, 0.021246025903217, 1.3898154392402708, 0.0282561649836266, 0.2453838258331325, 0.015706076183893, 0.0741566117262502, 0.0173763815619947, 0.0105501268477477, 0.0126927417386659, 0.4217238876693399, 0.0216720936622193, 0.2722569406950993, 0.0153812440770394, 0.8331590672156687, 0.034066624304799, 1.0340566840324594, 0.0259412260464345, 0.7942891957493611, 0.0314092500419777, 0.2520190756189936, 0.0196032867241264, 0.4947029315892, 0.0197884468976317, 0.2675847229107777, 0.0234425377995066, 0.385248571779466, 0.0154954971775819, 0.1685364874055259, 0.0203221789510051, 0.3002616917447304, 0.0277330233712745, 0.1811182867858019, 0.021924001893709, 0.0025857707365946, 0.0199531018954505, 0.1547461895267144, 0.0153010293114099]|287008.0434697711025365|      0.06250000|[648, 0, 8, 48]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
       9|[0.6828719384691881, 0.0160192020753607, 0.6719480420321202, 0.020928949295097, 0.6297486945696582, 0.0259350953676172, 1.3316109488482282, 0.0326927007954262, -0.0043763808214098, 0.0196653799631387, 1.256602823721299, 0.0238217388728218, 0.2450718796771713, 0.0154841284741236, 1.2277480335712017, 0.0460416641979278, 4.599662183463047, 0.0518955364363871, 4.449106819177977, 0.0662694144898263, 0.0766797062982474, 0.0199232107686325, 0.2377189539683135, 0.0182964617138969, 0.732096077438081, 0.0174752134326968, 0.2045428669508732, 0.0197371220162898, -0.0606652512989581, 0.021246025903217, 1.3898154392402708, 0.0282561649836266, 0.2453838258331325, 0.015706076183893, 0.0741566117262502, 0.0173763815619947, 0.0105501268477477, 0.0126927417386659, 0.4217238876693399, 0.0216720936622193, 0.2722569406950993, 0.0153812440770394, 0.8331590672156687, 0.034066624304799, 1.0340566840324594, 0.0259412260464345, 0.7942891957493611, 0.0314092500419777, 0.2520190756189936, 0.0196032867241264, 0.4947029315892, 0.0197884468976317, 0.2675847229107777, 0.0234425377995066, 0.385248571779466, 0.0154954971775819, 0.1685364874055259, 0.0203221789510051, 0.3002616917447304, 0.0277330233712745, 0.1811182867858019, 0.021924001893709, 0.0025857707365946, 0.0199531018954505, 0.1547461895267144, 0.0153010293114099]|287008.0434697711025365|      0.03125000|[729, 0, 9, 54]                                                            |  | used linear model with 81 points | iterate failure | actual_k=0
      10|[0.6837693303935133, 0.0206292416989102, 0.6745729048239552, 0.0230169719407522, 0.6340002864915344, 0.0246520057269445, 1.3338027751129573, 0.0409007934979487, -0.0073895082725614, 0.0183595030101045, 1.2582740202210958, 0.0314987347167757, 0.2433380489754686, 0.0155438337750088, 1.2240975620018186, 0.046437343410852, 4.593851413502253, 0.0674603440404953, 4.446157776941957, 0.0713809987669834, 0.0726539724703338, 0.0195272574622892, 0.233479396775746, 0.0199816547341904, 0.7347334526757555, 0.0265007964615541, 0.2039600309217645, 0.0234587708165967, -0.0626475960434011, 0.0199708428522617, 1.3894980111393784, 0.0338437289389694, 0.2437326694129289, 0.0141052992055099, 0.070476655476072, 0.011936848702652, 0.0103055029931536, 0.0113705932754898, 0.424031253780622, 0.0235545413631827, 0.2774836239674409, 0.0154299142038136, 0.8291970879189674, 0.0343548402600725, 1.0343172499919124, 0.0311597653323315, 0.7911903792635291, 0.0336044036781398, 0.2507548526414132, 0.026094186700167, 0.4911725785184461, 0.0209945725743178, 0.2658381421669372, 0.0262454677753223, 0.3845747689901641, 0.0168991794701375, 0.1701057963120269, 0.0191956871171015, 0.3047629026934163, 0.0267883354084106, 0.1824686522878341, 0.0175090722741623, 0.0045847787913568, 0.0175999831856161, 0.1537328299613966, 0.0170834513305988]|265226.8556618687580340|      0.06250000|[810, 0, 10, 60]                                                           |  | used linear model with 81 points | iterate success | actual_k=0
      11|[0.6837693303935133, 0.0206292416989102, 0.6745729048239552, 0.0230169719407522, 0.6340002864915344, 0.0246520057269445, 1.3338027751129573, 0.0409007934979487, -0.0073895082725614, 0.0183595030101045, 1.2582740202210958, 0.0314987347167757, 0.2433380489754686, 0.0155438337750088, 1.2240975620018186, 0.046437343410852, 4.593851413502253, 0.0674603440404953, 4.446157776941957, 0.0713809987669834, 0.0726539724703338, 0.0195272574622892, 0.233479396775746, 0.0199816547341904, 0.7347334526757555, 0.0265007964615541, 0.2039600309217645, 0.0234587708165967, -0.0626475960434011, 0.0199708428522617, 1.3894980111393784, 0.0338437289389694, 0.2437326694129289, 0.0141052992055099, 0.070476655476072, 0.011936848702652, 0.0103055029931536, 0.0113705932754898, 0.424031253780622, 0.0235545413631827, 0.2774836239674409, 0.0154299142038136, 0.8291970879189674, 0.0343548402600725, 1.0343172499919124, 0.0311597653323315, 0.7911903792635291, 0.0336044036781398, 0.2507548526414132, 0.026094186700167, 0.4911725785184461, 0.0209945725743178, 0.2658381421669372, 0.0262454677753223, 0.3845747689901641, 0.0168991794701375, 0.1701057963120269, 0.0191956871171015, 0.3047629026934163, 0.0267883354084106, 0.1824686522878341, 0.0175090722741623, 0.0045847787913568, 0.0175999831856161, 0.1537328299613966, 0.0170834513305988]|265226.8556618687580340|      0.03125000|[891, 0, 11, 66]                                                           |  | used linear model with 81 points | iterate failure | actual_k=0
