k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.647972137063253, -1.219352784934938, 0.0646118557633424, -0.1602031298444064, 0.5399734368858967, -0.1158488285408146, -0.6635995905025415]|53907.0976562500000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[9.647972137063253, -1.219352784934938, 0.0646118557633424, -0.1602031298444064, 0.5399734368858967, -0.1158488285408146, -0.6635995905025415]|53907.0976562500000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[9.51461904643086, -1.485337445115261, 0.3893252364031393, -1.0027077787765006, 0.4021249190020287, -0.09827525831251, -0.3862817106687997]|39712.0273437500000000|      2.00000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[9.51461904643086, -1.485337445115261, 0.3893252364031393, -1.0027077787765006, 0.4021249190020287, -0.09827525831251, -0.3862817106687997]|39712.0273437500000000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[9.51461904643086, -1.485337445115261, 0.3893252364031393, -1.0027077787765006, 0.4021249190020287, -0.09827525831251, -0.3862817106687997]|39712.0273437500000000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.51461904643086, -1.485337445115261, 0.3893252364031393, -1.0027077787765006, 0.4021249190020287, -0.09827525831251, -0.3862817106687997]|39712.0273437500000000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[9.525972433884215, -1.4929497718759952, 0.3834152733410964, -1.1174915811933837, 0.3818684942955055, -0.10100953805973, -0.1656346959907806]|21006.1230468750000000|      0.50000000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[9.525972433884215, -1.4929497718759952, 0.3834152733410964, -1.1174915811933837, 0.3818684942955055, -0.10100953805973, -0.1656346959907806]|21006.1230468750000000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[9.525972433884215, -1.4929497718759952, 0.3834152733410964, -1.1174915811933837, 0.3818684942955055, -0.10100953805973, -0.1656346959907806]|21006.1230468750000000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.525972433884215, -1.4929497718759952, 0.3834152733410964, -1.1174915811933837, 0.3818684942955055, -0.10100953805973, -0.1656346959907806]|21006.1230468750000000|      0.06250000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
