k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.95395667063846, 9.470319005264225, 9.768157442425062, 9.381166697305494, 0.2174663639021788, 0.383749278541515, -0.0157285647723482, -0.2929332887375184]|1575.1815219158038417|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[8.882774907624544, 8.577469465033921, 9.285086694170369, 8.159390711892975, 0.7084312572791862, 0.1334127856472817, 0.0270254588173983, -0.1388144060188137]|1478.1202288816484725|      4.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[7.313276760738282, 5.8912036132149534, 10.985292711879989, 6.3829493634490975, 0.8486794994075701, -0.2809835433160794, 0.3136649603754303, -0.1643268034550801]|972.5160481048510519|      8.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[5.077378990747465, 6.583997993567955, 4.691600457476903, 3.172036495623782, 2.127500281034976, 1.010328558664592, 0.7806508005420948, 2.0894096850550046]|272.7421572110000625|     16.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[5.077378990747465, 6.583997993567955, 4.691600457476903, 3.172036495623782, 2.127500281034976, 1.010328558664592, 0.7806508005420948, 2.0894096850550046]|272.7421572110000625|      8.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[5.077378990747465, 6.583997993567955, 4.691600457476903, 3.172036495623782, 2.127500281034976, 1.010328558664592, 0.7806508005420948, 2.0894096850550046]|272.7421572110000625|      4.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[2.722381701328717, 5.196627996388113, 5.296948645882015, 2.2206391445269906, 0.33625306531749, 0.12705407041362, 0.9816943402216873, 3.8861929203448504]|170.5835658766049221|      8.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       8|[2.722381701328717, 5.196627996388113, 5.296948645882015, 2.2206391445269906, 0.33625306531749, 0.12705407041362, 0.9816943402216873, 3.8861929203448504]|170.5835658766049221|      4.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[2.722381701328717, 5.196627996388113, 5.296948645882015, 2.2206391445269906, 0.33625306531749, 0.12705407041362, 0.9816943402216873, 3.8861929203448504]|170.5835658766049221|      2.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[2.95088822717081, 3.8542384904088287, 4.03820216531091, 2.886955114872829, 0.1112119869576077, 0.2155945176255182, 0.7390717384512534, 3.883569456128331]|147.6205110542552461|      4.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[2.95088822717081, 3.8542384904088287, 4.03820216531091, 2.886955114872829, 0.1112119869576077, 0.2155945176255182, 0.7390717384512534, 3.883569456128331]|147.6205110542552461|      2.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[2.055963316404851, 4.12091985531754, 4.941065680723623, 2.7941127822479053, -0.0459523460018325, 1.1883351092227885, 0.8122379488909981, 2.7312109845299224]|134.6353067823158085|      4.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[0.3714505063365836, 2.184466602942474, 3.2088711016599536, 2.5439490540041687, -0.0971153190699202, 2.0176502253657542, -1.5603643264811298, 2.558402782646493]|104.3560958656507864|      8.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[0.3714505063365836, 2.184466602942474, 3.2088711016599536, 2.5439490540041687, -0.0971153190699202, 2.0176502253657542, -1.5603643264811298, 2.558402782646493]|104.3560958656507864|      4.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-0.2419053969742061, 2.5356870014631068, 0.4799653772792438, 1.113359256498625, -2.374305597453821, 1.1978349730113118, -1.61716812071533, 2.9405099184782166]| 18.9935685035364443|      8.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[-0.2419053969742061, 2.5356870014631068, 0.4799653772792438, 1.113359256498625, -2.374305597453821, 1.1978349730113118, -1.61716812071533, 2.9405099184782166]| 18.9935685035364443|      4.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-0.2419053969742061, 2.5356870014631068, 0.4799653772792438, 1.113359256498625, -2.374305597453821, 1.1978349730113118, -1.61716812071533, 2.9405099184782166]| 18.9935685035364443|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-1.0005268797429774, 1.7045202408847602, -0.5993395109564343, 1.5253805598765902, -2.962443132579009, 0.2362508114011739, -1.830497859617934, 2.652525147697112]| 12.5510856553104038|      4.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[-1.0005268797429774, 1.7045202408847602, -0.5993395109564343, 1.5253805598765902, -2.962443132579009, 0.2362508114011739, -1.830497859617934, 2.652525147697112]| 12.5510856553104038|      2.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-1.0005268797429774, 1.7045202408847602, -0.5993395109564343, 1.5253805598765902, -2.962443132579009, 0.2362508114011739, -1.830497859617934, 2.652525147697112]| 12.5510856553104038|      1.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-1.085068418370759, 1.6841378306292043, -0.3319276654269359, 1.320007032762219, -2.3395092402725477, 0.815492724390329, -2.021700465971917, 2.996942975641256]|  8.8295416916962992|      2.00000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[-1.085068418370759, 1.6841378306292043, -0.3319276654269359, 1.320007032762219, -2.3395092402725477, 0.815492724390329, -2.021700465971917, 2.996942975641256]|  8.8295416916962992|      1.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[-1.085068418370759, 1.6841378306292043, -0.3319276654269359, 1.320007032762219, -2.3395092402725477, 0.815492724390329, -2.021700465971917, 2.996942975641256]|  8.8295416916962992|      0.50000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
