k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[31, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.9965155803443341, -1.1376689966920548, -1.3099699110559009, -1.0846410364858678, -1.1307223075056856, -1.183398500143371, -1.1772322276163965, -0.9150028719590155, -1.1856092813895711, -0.9369147862128262]|  0.5447905659675598|      1.00000000|[61, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.9965155803443341, -1.1376689966920548, -1.3099699110559009, -1.0846410364858678, -1.1307223075056856, -1.183398500143371, -1.1772322276163965, -0.9150028719590155, -1.1856092813895711, -0.9369147862128262]|  0.5447905659675598|      0.50000000|[91, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.9965155803443341, -1.1376689966920548, -1.3099699110559009, -1.0846410364858678, -1.1307223075056856, -1.183398500143371, -1.1772322276163965, -0.9150028719590155, -1.1856092813895711, -0.9369147862128262]|  0.5447905659675598|      0.25000000|[121, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0449175561609028, -1.0833013548356447, -1.18453371997908, -1.0762370942057358, -1.1828815124153271, -1.177368922683611, -1.2169495246800086, -1.0257658446588331, -1.3385523845069893, -0.9743595844983389]|  0.1460245698690414|      0.50000000|[151, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[1.0449175561609028, -1.0833013548356447, -1.18453371997908, -1.0762370942057358, -1.1828815124153271, -1.177368922683611, -1.2169495246800086, -1.0257658446588331, -1.3385523845069893, -0.9743595844983389]|  0.1460245698690414|      0.25000000|[181, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.0449175561609028, -1.0833013548356447, -1.18453371997908, -1.0762370942057358, -1.1828815124153271, -1.177368922683611, -1.2169495246800086, -1.0257658446588331, -1.3385523845069893, -0.9743595844983389]|  0.1460245698690414|      0.12500000|[211, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.0544291093183285, -1.1450268793955747, -1.1868267176475389, -1.074701683127395, -1.1834274806554441, -1.1130269561997004, -1.2189107063626998, -0.9939972941752354, -1.2736780024680576, -0.9258321135343857]|  0.0109102660790086|      0.25000000|[241, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[1.0544291093183285, -1.1450268793955747, -1.1868267176475389, -1.074701683127395, -1.1834274806554441, -1.1130269561997004, -1.2189107063626998, -0.9939972941752354, -1.2736780024680576, -0.9258321135343857]|  0.0109102660790086|      0.12500000|[271, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.0544291093183285, -1.1450268793955747, -1.1868267176475389, -1.074701683127395, -1.1834274806554441, -1.1130269561997004, -1.2189107063626998, -0.9939972941752354, -1.2736780024680576, -0.9258321135343857]|  0.0109102660790086|      0.06250000|[301, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[1.0544291093183285, -1.1450268793955747, -1.1868267176475389, -1.074701683127395, -1.1834274806554441, -1.1130269561997004, -1.2189107063626998, -0.9939972941752354, -1.2736780024680576, -0.9258321135343857]|  0.0109102660790086|      0.03125000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[1.0732114117006955, -1.1548246320560127, -1.1767680626138592, -1.07615256511841, -1.1809480630645393, -1.100696990434551, -1.2087648354873066, -0.9994838410725297, -1.2805916699169908, -0.9350784534996447]|  0.0048298691399395|      0.06250000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[1.0732114117006955, -1.1548246320560127, -1.1767680626138592, -1.07615256511841, -1.1809480630645393, -1.100696990434551, -1.2087648354873066, -0.9994838410725297, -1.2805916699169908, -0.9350784534996447]|  0.0048298691399395|      0.03125000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[1.0826214862266312, -1.1444447545701026, -1.1601432111464278, -1.076893026330356, -1.1815481615228602, -1.0949635399110915, -1.2223958036635474, -1.0157966906517186, -1.2833608861349832, -0.9383224765161663]|  0.0026754306163639|      0.06250000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[1.0826214862266312, -1.1444447545701026, -1.1601432111464278, -1.076893026330356, -1.1815481615228602, -1.0949635399110915, -1.2223958036635474, -1.0157966906517186, -1.2833608861349832, -0.9383224765161663]|  0.0026754306163639|      0.03125000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[1.0957467531420844, -1.1470749976398644, -1.1625210000974617, -1.0839294940625697, -1.1739526656827748, -1.0810841291461777, -1.211464662291006, -1.0148655841319094, -1.266442740792325, -0.9475580532831556]|  0.0012877658009529|      0.06250000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[1.0957467531420844, -1.1470749976398644, -1.1625210000974617, -1.0839294940625697, -1.1739526656827748, -1.0810841291461777, -1.211464662291006, -1.0148655841319094, -1.266442740792325, -0.9475580532831556]|  0.0012877658009529|      0.03125000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[1.107768682031876, -1.1402476758004139, -1.1517913440885679, -1.0891576542863637, -1.183575405720533, -1.079587825247648, -1.2267305824083268, -1.0267992333791065, -1.270884894375113, -0.9599247482275151]|  0.0009805448353291|      0.06250000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[1.107768682031876, -1.1402476758004139, -1.1517913440885679, -1.0891576542863637, -1.183575405720533, -1.079587825247648, -1.2267305824083268, -1.0267992333791065, -1.270884894375113, -0.9599247482275151]|  0.0009805448353291|      0.03125000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
