k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[81, 0, 0, 5]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[241, 0, 0, 15]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0146279886665122, 0.0162602083281721, 0.0053261236802348, 0.0254640116615333, 0.4322875908437631, 0.0210031390094826, 0.8031259505271716, -0.0022158441512607, 0.2187571355702304, 0.0227157510572191, 2.6903499567317755, 0.0280860677006087, 0.80401107423141, 0.0224786521934348, 2.271615737505176, 0.0263871024146065, 14.356180645015234, 0.0427705102008369, 12.16230325504942, 0.0304127672340498, 0.2830687245688638, 0.0221257482190476, 0.2422605971112199, 0.0268704851139164, 1.1708984017653363, 0.0207235825828459, 0.1659468109851628, 0.0282842542102598, 0.1131732515372666, 0.0194684616496381, 3.7401642454928457, 0.0333666924944004, 0.8293040726543758, 0.0106495757800047, 0.1517455285684834, 0.0257895440086425, 0.3979454724847316, 0.0116525927652565, 0.9159902673041208, 0.0219158901979561, 0.2538836591910298, 0.0159624121061834, 2.064311157635731, 0.0305968765530646, 1.949267357957955, 0.0170146278413063, 1.4747220917697819, 0.0296954408715693, 0.4802173010341607, 0.0233477893061553, 0.5006914143075967, 0.0258351558830776, 0.3295184440650865, 0.0300454240677784, 0.8442816192739357, 0.0360164904869087, 0.4592936477143831, 0.0249554142791791, 0.4915837058263124, 0.0345043089234844, 0.9827499060702344, 0.0063235303199923, -0.0142989329801525, 0.0250811384043601, 0.2731551779407737, 0.0131648749875786]|2316312.7500000000000000|      0.12500000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | iterate success | actual_k=0
       6|[1.0146279886665122, 0.0162602083281721, 0.0053261236802348, 0.0254640116615333, 0.4322875908437631, 0.0210031390094826, 0.8031259505271716, -0.0022158441512607, 0.2187571355702304, 0.0227157510572191, 2.6903499567317755, 0.0280860677006087, 0.80401107423141, 0.0224786521934348, 2.271615737505176, 0.0263871024146065, 14.356180645015234, 0.0427705102008369, 12.16230325504942, 0.0304127672340498, 0.2830687245688638, 0.0221257482190476, 0.2422605971112199, 0.0268704851139164, 1.1708984017653363, 0.0207235825828459, 0.1659468109851628, 0.0282842542102598, 0.1131732515372666, 0.0194684616496381, 3.7401642454928457, 0.0333666924944004, 0.8293040726543758, 0.0106495757800047, 0.1517455285684834, 0.0257895440086425, 0.3979454724847316, 0.0116525927652565, 0.9159902673041208, 0.0219158901979561, 0.2538836591910298, 0.0159624121061834, 2.064311157635731, 0.0305968765530646, 1.949267357957955, 0.0170146278413063, 1.4747220917697819, 0.0296954408715693, 0.4802173010341607, 0.0233477893061553, 0.5006914143075967, 0.0258351558830776, 0.3295184440650865, 0.0300454240677784, 0.8442816192739357, 0.0360164904869087, 0.4592936477143831, 0.0249554142791791, 0.4915837058263124, 0.0345043089234844, 0.9827499060702344, 0.0063235303199923, -0.0142989329801525, 0.0250811384043601, 0.2731551779407737, 0.0131648749875786]|2316312.7500000000000000|      0.06250000|[465, 0, 0, 29]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[1.0146279886665122, 0.0162602083281721, 0.0053261236802348, 0.0254640116615333, 0.4322875908437631, 0.0210031390094826, 0.8031259505271716, -0.0022158441512607, 0.2187571355702304, 0.0227157510572191, 2.6903499567317755, 0.0280860677006087, 0.80401107423141, 0.0224786521934348, 2.271615737505176, 0.0263871024146065, 14.356180645015234, 0.0427705102008369, 12.16230325504942, 0.0304127672340498, 0.2830687245688638, 0.0221257482190476, 0.2422605971112199, 0.0268704851139164, 1.1708984017653363, 0.0207235825828459, 0.1659468109851628, 0.0282842542102598, 0.1131732515372666, 0.0194684616496381, 3.7401642454928457, 0.0333666924944004, 0.8293040726543758, 0.0106495757800047, 0.1517455285684834, 0.0257895440086425, 0.3979454724847316, 0.0116525927652565, 0.9159902673041208, 0.0219158901979561, 0.2538836591910298, 0.0159624121061834, 2.064311157635731, 0.0305968765530646, 1.949267357957955, 0.0170146278413063, 1.4747220917697819, 0.0296954408715693, 0.4802173010341607, 0.0233477893061553, 0.5006914143075967, 0.0258351558830776, 0.3295184440650865, 0.0300454240677784, 0.8442816192739357, 0.0360164904869087, 0.4592936477143831, 0.0249554142791791, 0.4915837058263124, 0.0345043089234844, 0.9827499060702344, 0.0063235303199923, -0.0142989329801525, 0.0250811384043601, 0.2731551779407737, 0.0131648749875786]|2316312.7500000000000000|      0.03125000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[1.012120292569289, 0.0153616563075411, 0.0081519359609332, 0.031090771120427, 0.4352219746761218, 0.0219775229635229, 0.8080881371092284, 0.0019194293775725, 0.2110386256871152, 0.0153501887427549, 2.691337540595433, 0.0304163023344544, 0.8041748774231983, 0.0198700851947759, 2.271405114230806, 0.0250411933644002, 14.35894910953821, 0.0477204187872683, 12.160741592183067, 0.0326064970991695, 0.2858293907984628, 0.0218440165959123, 0.2416175813728743, 0.024970568847599, 1.1783337661675273, 0.0244786369953598, 0.1640855259996946, 0.0311596703834307, 0.1125256522604497, 0.0210207289322393, 3.7403469937564093, 0.0323123250448726, 0.8367372914962729, 0.010952025235158, 0.149497906455379, 0.0253176757307168, 0.3947178026231859, 0.011941103000057, 0.9163918763695567, 0.0222365464786826, 0.2550241923584191, 0.0098853547165513, 2.059966209972355, 0.034204233595982, 1.9463229455088495, 0.017932647580448, 1.4755067636789154, 0.0321465709042114, 0.4751093105714994, 0.033865965196065, 0.5008998986618896, 0.0185395146894872, 0.3371233869206985, 0.0229716101068674, 0.8470302179095254, 0.0398523091971967, 0.4546607245044947, 0.0216144547670022, 0.4958391940774178, 0.039137952907657, 0.9789041810571075, 0.0125225297808929, -0.0114438560402577, 0.0259418227223319, 0.2731319810236582, 0.0120288475397745]|2223321.7500000000000000|      0.06250000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[1.0200709950942277, 0.0084787735242173, 0.0141863493195681, 0.0262154864761786, 0.4287767333355466, 0.0195711334755783, 0.7961097656882642, 0.0015262890476166, 0.2036074330923743, 0.0185902018614772, 2.6965322335170367, 0.0462915738709003, 0.8009951814135421, 0.0386723161598842, 2.2712145984073917, 0.0382934213570283, 14.359279119909807, 0.0409737710424719, 12.161184842501346, 0.0537400318151949, 0.2784607109218011, 0.02116732483866, 0.2295026602199076, 0.0283864708892487, 1.1806380526372129, 0.0152710227798017, 0.1662774805257122, 0.0157027460383203, 0.1030799461426477, 0.0311167345975911, 3.746238077229378, 0.0260673752394993, 0.8459106321886272, 0.0217451387522969, 0.1449098286242023, 0.0187615667674255, 0.3966654190059575, 0.0185507121034182, 0.9212086294523981, 0.030911352478881, 0.258314993102544, 0.0111329845121151, 2.0610818204406742, 0.0407064002596339, 1.9449791005914125, 0.0122991865625827, 1.4756298087122974, 0.0447593216259202, 0.4643520358557548, 0.0382670088544961, 0.5126555309473475, 0.0133969570422422, 0.336888859305857, 0.0221855473000883, 0.8511090409675649, 0.0350039720126794, 0.4605574920782499, 0.0220821141959943, 0.4923770770792397, 0.0484973843575025, 0.9687427404714074, 0.0180891778826837, -0.0136000900759218, 0.0251617772359736, 0.264185879977729, 0.0135687855190923]|2125098.2500000000000000|      0.12500000|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[1.0200709950942277, 0.0084787735242173, 0.0141863493195681, 0.0262154864761786, 0.4287767333355466, 0.0195711334755783, 0.7961097656882642, 0.0015262890476166, 0.2036074330923743, 0.0185902018614772, 2.6965322335170367, 0.0462915738709003, 0.8009951814135421, 0.0386723161598842, 2.2712145984073917, 0.0382934213570283, 14.359279119909807, 0.0409737710424719, 12.161184842501346, 0.0537400318151949, 0.2784607109218011, 0.02116732483866, 0.2295026602199076, 0.0283864708892487, 1.1806380526372129, 0.0152710227798017, 0.1662774805257122, 0.0157027460383203, 0.1030799461426477, 0.0311167345975911, 3.746238077229378, 0.0260673752394993, 0.8459106321886272, 0.0217451387522969, 0.1449098286242023, 0.0187615667674255, 0.3966654190059575, 0.0185507121034182, 0.9212086294523981, 0.030911352478881, 0.258314993102544, 0.0111329845121151, 2.0610818204406742, 0.0407064002596339, 1.9449791005914125, 0.0122991865625827, 1.4756298087122974, 0.0447593216259202, 0.4643520358557548, 0.0382670088544961, 0.5126555309473475, 0.0133969570422422, 0.336888859305857, 0.0221855473000883, 0.8511090409675649, 0.0350039720126794, 0.4605574920782499, 0.0220821141959943, 0.4923770770792397, 0.0484973843575025, 0.9687427404714074, 0.0180891778826837, -0.0136000900759218, 0.0251617772359736, 0.264185879977729, 0.0135687855190923]|2125098.2500000000000000|      0.06250000|[689, 0, 0, 43]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
