k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.25000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.9767978407902578, 0.9329520625022603, 0.9058054435135956, 0.9803827241543402, 0.9565925906106925, 0.9964839970582475, 0.9753172859901212, 0.949017009544281, 1.0276432902938386, 1.018556779524093, 1.0700565812601903, 0.8426823451242058, 1.0048700410671838, 0.9140545479436435, 0.9961157576249738, 0.9711207672072825, 1.0121764023590403, 1.0262857164172192, 0.9742820383653295, 0.9701990243469617, 1.0363298591280528, 1.0192465734416294]|  1.4720557928085327|      0.50000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.9767978407902578, 0.9329520625022603, 0.9058054435135956, 0.9803827241543402, 0.9565925906106925, 0.9964839970582475, 0.9753172859901212, 0.949017009544281, 1.0276432902938386, 1.018556779524093, 1.0700565812601903, 0.8426823451242058, 1.0048700410671838, 0.9140545479436435, 0.9961157576249738, 0.9711207672072825, 1.0121764023590403, 1.0262857164172192, 0.9742820383653295, 0.9701990243469617, 1.0363298591280528, 1.0192465734416294]|  1.4720557928085327|      0.25000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[0.8755764903458653, 0.8835082670710775, 0.8524663106336532, 0.9218963461794805, 0.9355294458160862, 0.9304301252905409, 0.9256136088559107, 0.978534018645449, 0.9793970466363362, 1.0447933216462282, 1.1169404453886482, 0.7388214367928411, 0.951368698519146, 0.8708747228288313, 0.9378348704977552, 0.9345166375945941, 0.9841482997775203, 1.015949042673907, 0.9782844985862058, 0.9338118032458628, 1.0891598134658274, 0.9491950266675858]|  1.4194817543029785|      0.50000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.8755764903458653, 0.8835082670710775, 0.8524663106336532, 0.9218963461794805, 0.9355294458160862, 0.9304301252905409, 0.9256136088559107, 0.978534018645449, 0.9793970466363362, 1.0447933216462282, 1.1169404453886482, 0.7388214367928411, 0.951368698519146, 0.8708747228288313, 0.9378348704977552, 0.9345166375945941, 0.9841482997775203, 1.015949042673907, 0.9782844985862058, 0.9338118032458628, 1.0891598134658274, 0.9491950266675858]|  1.4194817543029785|      0.25000000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.8668530248536123, 0.886305065180183, 0.8020246327126218, 0.917671180249705, 0.927047433863992, 0.9199390108174222, 0.8403409138518211, 0.8667839426692819, 0.9762473407233125, 1.0302287264401424, 1.1071032853903737, 0.6437770606010847, 0.9476510073588854, 0.82133225139688, 0.8870615372312946, 0.8653722949283564, 0.9402531865795491, 0.89848106122574, 0.9621007770846782, 0.8738888575060048, 1.1073568576355146, 0.9204960473264576]|  1.3744734525680542|      0.50000000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[0.8668530248536123, 0.886305065180183, 0.8020246327126218, 0.917671180249705, 0.927047433863992, 0.9199390108174222, 0.8403409138518211, 0.8667839426692819, 0.9762473407233125, 1.0302287264401424, 1.1071032853903737, 0.6437770606010847, 0.9476510073588854, 0.82133225139688, 0.8870615372312946, 0.8653722949283564, 0.9402531865795491, 0.89848106122574, 0.9621007770846782, 0.8738888575060048, 1.1073568576355146, 0.9204960473264576]|  1.3744734525680542|      0.25000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.8370531886443301, 0.8729573899923908, 0.7606138030781247, 0.8884852943238671, 0.9191771776726774, 0.9136620634142835, 0.7615950762369066, 0.8319992116835074, 0.987653886617894, 1.0060287879396552, 1.2046716728092226, 0.5765641575300384, 0.9544239804929482, 0.7613066911835618, 0.9321974222621646, 0.864275397613491, 1.0167386636999542, 0.7925967685379649, 0.8758262891622179, 0.9415641342146607, 1.1448318203073158, 0.9411235311265961]|  1.3403468132019043|      0.50000000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.8370531886443301, 0.8729573899923908, 0.7606138030781247, 0.8884852943238671, 0.9191771776726774, 0.9136620634142835, 0.7615950762369066, 0.8319992116835074, 0.987653886617894, 1.0060287879396552, 1.2046716728092226, 0.5765641575300384, 0.9544239804929482, 0.7613066911835618, 0.9321974222621646, 0.864275397613491, 1.0167386636999542, 0.7925967685379649, 0.8758262891622179, 0.9415641342146607, 1.1448318203073158, 0.9411235311265961]|  1.3403468132019043|      0.25000000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.869442512095612, 0.8620787239393658, 0.7468475082671525, 0.8324005257969206, 0.8451041560427902, 0.8694944075202963, 0.6883173745676537, 0.7846189578544212, 0.9653697820090972, 0.9557159284537378, 1.168786416163659, 0.4128253583018979, 1.0072953965971767, 0.7567414086640812, 0.9360752606638552, 0.8675373934878796, 0.9912207870713167, 0.7377651233021444, 0.8832022614409624, 0.8925495643290567, 1.198122291512737, 0.9363200648928753]|  1.2830812931060791|      0.50000000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
