k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1421575862327069, -0.1935800186498916, 0.9977659449885538, 0.3417062830412672, 0.8747848807212231, 0.2976585145594337]|469.2535705566406250|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.1421575862327069, -0.1935800186498916, 0.9977659449885538, 0.3417062830412672, 0.8747848807212231, 0.2976585145594337]|469.2535705566406250|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.1421575862327069, -0.1935800186498916, 0.9977659449885538, 0.3417062830412672, 0.8747848807212231, 0.2976585145594337]|469.2535705566406250|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.5180802680998844, -0.0081294747825847, 0.904835191153481, 0.2860719292011561, 1.101289925600409, 0.1915717983984304]|423.7478637695312500|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[1.2198195750012477, -0.0751972497939575, 1.525712707832806, 0.4281695666806584, 1.413210809013733, 0.2009841254288719]|209.7945404052734375|      2.00000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[1.2198195750012477, -0.0751972497939575, 1.525712707832806, 0.4281695666806584, 1.413210809013733, 0.2009841254288719]|209.7945404052734375|      1.00000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[1.2198195750012477, -0.0751972497939575, 1.525712707832806, 0.4281695666806584, 1.413210809013733, 0.2009841254288719]|209.7945404052734375|      0.50000000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.1033924742056964, 0.1048526074131288, 1.7324670619956934, 0.5812982025494913, 1.752869162364156, 0.0511067087478808]|149.4300689697265625|      1.00000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[1.1033924742056964, 0.1048526074131288, 1.7324670619956934, 0.5812982025494913, 1.752869162364156, 0.0511067087478808]|149.4300689697265625|      0.50000000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[1.1033924742056964, 0.1048526074131288, 1.7324670619956934, 0.5812982025494913, 1.752869162364156, 0.0511067087478808]|149.4300689697265625|      0.25000000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[1.1033924742056964, 0.1048526074131288, 1.7324670619956934, 0.5812982025494913, 1.752869162364156, 0.0511067087478808]|149.4300689697265625|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[1.0688776941037794, 0.0573281665630503, 1.8059785900866328, 0.5848164708479939, 1.6770340422533065, 0.0828536623039555]|145.3229675292968750|      0.25000000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      13|[1.0688776941037794, 0.0573281665630503, 1.8059785900866328, 0.5848164708479939, 1.6770340422533065, 0.0828536623039555]|145.3229675292968750|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[1.0110630921574923, 0.0961224751522855, 1.818977437195523, 0.6165540689533456, 1.7746660524449682, 0.0911734489090157]|139.4320526123046875|      0.25000000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[1.0110630921574923, 0.0961224751522855, 1.818977437195523, 0.6165540689533456, 1.7746660524449682, 0.0911734489090157]|139.4320526123046875|      0.12500000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[1.0365283152700266, 0.0936235515179856, 1.8922015638335707, 0.6583231251454318, 1.8221991894213834, 0.1660363362738351]|134.3795623779296875|      0.25000000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[1.0365283152700266, 0.0936235515179856, 1.8922015638335707, 0.6583231251454318, 1.8221991894213834, 0.1660363362738351]|134.3795623779296875|      0.12500000|[452, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[0.9552460856759117, 0.0976053198612825, 1.9080253497373747, 0.7161885249077041, 1.7656347797774683, 0.2129832802076874]|127.5949783325195312|      0.25000000|[478, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[0.9552460856759117, 0.0976053198612825, 1.9080253497373747, 0.7161885249077041, 1.7656347797774683, 0.2129832802076874]|127.5949783325195312|      0.12500000|[504, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
