k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[99.99543603022482, 0.0833895477579983, 0.2450770373104649, 0.9082275068959018, 99.98919803282965, 0.0675586740837815, 0.2283875417310214, 0.7730070634329242, 99.97105863219083, 0.0083335494743143, 0.2142073574340226, 0.7590396998011817, 99.97951549817935, 0.1579127388749098, 0.3708140374956689, 0.6065936436697327, 100.02632543178649, 0.1825210565296115, 0.4974521455693702, 0.2504514107914001, 99.99904724823342, 0.5693431406203193, 0.669042240315209, 0.0120520645852476, 299.94263412584485, 299.9870636252051, 300.0099581817315, 300.0199777624354, 299.998665061503]|470.5400551677280987|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[99.99543603022482, 0.0833895477579983, 0.2450770373104649, 0.9082275068959018, 99.98919803282965, 0.0675586740837815, 0.2283875417310214, 0.7730070634329242, 99.97105863219083, 0.0083335494743143, 0.2142073574340226, 0.7590396998011817, 99.97951549817935, 0.1579127388749098, 0.3708140374956689, 0.6065936436697327, 100.02632543178649, 0.1825210565296115, 0.4974521455693702, 0.2504514107914001, 99.99904724823342, 0.5693431406203193, 0.669042240315209, 0.0120520645852476, 299.94263412584485, 299.9870636252051, 300.0099581817315, 300.0199777624354, 299.998665061503]|470.5400551677280987|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[99.99543603022482, 0.0833895477579983, 0.2450770373104649, 0.9082275068959018, 99.98919803282965, 0.0675586740837815, 0.2283875417310214, 0.7730070634329242, 99.97105863219083, 0.0083335494743143, 0.2142073574340226, 0.7590396998011817, 99.97951549817935, 0.1579127388749098, 0.3708140374956689, 0.6065936436697327, 100.02632543178649, 0.1825210565296115, 0.4974521455693702, 0.2504514107914001, 99.99904724823342, 0.5693431406203193, 0.669042240315209, 0.0120520645852476, 299.94263412584485, 299.9870636252051, 300.0099581817315, 300.0199777624354, 299.998665061503]|470.5400551677280987|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[99.98888173403726, 0.1126629198970488, 0.2779263869625327, 0.9184840573840213, 99.98098696382837, 0.0597779511767125, 0.2095986763455855, 0.760473041542465, 99.97470063652878, 0.0758334587490367, 0.2541285335479373, 0.7676362465683115, 99.98868122864, 0.0910084621222195, 0.3446551931405886, 0.5822775144933477, 100.01914760027434, 0.1957723317217027, 0.5081778419878823, 0.2506628254644813, 100.00446470788323, 0.5693984681327715, 0.6530754455535096, 0.0070691333099766, 299.9395583171231, 299.98778959121904, 300.00487421903085, 300.0143038395575, 300.00917906250874]|253.3322580781949398|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[99.98888173403726, 0.1126629198970488, 0.2779263869625327, 0.9184840573840213, 99.98098696382837, 0.0597779511767125, 0.2095986763455855, 0.760473041542465, 99.97470063652878, 0.0758334587490367, 0.2541285335479373, 0.7676362465683115, 99.98868122864, 0.0910084621222195, 0.3446551931405886, 0.5822775144933477, 100.01914760027434, 0.1957723317217027, 0.5081778419878823, 0.2506628254644813, 100.00446470788323, 0.5693984681327715, 0.6530754455535096, 0.0070691333099766, 299.9395583171231, 299.98778959121904, 300.00487421903085, 300.0143038395575, 300.00917906250874]|253.3322580781949398|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[99.99935848887178, 0.1702915018731893, 0.30556819614201, 0.9098841677290774, 99.948731219877, 0.1114689873790916, 0.2467004679265938, 0.772280927120097, 99.97910953660983, 0.0533313869986079, 0.2387015823453902, 0.7421621898071771, 99.98639668004908, 0.1237464954387875, 0.3673599776517547, 0.6088805534220171, 100.00984519868877, 0.1694314020147358, 0.4991352256331985, 0.2423553500229864, 100.01881834911411, 0.5956911757592781, 0.6698570238336827, 0.0134503899955804, 299.9420204242796, 300.0027662020779, 300.00639407614096, 300.01216650073775, 300.01435472869275]|213.7529027857218864|      0.25000000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       9|[99.99935848887178, 0.1702915018731893, 0.30556819614201, 0.9098841677290774, 99.948731219877, 0.1114689873790916, 0.2467004679265938, 0.772280927120097, 99.97910953660983, 0.0533313869986079, 0.2387015823453902, 0.7421621898071771, 99.98639668004908, 0.1237464954387875, 0.3673599776517547, 0.6088805534220171, 100.00984519868877, 0.1694314020147358, 0.4991352256331985, 0.2423553500229864, 100.01881834911411, 0.5956911757592781, 0.6698570238336827, 0.0134503899955804, 299.9420204242796, 300.0027662020779, 300.00639407614096, 300.01216650073775, 300.01435472869275]|213.7529027857218864|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
      10|[99.99935848887178, 0.1702915018731893, 0.30556819614201, 0.9098841677290774, 99.948731219877, 0.1114689873790916, 0.2467004679265938, 0.772280927120097, 99.97910953660983, 0.0533313869986079, 0.2387015823453902, 0.7421621898071771, 99.98639668004908, 0.1237464954387875, 0.3673599776517547, 0.6088805534220171, 100.00984519868877, 0.1694314020147358, 0.4991352256331985, 0.2423553500229864, 100.01881834911411, 0.5956911757592781, 0.6698570238336827, 0.0134503899955804, 299.9420204242796, 300.0027662020779, 300.00639407614096, 300.01216650073775, 300.01435472869275]|213.7529027857218864|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[99.9979740101342, 0.1764066028217614, 0.3090955556694839, 0.9084007130424427, 99.95133426636275, 0.1036377317878866, 0.2453678714237491, 0.7706896675143713, 99.98088951979706, 0.0836899229644298, 0.256760019438763, 0.7522688726546527, 99.98098081900379, 0.0885613247798581, 0.346842282925535, 0.5868965826143946, 100.00920862948314, 0.1729667244976884, 0.5059827105338154, 0.2475106937608846, 100.02260087449878, 0.6028770191590754, 0.6747179441731418, 0.0127740414117094, 299.9362176752808, 300.00576549565994, 300.0039899722043, 300.0092012719939, 300.0097088063446]|147.3135615083652397|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
