k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[4.0641168384, 0.02, 4.0641168384, 0.16497222, 0.02, 0.16497222, 1.1602949687, 0.02, 1.1602949687, 0.26776527, 0.02, 0.26776527, 0.31204919, 0.02, 0.31204919, 0.073935213, 0.02, 0.073935213, 0.23024068, 0.02, 0.23024068, 1.3683044425, 0.02, 1.3683044425, 0.25260505, 0.02, 0.25260505, 1.1600613899, 0.02, 1.1600613899, 0.046139967, 0.02, 0.046139967, 0.12450694, 0.02, 0.12450694, 0.29665794, 0.02, 0.29665794, 0.09209888, 0.02, 0.09209888, 0.10680955, 0.02, 0.10680955, 0.53729835, 0.02, 0.53729835, 0.0032518929, 0.02, 0.0032518929, 0.087101117, 0.02, 0.087101117, 0.1011676, 0.02, 0.1011676, 0.025500784, 0.02, 0.025500784, 0.095961864, 0.02, 0.095961864, 0.27293359, 0.02, 0.27293359, 0.39239373, 0.02, 0.39239373, 0.1295583, 0.02, 0.1295583, 0.041123179, 0.02, 0.041123179, 0.29625891, 0.02, 0.29625891, 0.089238179, 0.02, 0.089238179, 0.2772403, 0.02, 0.2772403, 0.05829792, 0.02, 0.05829792, 0.14615847, 0.02, 0.14615847, 0.17082536, 0.02, 0.17082536, 0.13884257, 0.02, 0.13884257, 0.38162104, 0.02, 0.38162104]|150235.7958013504103292|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[4.063002669543539, 0.0465128343243046, 4.062103532664902, 0.1667280004797593, 0.0182008044085987, 0.1608010716284465, 1.1590570065458694, 0.0204312816627767, 1.163531905272532, 0.2681193250286354, 0.0226787554912911, 0.2709114785682133, 0.3153627370386297, 0.0190925220473092, 0.312648384746907, 0.071446451410163, 0.0199304471840424, 0.0754621492827238, 0.2286317681624164, 0.0214552930627279, 0.2313148744582104, 1.3697026944636121, 0.0211921133825033, 1.3687255153991853, 0.2528308283530346, 0.0197384941306746, 0.2517121265791732, 1.1598403341730075, 0.0215026301511701, 1.162009334294687, 0.0453283073772752, 0.0211582307940066, 0.0453031155562972, 0.1274470359698012, 0.0217407589915689, 0.1265296632703879, 0.2985086050695244, 0.0188455476860198, 0.2966991044809347, 0.0945530589963864, 0.019838702404873, 0.0900208266364276, 0.1082376575274018, 0.0208848819875744, 0.1051580846670117, 0.5370856624916315, 0.0179880715638179, 0.5345309393706669, 0.0036741899933845, 0.0205898149158297, 0.0044232252130012, 0.0870443502249657, 0.0197329112442974, 0.0862901729596793, 0.0970853354990665, 0.0189141716830205, 0.1019110717929096, 0.0248023277849624, 0.0204645339581823, 0.0273009586384701, 0.0933117629047998, 0.018899713185609, 0.0913602099126318, 0.2752991638938582, 0.0204769762728283, 0.271757532644019, 0.3935342089055152, 0.0194398964145326, 0.3934625319462274, 0.1289883046529766, 0.0198033992320401, 0.1260987264961523, 0.0395306756926474, 0.0203831634175174, 0.0415747068241845, 0.297077510407435, 0.0166411555817568, 0.2974525505576456, 0.086746092722866, 0.0206517138232665, 0.0890061054860037, 0.2774196513827749, 0.0185302642764617, 0.2775691406269887, 0.0578665212265386, 0.0182959916228743, 0.0563497989645518, 0.1457184678309876, 0.0210692541444076, 0.1460608466932886, 0.1700035413969999, 0.0218606549553732, 0.1695447034689671, 0.1387537813377033, 0.0224967127831784, 0.1395608181896031, 0.3821938020991514, 0.0181117574994875, 0.3808364477263289]|64258.5013885524895159|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[4.059446449635296, 0.0991870533481359, 4.056336863932291, 0.1617851139701926, 0.0102849249647893, 0.1612598246089284, 1.1584513407591792, 0.0220843085824714, 1.164867785719785, 0.2645393338921593, 0.0227498334905564, 0.2733506675781914, 0.3210586180314018, 0.0201408180619389, 0.3081964905381058, 0.0697167010264759, 0.0184738797261103, 0.0759606080569165, 0.227768244561247, 0.0177947876100533, 0.2344589729899773, 1.3703642903634294, 0.0189074563720205, 1.3660292701341492, 0.2507218823242012, 0.0188225838062169, 0.2534276650526528, 1.1681157296532794, 0.0262633168975296, 1.1627135486342446, 0.0460322044211576, 0.0233995123786709, 0.0436100621933225, 0.1226172817518241, 0.0152347886329398, 0.1238587406490469, 0.2988222215949657, 0.0216738016817985, 0.2993652422096428, 0.0932877240785232, 0.0201585927142949, 0.0833333944926013, 0.112831209344141, 0.0239877139916181, 0.1067489791496504, 0.5305484109956241, 0.0228526421382101, 0.5354858252467041, 0.0050665595590611, 0.0198934000362362, 0.0027252709928116, 0.0867173912139843, 0.0213483917616324, 0.0892478292868677, 0.0982473377231065, 0.0197460445998118, 0.0987406646219922, 0.0196112402108634, 0.0225467868470819, 0.0267763957997253, 0.095571154390001, 0.0169339151671461, 0.0893084179151002, 0.2717319428267438, 0.0166961810872392, 0.268918716590164, 0.3942523249859385, 0.0152966366113439, 0.3954553176406019, 0.1227553867960844, 0.0223781340814767, 0.1260841346627698, 0.0509183564830761, 0.0198325725554113, 0.0375843644063611, 0.2947494562333178, 0.0119590637990826, 0.2949501686893712, 0.0873110745758907, 0.0169064995492985, 0.0904428218661924, 0.2758801251943809, 0.0188073975687838, 0.2800500765922014, 0.0613365398707964, 0.0211618641308943, 0.0580607912590244, 0.1458458737521363, 0.0227751413910484, 0.1413784526795196, 0.1692765329009967, 0.0186847798971249, 0.1616320353165886, 0.1366672078517183, 0.0204032222703068, 0.1389819269799651, 0.3851612760114134, 0.0197854822236487, 0.384526802424322]|29737.2664457874416257|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[4.048943714988664, 0.2077373831059602, 4.0603786985372174, 0.1657435295044487, 0.0228631622052604, 0.1692575754499297, 1.1571959758693016, 0.0280744335873114, 1.1512558506007093, 0.2549782825706328, 0.0238120415503888, 0.2617782389014434, 0.3138937815840179, 0.024165973972983, 0.2972847479060723, 0.0645798899489566, 0.0187097916321503, 0.0664731864690593, 0.2397012033257506, 0.0247071533728599, 0.2307709822348811, 1.3782434952918357, 0.0217054303803892, 1.3777752869641477, 0.2541692971259925, 0.0261406187602884, 0.2484057423844548, 1.1670061739283624, 0.0249898073902345, 1.1604813419183104, 0.0404126883328443, 0.0261364817005348, 0.0362017224836889, 0.1212365450744207, 0.0140274198770716, 0.1210080425074103, 0.303816035673851, 0.0275613300732574, 0.3054023108348252, 0.0866500715466439, 0.0230120950762263, 0.0883528957794771, 0.0998205497094641, 0.0231931910940651, 0.1070330611840237, 0.5300989387916853, 0.0274424734467886, 0.5335305278205126, 0.0070242922109796, 0.0149128128501207, 0.0002391574759665, 0.0869538798083336, 0.020069885865646, 0.0945793508904958, 0.1064482955959335, 0.015068691962824, 0.0959048453759197, 0.0141309365549399, 0.0324473782593879, 0.0251130208972346, 0.0902864245652567, 0.0239123896925349, 0.0888944853880647, 0.2677540618767262, 0.013584278478978, 0.2778511750933284, 0.3975560889767059, 0.019341504674662, 0.4001895035628387, 0.1326553764567199, 0.0180668345167905, 0.1217040126526487, 0.0479108318228339, 0.0078746651820969, 0.0399106187401641, 0.3012094846321325, 0.0059181407978188, 0.2944815551724668, 0.0850654699315505, 0.0138052065612467, 0.0753562644356087, 0.2729476627343084, 0.0238476037278134, 0.2885645182425348, 0.0624700527574238, 0.0247485038060576, 0.0626239824937533, 0.1388712762871514, 0.027181961453298, 0.1399993735910643, 0.1803255256938664, 0.0244234897012879, 0.1637531345800333, 0.1376060603308542, 0.0274834676739629, 0.1461281063719455, 0.3742118662453831, 0.019098757839, 0.3875116780994913]|13778.6437831189450662|      0.25000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       9|[4.049842317699831, 0.4071662168185645, 4.0736332250503935, 0.1756754666645507, 0.0187367906731503, 0.1407210149727944, 1.1359030390234057, 0.0350834032369675, 1.149982521831695, 0.2544884591959194, -0.0085890035125848, 0.2833372362589689, 0.2995818632723651, 0.0523573937068092, 0.2989125035742994, 0.0629869272976211, 0.0192461722445076, 0.0451427452342271, 0.233602053663561, 0.0256072679204349, 0.2237776115867557, 1.3732691475424619, 0.0312706595944212, 1.3761025356470178, 0.2258287177454571, 0.0277063930883962, 0.2578436826138052, 1.1586097122652095, 0.0266975074174147, 1.1364733846979096, 0.0432964236917682, 0.0312045847668582, 0.024882075223033, 0.0949417306516488, 0.0046051906426273, 0.1146430782513544, 0.2771058861069314, 0.0357768419096677, 0.2895292312121206, 0.067680609130531, 0.0342282127866517, 0.1014376587641038, 0.098990042711989, 0.0329452195783184, 0.076823883302587, 0.5111507995156518, 0.0226367359048784, 0.5520857155275518, -0.0177153669721386, 0.0028494850077963, -0.0006859967302739, 0.0763022951246466, 0.0165555363904483, 0.0889263971751156, 0.0967903028596323, 0.0196164176464233, 0.0720227110175267, 0.014567889672145, 0.0073762642717558, 0.0546238083440314, 0.0928763870672484, 0.0518536461804339, 0.0823267542051141, 0.2827693942844732, 0.0314446626814969, 0.2572966620398378, 0.4085921620920732, -0.0075548260510779, 0.400315778188038, 0.1149403060464659, 0.0136292311869843, 0.1176343236204497, 0.0485847234124384, 0.0409462765247458, 0.0412737859584267, 0.3049974645030885, 0.0177938528021265, 0.2703571435455669, 0.0920504552341996, 0.0257637329461635, 0.0896189912589206, 0.2731279541861245, 0.0071628560160629, 0.3006404303769648, 0.0860828575301746, 0.0281747367095364, 0.0441938617013903, 0.1335656439544018, 0.0268826742548019, 0.1335653541554622, 0.1571227043350489, 0.0163778014415216, 0.137734730637683, 0.1348722101480897, 0.0419321680367799, 0.1671391721015595, 0.3775556939765108, 0.0367439473649874, 0.3876440737696303]|6720.7775169943242872|      0.50000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[3.9914486124796085, 0.8568037772052544, 4.037245890683799, 0.1818948152119093, -0.0172587840153417, 0.1546825379009624, 1.0965068051706675, 0.0083515614985633, 1.1407754690067748, 0.2374839128444939, -0.044542115406457, 0.291474553045023, 0.2841849014704519, 0.0507236941675059, 0.2826214128837871, 0.0940803839887983, -0.0037658145928618, 0.0317543138709837, 0.2346733173278502, 0.0217810813823118, 0.2248299025141931, 1.3835383687831493, 0.030487806159799, 1.379212632343307, 0.2361206601197206, 0.0190152633081136, 0.2501230606720988, 1.162511723991368, -0.0031540024898201, 1.1313732038435027, 0.0432256552279879, 0.0377849677625313, 0.0492520061991915, 0.0916430581134897, 0.0262033215619425, 0.1209736117154307, 0.2694009654624839, 0.0158143219152845, 0.2982744568723529, 0.0973940077961935, 0.0510749899123094, 0.068976154430614, 0.0926607458106613, 0.0091852692512624, 0.1037547312683068, 0.536803502682526, 0.0310763963422719, 0.5412892263790605, -0.0100941489469775, -0.0198128998232705, -0.0165546773428524, 0.0740833612598435, 0.0498425758022898, 0.1218591696323898, 0.0470094986924847, -0.0221661767821543, 0.0415439225595579, 0.0611379296219016, -0.0026237147012071, 0.0464308427786528, 0.0761532580592105, 0.0265573358302668, 0.0932600446353223, 0.264716179689578, 0.0296246785097709, 0.2777142557610784, 0.4037561921465931, -0.0346386843024636, 0.3722469550844458, 0.0971519001093014, 0.0720740157163633, 0.1022388709278657, 0.0528435419236893, 0.0519520524533398, 0.029633304392248, 0.3353283954527013, -0.0011361397211363, 0.3053468946821691, 0.0838147626603074, 0.0251769242446402, 0.0860862236376356, 0.2731426160007228, 0.0316946104811952, 0.3208835035754385, 0.0515540632474485, -0.0019814012597924, 0.0475003113571316, 0.1368628384856321, 0.0194474765170206, 0.1001673419356768, 0.1422457704391642, -0.0115531856304443, 0.1471673397776656, 0.1246510944602498, 0.0243366349495082, 0.1482306851284633, 0.3673506915555562, 0.0043444598605282, 0.3859415992514494]|2777.9768654923918803|      1.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[3.747718643598868, 1.6334195179181994, 3.99751724344995, 0.2471604425678272, -0.0350717608151357, 0.1294689422375747, 1.1934213802843876, 0.0056784567906053, 1.1477514324814067, 0.2971275105264573, -0.130820961339221, 0.3204183697954957, 0.3402843740000411, 0.1072320359566148, 0.1990884171534372, 0.1170134116720955, 0.0161117793422151, 0.0315142488032047, 0.2098347281684946, 0.0908670871962911, 0.2284373223802442, 1.3977631512434063, -0.0341486958841291, 1.378404692761096, 0.2170897311808364, 0.0406921340977294, 0.1597374099279723, 1.1543693882603911, -0.0263813067006114, 1.240147936539213, 0.0327909103027955, 0.0030922213930301, 0.1578145690662009, 0.1194323088917852, -0.0216150195799761, 0.1023296697544399, 0.1335728407397004, -0.1471761607036876, 0.2618243472148891, 0.0942013499500987, 0.1208288295577599, 0.0527411925701097, 0.0735727262020362, 0.1441383438309511, 0.0627653042746255, 0.4360248401626726, 0.0108357625535282, 0.6233111072876811, 0.0442375683687463, -0.052897455785271, -0.0538301306636558, 0.031055054355738, 0.078743813836824, 0.1558129319125388, 0.0983239521454638, -0.0062455690154664, 0.0744741080908762, 0.0283907178060116, 0.039334828397395, 0.0427634262136343, 0.1549153178159516, 0.0356646403127613, 0.1291995944524834, 0.2455906614514518, 0.0503166058371101, 0.2594649252072536, 0.2581558171837236, -0.0692351606976226, 0.4030669849031444, 0.0402010743106644, 0.0488255109765413, 0.1439673132819483, 0.0040510874160533, 0.0544162001722451, 0.1100146818639408, 0.3887831847935149, -0.0054510300754268, 0.191875543258858, 0.0929030327491499, -0.02831584644485, 0.1005962420744713, 0.193364569089189, -0.03599569711819, 0.3703892440541655, 0.0342508360710846, -0.073626046736281, -0.0157520638554094, 0.1639288006268122, -0.0076040774368295, 0.0584075050721932, 0.1506932729173499, -0.1818761771590649, 0.1278944643307769, 0.2170896997971657, -0.0388720405379348, 0.0775308362226401, 0.3767508448571744, 0.0502368814526269, 0.3442729564579272]|1081.8561104650684683|      2.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
