k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[626, 208, 2, 15]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 241 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 338 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 386 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 434 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 482 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 530 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 578 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[1254, 416, 5, 31]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 194 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 242 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 291 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 339 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 387 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 436 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 484 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 532 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 580 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[1879, 624, 6, 45]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 241 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 337 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 433 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 481 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 530 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 578 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[2508, 832, 11, 63]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 146 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 194 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 243 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 291 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 340 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 388 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 437 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 485 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 534 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 582 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[1.0237909453702965, 0.0196639298537862, 1.8874684734188978, 0.0097134760723053, 0.0162111391443532, 2.0066993824906993, 0.424868579256491, 0.0209758664515038, 2.1186610082184747, 0.8028439465364262, 0.0146413916446121, 2.162777281841104, 0.2195868154437119, 0.0267065435199754, 2.2212277005187158, 2.6824183121341054, 0.0267965875147129, 2.281988826432658, 0.8099007857211387, 0.0212418043909919, 2.3901393860795874, 2.2726969518504605, 0.0152696734954489, 2.4820340691738916, 14.362520454809038, 0.0466484551983104, 2.5559723119487914, 12.166702065080974, 0.0387604098052831, 2.700456268483666, 0.2747897477149885, 0.0266767830985004, 2.94521368367191, 0.2371980035841149, 0.019758809078737, 2.96844924004974, 1.1666565013511698, 0.0223551755830261, 3.1241052392175352, 0.1777981664118467, 0.0144885145615505, 3.224434292900157, 0.1171979300592178, 0.0185249352265806, 3.2428217158380113, 3.748116015693953, 0.0279382261929314, 3.369934517625162, 0.8408429073497657, 0.0279637434999803, 3.6678357815511635, 0.1657141212829012, 0.025878170481177, 3.7156065601349617, 0.3913717295048824, 0.0183815503435803, 3.819730672181167, 0.9240516750405422, 0.0319805161601846, 3.953470588630028, 0.2638115175534504, 0.0198425668475897, 4.052020607522421, 2.070269825530952, 0.0217282458349384, 4.182963977738256, 1.9548215147309107, 0.0352747858685595, 4.430528812744877, 1.4825204132051413, 0.0207948598512067, 4.557680101100853, 0.4818701780678893, 0.0256384501078039, 4.600064682875615, 0.4982336998433154, 0.0169178592419467, 4.701642953348203, 0.3266785080168015, 0.0266874672709855, 4.802160467755918, 0.849707255465786, 0.0180234970811144, 4.965115479459332, 0.4533241591561791, 0.0281214282943734, 5.395652038420594, 0.4946441751992652, 0.0157974746287261, 5.4217596827530485, 0.986763614344744, 0.0110877257594299, 2.5912388382801583, -0.0221285496883463, 0.0169027895704785, 3.849698165834326, 0.2722754495957526, 0.0162747903957711, 5.191245288507494]|2491639.2500000000000000|      0.12500000|[2604, 864, 11, 65]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
       6|[1.0247502997053046, 0.0297787593882108, 1.9021360183656966, 0.0047981411262423, 0.0099950222350929, 2.0262113655280047, 0.430206814762137, 0.0033814001657576, 2.1080590326576716, 0.7962010096291613, 0.0148961278614849, 2.166043005052073, 0.2213822632411812, 0.019666858238963, 2.214328848008792, 2.71080309284472, 0.043706126385566, 2.282613719751251, 0.8151584478190435, 0.0321106597355528, 2.375521410108393, 2.2814786411577863, 0.028716299332115, 2.4678841191531635, 14.360660478894891, 0.1008261660416441, 2.5413104525915875, 12.184928734614822, 0.0700117000597221, 2.7080528220707443, 0.2952321649502702, 0.0330993165813845, 2.938029757504455, 0.2389994232947253, 0.0214083183332455, 2.9666485762803085, 1.1602718956316302, 0.0189980428786246, 3.11028405443137, 0.1678854909254079, 0.006811103518681, 3.243815301219063, 0.1257817674516374, 0.0042961169978961, 3.2426632830226594, 3.745961899758109, 0.054517186816814, 3.3750783343410564, 0.8435998763566844, 0.0270919744674466, 3.665970881150671, 0.1592122405805364, 0.0404420120124594, 3.7115174575165337, 0.3808801899286812, 0.0170378684441915, 3.832315596538024, 0.9174933640947115, 0.0255571348587493, 3.9418626241776678, 0.2712642156821264, 0.0191927036774006, 4.04383065375437, 2.061822294483537, 0.0458986840005227, 4.18796297259317, 1.956794261489008, 0.0231183104931888, 4.4384055544244845, 1.4760378473565452, 0.0305968041157684, 4.535249074880155, 0.4821870148100913, 0.0392143621006936, 4.609455460321915, 0.4998082024937773, 0.0201066116620112, 4.712523818341032, 0.3214289017504773, 0.0229242680299995, 4.790835242157303, 0.8631573753927307, 0.0427542616055613, 4.946057531978133, 0.4563353695829626, 0.036765399656737, 5.395353773355141, 0.4878588545084232, 0.0385343007265762, 5.432915535478016, 0.9816035049409318, -0.0018245649911115, 2.59203569505485, -0.0150185893424124, 0.0205087214581691, 3.8390070065903936, 0.2637851190465016, 0.0274341177910882, 5.186989654204511]|1567424.0852438551373780|      0.25000000|[3084, 1024, 12, 76]                                                       |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 241 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 337 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 433 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       7|[1.0247502997053046, 0.0297787593882108, 1.9021360183656966, 0.0047981411262423, 0.0099950222350929, 2.0262113655280047, 0.430206814762137, 0.0033814001657576, 2.1080590326576716, 0.7962010096291613, 0.0148961278614849, 2.166043005052073, 0.2213822632411812, 0.019666858238963, 2.214328848008792, 2.71080309284472, 0.043706126385566, 2.282613719751251, 0.8151584478190435, 0.0321106597355528, 2.375521410108393, 2.2814786411577863, 0.028716299332115, 2.4678841191531635, 14.360660478894891, 0.1008261660416441, 2.5413104525915875, 12.184928734614822, 0.0700117000597221, 2.7080528220707443, 0.2952321649502702, 0.0330993165813845, 2.938029757504455, 0.2389994232947253, 0.0214083183332455, 2.9666485762803085, 1.1602718956316302, 0.0189980428786246, 3.11028405443137, 0.1678854909254079, 0.006811103518681, 3.243815301219063, 0.1257817674516374, 0.0042961169978961, 3.2426632830226594, 3.745961899758109, 0.054517186816814, 3.3750783343410564, 0.8435998763566844, 0.0270919744674466, 3.665970881150671, 0.1592122405805364, 0.0404420120124594, 3.7115174575165337, 0.3808801899286812, 0.0170378684441915, 3.832315596538024, 0.9174933640947115, 0.0255571348587493, 3.9418626241776678, 0.2712642156821264, 0.0191927036774006, 4.04383065375437, 2.061822294483537, 0.0458986840005227, 4.18796297259317, 1.956794261489008, 0.0231183104931888, 4.4384055544244845, 1.4760378473565452, 0.0305968041157684, 4.535249074880155, 0.4821870148100913, 0.0392143621006936, 4.609455460321915, 0.4998082024937773, 0.0201066116620112, 4.712523818341032, 0.3214289017504773, 0.0229242680299995, 4.790835242157303, 0.8631573753927307, 0.0427542616055613, 4.946057531978133, 0.4563353695829626, 0.036765399656737, 5.395353773355141, 0.4878588545084232, 0.0385343007265762, 5.432915535478016, 0.9816035049409318, -0.0018245649911115, 2.59203569505485, -0.0150185893424124, 0.0205087214581691, 3.8390070065903936, 0.2637851190465016, 0.0274341177910882, 5.186989654204511]|1567424.0852438551373780|      0.12500000|[3714, 1232, 17, 94]                                                       |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 146 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 194 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 242 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 291 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 339 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 388 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 437 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 486 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 534 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 582 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[1.028538550859828, 0.0320017594360895, 1.8964429668908753, 0.0029765912005531, 0.0044253833736458, 2.028179957951054, 0.4434480299108662, -0.0003443360952121, 2.111253534748283, 0.818401355272462, 0.0358487378888757, 2.1659435289441267, 0.2247478465654734, 0.0225369042032169, 2.2253874232639084, 2.7366827958233535, 0.0454534785006626, 2.2871768636738725, 0.8382176622076987, 0.0205732013237, 2.3961800544957557, 2.277478592449465, 0.0518072460445011, 2.4816368021585413, 14.3625442468347, 0.1253256221884834, 2.5219214410250523, 12.202455896069903, 0.1036350669200561, 2.729534299277788, 0.301752711581372, 0.0404476173429483, 2.9297475517941436, 0.2355114164675287, 0.0341172430064938, 2.969975393683013, 1.1564712543611448, 0.0241418610420371, 3.1292366468425885, 0.1685416803458386, 0.0109145473492378, 3.2517343739031017, 0.120193265341977, 0.0048256904745262, 3.246339913447552, 3.74633546842709, 0.0353148948825909, 3.3677947621614366, 0.8508371550900836, 0.0551501313974882, 3.6782609812840437, 0.1559473275665538, 0.0330082454926226, 3.7039744195215265, 0.3974010330625881, 0.0363281634522317, 3.8330290688284747, 0.9214955809010689, 0.0235550219229184, 3.9290910518465214, 0.2687474918965594, 0.0074981485898946, 4.054617884834251, 2.0427411004922544, 0.046894896092464, 4.184885705336217, 1.960397709178943, 0.041162339919744, 4.44164062599648, 1.4689727333476328, 0.0502398045101997, 4.5227811846564165, 0.4800775801135083, 0.0560528086890366, 4.614308393900301, 0.4844083439651538, 0.0274677914800058, 4.705575539849113, 0.3011444503105424, 0.0068971468287597, 4.790418887525114, 0.8816739275639195, 0.0570230044361301, 4.923954252665256, 0.4538366363511271, 0.0327356343475877, 5.3933289953775, 0.4841615976049986, 0.0337000520394567, 5.423609563603243, 0.9873147116632858, -0.0353197723331675, 2.5855204429896768, -0.0183683759631294, 0.0251871278967073, 3.8332942304724567, 0.2643045447653496, 0.011302820852188, 5.191229252408006]|1315783.1250000000000000|      0.25000000|[4291, 1424, 18, 107]                                                      |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 241 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 289 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 338 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 386 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 434 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 482 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 530 points | iterate success | actual_k=16
       9|[1.028538550859828, 0.0320017594360895, 1.8964429668908753, 0.0029765912005531, 0.0044253833736458, 2.028179957951054, 0.4434480299108662, -0.0003443360952121, 2.111253534748283, 0.818401355272462, 0.0358487378888757, 2.1659435289441267, 0.2247478465654734, 0.0225369042032169, 2.2253874232639084, 2.7366827958233535, 0.0454534785006626, 2.2871768636738725, 0.8382176622076987, 0.0205732013237, 2.3961800544957557, 2.277478592449465, 0.0518072460445011, 2.4816368021585413, 14.3625442468347, 0.1253256221884834, 2.5219214410250523, 12.202455896069903, 0.1036350669200561, 2.729534299277788, 0.301752711581372, 0.0404476173429483, 2.9297475517941436, 0.2355114164675287, 0.0341172430064938, 2.969975393683013, 1.1564712543611448, 0.0241418610420371, 3.1292366468425885, 0.1685416803458386, 0.0109145473492378, 3.2517343739031017, 0.120193265341977, 0.0048256904745262, 3.246339913447552, 3.74633546842709, 0.0353148948825909, 3.3677947621614366, 0.8508371550900836, 0.0551501313974882, 3.6782609812840437, 0.1559473275665538, 0.0330082454926226, 3.7039744195215265, 0.3974010330625881, 0.0363281634522317, 3.8330290688284747, 0.9214955809010689, 0.0235550219229184, 3.9290910518465214, 0.2687474918965594, 0.0074981485898946, 4.054617884834251, 2.0427411004922544, 0.046894896092464, 4.184885705336217, 1.960397709178943, 0.041162339919744, 4.44164062599648, 1.4689727333476328, 0.0502398045101997, 4.5227811846564165, 0.4800775801135083, 0.0560528086890366, 4.614308393900301, 0.4844083439651538, 0.0274677914800058, 4.705575539849113, 0.3011444503105424, 0.0068971468287597, 4.790418887525114, 0.8816739275639195, 0.0570230044361301, 4.923954252665256, 0.4538366363511271, 0.0327356343475877, 5.3933289953775, 0.4841615976049986, 0.0337000520394567, 5.423609563603243, 0.9873147116632858, -0.0353197723331675, 2.5855204429896768, -0.0183683759631294, 0.0251871278967073, 3.8332942304724567, 0.2643045447653496, 0.011302820852188, 5.191229252408006]|1315783.1250000000000000|      0.12500000|[4920, 1632, 24, 126]                                                      |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 242 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 291 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 340 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 389 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 437 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 485 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 533 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 582 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[1.0198852187326828, 0.0431112839725935, 1.8918394152702125, 0.0060794572888833, -0.0164064481242121, 2.0136907259508288, 0.4415975517863765, -0.0237213426380819, 2.095535931062978, 0.820102052987957, 0.0264897556938096, 2.178014370074314, 0.2146561463978282, 0.0055514451789206, 2.2366637235218643, 2.7308803108612483, 0.0450672058855323, 2.2916777992081045, 0.8381965901558804, 0.0135223536678625, 2.4044571824449705, 2.289860258691193, 0.0572002089722029, 2.479890562620094, 14.347502183552308, 0.1632152538071199, 2.5385567149492623, 12.208464103120741, 0.1382696248433354, 2.753367761837461, 0.2885595300764502, 0.0413878073835255, 2.911766034525516, 0.2353746809189995, 0.0278756801532662, 2.9819557841445943, 1.1692058520254327, 0.0279832694336469, 3.1299720019637918, 0.178466072978997, 0.0084788996309738, 3.2495711089883583, 0.1209199776886688, -0.0120894413500108, 3.247922116609124, 3.7360390123772156, 0.067502883222391, 3.3607579021463585, 0.867114984300905, 0.0550248111368083, 3.680941502298123, 0.1500565040300314, 0.0357950924279137, 3.695170954098312, 0.414413905635015, 0.0236599515537255, 3.8545360342851347, 0.9079143769880673, 0.0176621172414369, 3.9120298395281248, 0.2539066069916418, 0.0060181327244324, 4.0530827735787085, 2.057342862896674, 0.0476734288838863, 4.18343542960855, 1.9579906382625767, 0.0309671023212973, 4.455696535987272, 1.4673077921159114, 0.0602528992265677, 4.505919073342715, 0.4863621415920988, 0.0659415657088063, 4.628236137814027, 0.500492499382716, 0.0281997112565537, 4.709619637509962, 0.2857245056423687, 0.024108287200889, 4.788517063817944, 0.8772354209422157, 0.0321580717506991, 4.925334512703557, 0.4559238666394854, 0.0466499721748623, 5.395244625504077, 0.4773085574181676, 0.0261348055811899, 5.412403310907823, 0.9776093734605429, -0.0367392674784131, 2.5631699328318267, -0.0183585833053542, 0.0313562273230339, 3.829628614889732, 0.2787542821955918, -0.0079860026338662, 5.207324558614483]|1111283.6250000000000000|      0.25000000|[5209, 1728, 24, 132]                                                      |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 145 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 241 points | iterate success | actual_k=16
