k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0203796003729892, 0.2200518367489197, 1.4322597190784676, 0.2382486431333743, 0.9650253024180978, 0.5724195547792466]|444.7860717773437500|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.0203796003729892, 0.2200518367489197, 1.4322597190784676, 0.2382486431333743, 0.9650253024180978, 0.5724195547792466]|444.7860717773437500|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.0203796003729892, 0.2200518367489197, 1.4322597190784676, 0.2382486431333743, 0.9650253024180978, 0.5724195547792466]|444.7860717773437500|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.2853175932033589, 0.4832824809221546, 1.4230918739991958, -0.071699712048157, 1.037617272361418, 0.6677917811335295]|374.2951965332031250|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[0.2853175932033589, 0.4832824809221546, 1.4230918739991958, -0.071699712048157, 1.037617272361418, 0.6677917811335295]|374.2951965332031250|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.4422576888171846, 0.692754517241514, 1.7924733764139111, -0.0123894857963194, 1.1366944155872922, 0.8458777008884257]|240.7398986816406250|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.4422576888171846, 0.692754517241514, 1.7924733764139111, -0.0123894857963194, 1.1366944155872922, 0.8458777008884257]|240.7398986816406250|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.5772254200852103, 0.7587063585460376, 2.016126366647354, -0.0908161316238388, 0.9777713289994607, 1.227985172521978]|182.8757934570312500|      1.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.5772254200852103, 0.7587063585460376, 2.016126366647354, -0.0908161316238388, 0.9777713289994607, 1.227985172521978]|182.8757934570312500|      0.50000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.5772254200852103, 0.7587063585460376, 2.016126366647354, -0.0908161316238388, 0.9777713289994607, 1.227985172521978]|182.8757934570312500|      0.25000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.5772254200852103, 0.7587063585460376, 2.016126366647354, -0.0908161316238388, 0.9777713289994607, 1.227985172521978]|182.8757934570312500|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.5772254200852103, 0.7587063585460376, 2.016126366647354, -0.0908161316238388, 0.9777713289994607, 1.227985172521978]|182.8757934570312500|      0.06250000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.541230615836986, 0.8021343190958883, 2.0248197111643083, -0.0907546873083336, 0.9998858692690968, 1.2406344967719491]|174.3530883789062500|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.5122599015239323, 0.785202796264918, 2.109939679636274, -0.0446678869159089, 1.0259041441084085, 1.307362814734581]|162.3951110839843750|      0.25000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
