k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8852322626802692, 1.0258766629146314, 0.9025032829553055, 0.931843043462349, 0.9809318664825913, 0.836737906472307, 0.5788280466413064, 0.1238699497031946]|70792.4300401189248078|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[0.8852322626802692, 1.0258766629146314, 0.9025032829553055, 0.931843043462349, 0.9809318664825913, 0.836737906472307, 0.5788280466413064, 0.1238699497031946]|70792.4300401189248078|      1.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       3|[0.9641922990836477, 1.1790954074846964, 0.5661107429919265, 1.2053734229478663, 0.8109231064756145, 0.8741599908143055, 0.8348843042024738, -0.7046481983220645]|21342.9936793325978215|      2.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[0.9641922990836477, 1.1790954074846964, 0.5661107429919265, 1.2053734229478663, 0.8109231064756145, 0.8741599908143055, 0.8348843042024738, -0.7046481983220645]|21342.9936793325978215|      1.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
       5|[0.9641922990836477, 1.1790954074846964, 0.5661107429919265, 1.2053734229478663, 0.8109231064756145, 0.8741599908143055, 0.8348843042024738, -0.7046481983220645]|21342.9936793325978215|      0.50000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[0.9641922990836477, 1.1790954074846964, 0.5661107429919265, 1.2053734229478663, 0.8109231064756145, 0.8741599908143055, 0.8348843042024738, -0.7046481983220645]|21342.9936793325978215|      0.25000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.50000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.25000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.12500000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
      10|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.06250000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.03125000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.9579913450720077, 1.1896797787945537, 0.5663105530818666, 1.2047126064516664, 0.8360002302213297, 0.8864829174171425, 0.9027537524771704, -0.4659809320573369]|329.7376456731035432|      0.01562500|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.9597031530720808, 1.1875249582788354, 0.5655852400269236, 1.2015296646428562, 0.8352513174965048, 0.8829986424217082, 0.8973977014767237, -0.4795648035414677]|264.3353788549486012|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.9597031530720808, 1.1875249582788354, 0.5655852400269236, 1.2015296646428562, 0.8352513174965048, 0.8829986424217082, 0.8973977014767237, -0.4795648035414677]|264.3353788549486012|      0.01562500|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.9597031530720808, 1.1875249582788354, 0.5655852400269236, 1.2015296646428562, 0.8352513174965048, 0.8829986424217082, 0.8973977014767237, -0.4795648035414677]|264.3353788549486012|      0.00781250|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.9597031530720808, 1.1875249582788354, 0.5655852400269236, 1.2015296646428562, 0.8352513174965048, 0.8829986424217082, 0.8973977014767237, -0.4795648035414677]|264.3353788549486012|      0.00390625|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[0.9594724845392634, 1.1871592501594672, 0.5656508387935075, 1.2016620487454837, 0.8355314016333802, 0.883112129501321, 0.8979523800689239, -0.4757371390928155]|263.8135243043134324|      0.00781250|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[0.9594724845392634, 1.1871592501594672, 0.5656508387935075, 1.2016620487454837, 0.8355314016333802, 0.883112129501321, 0.8979523800689239, -0.4757371390928155]|263.8135243043134324|      0.00390625|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[0.9594724845392634, 1.1871592501594672, 0.5656508387935075, 1.2016620487454837, 0.8355314016333802, 0.883112129501321, 0.8979523800689239, -0.4757371390928155]|263.8135243043134324|      0.00195312|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
