k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.12500000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.06250000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.03125000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.01562500|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00781250|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.5, 1.5, -1.0, 0.01, 0.02]                                                    |  0.8790262935446401|      0.00390625|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[0.4997884282936975, 1.5004447154498024, -1.00038501606875, 0.0136926471281121, 0.0188898763769971]|  0.1670239528094624|      0.00781250|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[0.4997884282936975, 1.5004447154498024, -1.00038501606875, 0.0136926471281121, 0.0188898763769971]|  0.1670239528094624|      0.00390625|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.4997884282936975, 1.5004447154498024, -1.00038501606875, 0.0136926471281121, 0.0188898763769971]|  0.1670239528094624|      0.00195312|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.4997884282936975, 1.5004447154498024, -1.00038501606875, 0.0136926471281121, 0.0188898763769971]|  0.1670239528094624|      0.00097656|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.4997884282936975, 1.5004447154498024, -1.00038501606875, 0.0136926471281121, 0.0188898763769971]|  0.1670239528094624|      0.00048828|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.4996948165844986, 1.5004513426517723, -1.0004075182800714, 0.0141697722187022, 0.0189280444999725]|  0.1609117126610398|      0.00097656|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[0.4996056346839426, 1.500526543723942, -1.0002189606314118, 0.0146741529433995, 0.0197343396081369]|  0.1558837096943060|      0.00195312|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[0.4996056346839426, 1.500526543723942, -1.0002189606314118, 0.0146741529433995, 0.0197343396081369]|  0.1558837096943060|      0.00097656|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.4989499042312275, 1.5000550944266549, -1.0001835034919555, 0.0143705242059069, 0.0201903876658085]|  0.1521941667040026|      0.00195312|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[0.4989499042312275, 1.5000550944266549, -1.0001835034919555, 0.0143705242059069, 0.0201903876658085]|  0.1521941667040026|      0.00097656|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.4988222423587178, 1.5000959832735907, -0.9995303423864277, 0.0149546998452046, 0.0206000512565591]|  0.1487828588273167|      0.00195312|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[0.4988222423587178, 1.5000959832735907, -0.9995303423864277, 0.0149546998452046, 0.0206000512565591]|  0.1487828588273167|      0.00097656|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[0.4988222423587178, 1.5000959832735907, -0.9995303423864277, 0.0149546998452046, 0.0206000512565591]|  0.1487828588273167|      0.00048828|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.4987143863791692, 1.5001665366110961, -0.9995594224907112, 0.0146428013141286, 0.020951735130502]|  0.1472420899170287|      0.00097656|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[0.4985349972882114, 1.5001065933294095, -0.9997012805689935, 0.015447886611206, 0.0214513496053604]|  0.1453905398686110|      0.00195312|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[0.4985349972882114, 1.5001065933294095, -0.9997012805689935, 0.015447886611206, 0.0214513496053604]|  0.1453905398686110|      0.00097656|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[0.4985349972882114, 1.5001065933294095, -0.9997012805689935, 0.015447886611206, 0.0214513496053604]|  0.1453905398686110|      0.00048828|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
