k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.2509348602906547, 1.1544235737740105, -0.0460118137949697, 1.0108077886446587, 0.9554303948498152, 1.3918548019131933, 0.927765003449123, 1.014022490410236]| 91.1570878329649759|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[0.2509348602906547, 1.1544235737740105, -0.0460118137949697, 1.0108077886446587, 0.9554303948498152, 1.3918548019131933, 0.927765003449123, 1.014022490410236]| 91.1570878329649759|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.2509348602906547, 1.1544235737740105, -0.0460118137949697, 1.0108077886446587, 0.9554303948498152, 1.3918548019131933, 0.927765003449123, 1.014022490410236]| 91.1570878329649759|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[0.2826846024581724, 1.1689588042494294, -0.0460902487947125, 1.125355492826727, 0.9551934386912657, 1.565857279481207, 0.9220952997721179, 1.1476280081633499]| 63.7629307175615310|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[0.2826846024581724, 1.1689588042494294, -0.0460902487947125, 1.125355492826727, 0.9551934386912657, 1.565857279481207, 0.9220952997721179, 1.1476280081633499]| 63.7629307175615310|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.2826846024581724, 1.1689588042494294, -0.0460902487947125, 1.125355492826727, 0.9551934386912657, 1.565857279481207, 0.9220952997721179, 1.1476280081633499]| 63.7629307175615310|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.2661881306654535, 1.1920513179417196, -0.0309026250288243, 1.124420503584851, 0.9872527232810788, 1.6721044637045372, 0.9100952682448507, 1.1014999096899194]| 60.8540433582312303|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.2661881306654535, 1.1920513179417196, -0.0309026250288243, 1.124420503584851, 0.9872527232810788, 1.6721044637045372, 0.9100952682448507, 1.1014999096899194]| 60.8540433582312303|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.2661881306654535, 1.1920513179417196, -0.0309026250288243, 1.124420503584851, 0.9872527232810788, 1.6721044637045372, 0.9100952682448507, 1.1014999096899194]| 60.8540433582312303|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.2451637295728563, 1.1534633035553306, -0.0311627961634606, 1.1201567302868263, 0.993616294460246, 1.663556374922742, 0.8951174333135645, 1.141737228853285]| 58.4348879984135579|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[0.2451637295728563, 1.1534633035553306, -0.0311627961634606, 1.1201567302868263, 0.993616294460246, 1.663556374922742, 0.8951174333135645, 1.141737228853285]| 58.4348879984135579|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.2097995363319955, 1.1222300040742788, -0.0435415209195569, 1.108714225770116, 1.0144293122075274, 1.6820171028293682, 0.883195700314722, 1.1636423242299552]| 56.5310368092965803|      0.12500000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[0.2097995363319955, 1.1222300040742788, -0.0435415209195569, 1.108714225770116, 1.0144293122075274, 1.6820171028293682, 0.883195700314722, 1.1636423242299552]| 56.5310368092965803|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.1787089371203587, 1.0788568066761601, -0.0350505088209878, 1.0852438805653166, 1.0218095183297822, 1.6806340457460893, 0.8664058353746906, 1.1537855426239927]| 54.9032750104116758|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
