k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-506.0, -506.2]                                                                |25614.3346824171749176|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-505.2939183351575, -505.491869586465]                                         |25542.2112086470951908|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[-503.878280079878, -504.0790821536963]                                         |25399.4687252670046291|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[-501.04920844940534, -501.2512996815717]                                       |25115.1755966408891254|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[-495.395410620566, -495.59139066193086]                                        |24551.3760957263802993|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[-484.0882700291535, -484.2711180660067]                                        |23443.0023905385278340|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[-461.4627545082851, -461.6417997507117]                                        |21303.0925753411829646|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[-416.211992739447, -416.3828938940755]                                         |17330.6462601275488851|    128.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[-416.211992739447, -416.3828938940755]                                         |17330.6462601275488851|     64.00000000|[40, 0, 7, 15]                                                             |  | used linear model with 5 points | actual_k=0
       9|[-370.96466875902934, -371.1205511286914]                                       |13767.9692409868621326|    128.00000000|[44, 0, 8, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[-370.96466875902934, -371.1205511286914]                                       |13767.9692409868621326|     64.00000000|[49, 0, 8, 18]                                                             |  | used linear model with 5 points | actual_k=0
      11|[-325.72507421334456, -325.8504828126169]                                       |10614.5681666579184821|    128.00000000|[53, 0, 9, 20]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
