k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.1204451733344848, 0.2180573387946542, 0.3621280707428717, 0.3123820975327537, 0.4407903357351607, 0.6990505030380817, 0.8091717783496724, 0.646310829672921, 0.8639492324150259, 1.0079906691968215]| 29.8150247327211524|      0.50000000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       4|[0.1204451733344848, 0.2180573387946542, 0.3621280707428717, 0.3123820975327537, 0.4407903357351607, 0.6990505030380817, 0.8091717783496724, 0.646310829672921, 0.8639492324150259, 1.0079906691968215]| 29.8150247327211524|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.1204451733344848, 0.2180573387946542, 0.3621280707428717, 0.3123820975327537, 0.4407903357351607, 0.6990505030380817, 0.8091717783496724, 0.646310829672921, 0.8639492324150259, 1.0079906691968215]| 29.8150247327211524|      0.12500000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.1514189880693311, 0.2490877156668863, 0.3901638586341304, 0.3017207095608705, 0.3783267612163252, 0.7416648037534492, 0.7822938040748554, 0.717063285144368, 0.8816915951639097, 1.0402747869076758]| 14.1000633872287722|      0.25000000|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       7|[0.219423425973637, 0.3330860870265283, 0.2701202230308314, 0.2992069609278617, 0.2531227534857617, 0.8462084939521312, 0.7883671981554958, 0.6817416993574612, 0.8089853922882858, 0.9834702319292715]| 10.9113882990794355|      0.50000000|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate success | actual_k=0
       8|[0.219423425973637, 0.3330860870265283, 0.2701202230308314, 0.2992069609278617, 0.2531227534857617, 0.8462084939521312, 0.7883671981554958, 0.6817416993574612, 0.8089853922882858, 0.9834702319292715]| 10.9113882990794355|      0.25000000|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
       9|[0.2746184506593009, 0.2911905991440785, 0.3152799634456929, 0.2892821986432363, 0.3027393156255255, 0.8384730072564992, 0.9169992843722367, 0.8362236092495072, 0.8982171621461624, 0.9151653971737816]|  5.0590913838927696|      0.50000000|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
      10|[0.2746184506593009, 0.2911905991440785, 0.3152799634456929, 0.2892821986432363, 0.3027393156255255, 0.8384730072564992, 0.9169992843722367, 0.8362236092495072, 0.8982171621461624, 0.9151653971737816]|  5.0590913838927696|      0.25000000|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[0.2746184506593009, 0.2911905991440785, 0.3152799634456929, 0.2892821986432363, 0.3027393156255255, 0.8384730072564992, 0.9169992843722367, 0.8362236092495072, 0.8982171621461624, 0.9151653971737816]|  5.0590913838927696|      0.12500000|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[0.2108403752696044, 0.2341780412632662, 0.3141116942398391, 0.3084572309345101, 0.3058407596755149, 0.8600325884125679, 0.90349476018791, 0.9029135450980617, 0.9470117232629316, 0.9364401526561995]|  4.1755874461940792|      0.25000000|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[0.2108403752696044, 0.2341780412632662, 0.3141116942398391, 0.3084572309345101, 0.3058407596755149, 0.8600325884125679, 0.90349476018791, 0.9029135450980617, 0.9470117232629316, 0.9364401526561995]|  4.1755874461940792|      0.12500000|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[0.241928386847263, 0.2828450317849385, 0.3446015947274411, 0.2532365669832449, 0.3287774963520848, 0.8774131510216653, 0.8562012301717117, 0.9134507049396693, 0.885702190217413, 0.8993408615094787]|  3.6824160460956281|      0.25000000|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      15|[0.241928386847263, 0.2828450317849385, 0.3446015947274411, 0.2532365669832449, 0.3287774963520848, 0.8774131510216653, 0.8562012301717117, 0.9134507049396693, 0.885702190217413, 0.8993408615094787]|  3.6824160460956281|      0.12500000|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      16|[0.241928386847263, 0.2828450317849385, 0.3446015947274411, 0.2532365669832449, 0.3287774963520848, 0.8774131510216653, 0.8562012301717117, 0.9134507049396693, 0.885702190217413, 0.8993408615094787]|  3.6824160460956281|      0.06250000|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
