k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0]                                                                 | 41.6816958616780084|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3080130773928306, 1.6934354652979422, 1.2007519723631268]                    |  2.7338689320443450|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.3080130773928306, 1.6934354652979422, 1.2007519723631268]                    |  2.7338689320443450|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.3080130773928306, 1.6934354652979422, 1.2007519723631268]                    |  2.7338689320443450|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.3080130773928306, 1.6934354652979422, 1.2007519723631268]                    |  2.7338689320443450|      0.25000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.1035960706020691, 1.7475271340886087, 1.334122803889914]                     |  0.4934638769963501|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[0.1035960706020691, 1.7475271340886087, 1.334122803889914]                     |  0.4934638769963501|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0261628854657047, 1.9182256290896909, 1.4995499045838543]                    |  0.0701846540751423|      0.50000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[0.0261628854657047, 1.9182256290896909, 1.4995499045838543]                    |  0.0701846540751423|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0261628854657047, 1.9182256290896909, 1.4995499045838543]                    |  0.0701846540751423|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.0261628854657047, 1.9182256290896909, 1.4995499045838543]                    |  0.0701846540751423|      0.06250000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0864736527246945, 1.9020512441246569, 1.4968572063766914]                    |  0.0276367459224475|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[0.0864736527246945, 1.9020512441246569, 1.4968572063766914]                    |  0.0276367459224475|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.0864736527246945, 1.9020512441246569, 1.4968572063766914]                    |  0.0276367459224475|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[0.103726001624449, 1.9199449077738464, 1.5157975273520816]                     |  0.0214621436021018|      0.06250000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[0.103726001624449, 1.9199449077738464, 1.5157975273520816]                     |  0.0214621436021018|      0.03125000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
