k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9972844892674375, 0.9795896084971331, 1.0673534137654535, 0.9857404160271781, 0.942424347993898, 0.8472821207044529, 0.5775711865581907, 0.1113198465967012]|67682.1953125000000000|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.9972844892674375, 0.9795896084971331, 1.0673534137654535, 0.9857404160271781, 0.942424347993898, 0.8472821207044529, 0.5775711865581907, 0.1113198465967012]|67682.1953125000000000|      1.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9972844892674375, 0.9795896084971331, 1.0673534137654535, 0.9857404160271781, 0.942424347993898, 0.8472821207044529, 0.5775711865581907, 0.1113198465967012]|67682.1953125000000000|      0.50000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0873983086131767, 0.9619195725555186, 1.1246310422481511, 1.0123289216641378, 0.9146706404691775, 0.7888774861338803, 0.3803817785714881, -0.3297182036816175]|1963.6262207031250000|      1.00000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[1.0873983086131767, 0.9619195725555186, 1.1246310422481511, 1.0123289216641378, 0.9146706404691775, 0.7888774861338803, 0.3803817785714881, -0.3297182036816175]|1963.6262207031250000|      0.50000000|[151, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0873983086131767, 0.9619195725555186, 1.1246310422481511, 1.0123289216641378, 0.9146706404691775, 0.7888774861338803, 0.3803817785714881, -0.3297182036816175]|1963.6262207031250000|      0.25000000|[181, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.0873983086131767, 0.9619195725555186, 1.1246310422481511, 1.0123289216641378, 0.9146706404691775, 0.7888774861338803, 0.3803817785714881, -0.3297182036816175]|1963.6262207031250000|      0.12500000|[211, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.0997039449423103, 0.9703429571139776, 1.1232170606561422, 1.0160745533067148, 0.9129935916429629, 0.8166914095694655, 0.4323945942511296, -0.2206089511766143]|1404.7271728515625000|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.0997039449423103, 0.9703429571139776, 1.1232170606561422, 1.0160745533067148, 0.9129935916429629, 0.8166914095694655, 0.4323945942511296, -0.2206089511766143]|1404.7271728515625000|      0.12500000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.0997039449423103, 0.9703429571139776, 1.1232170606561422, 1.0160745533067148, 0.9129935916429629, 0.8166914095694655, 0.4323945942511296, -0.2206089511766143]|1404.7271728515625000|      0.06250000|[301, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.12500000|[331, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.06250000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.03125000|[391, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.01562500|[421, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00781250|[451, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00390625|[481, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00195312|[511, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00097656|[541, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00048828|[571, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.1141364716539903, 0.9713691013873093, 1.112480579948296, 1.0135329114794265, 0.8973709033135001, 0.8088608211444712, 0.3953485923787101, -0.2641678134095318]|200.6873779296875000|      0.00024414|[601, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.1141729820776163, 0.9713468399319856, 1.1124294316614405, 1.0135453221600113, 0.8973204694642569, 0.808777117615726, 0.395354984147617, -0.2639547050321168]|200.6681976318359375|      0.00048828|[631, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[1.1142748208680298, 0.9713716130579985, 1.1123203905909196, 1.013400551019999, 0.8973731592846088, 0.8085255064078527, 0.3949965258397199, -0.2639575892059617]|200.6483612060546875|      0.00097656|[661, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[1.1142748208680298, 0.9713716130579985, 1.1123203905909196, 1.013400551019999, 0.8973731592846088, 0.8085255064078527, 0.3949965258397199, -0.2639575892059617]|200.6483612060546875|      0.00048828|[691, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.114289414439224, 0.9712239170693943, 1.1123413135904252, 1.0133697815989051, 0.8972828492184658, 0.8083208665725276, 0.3949424989737942, -0.263555029024053]|200.6264343261718750|      0.00097656|[721, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[1.114289414439224, 0.9712239170693943, 1.1123413135904252, 1.0133697815989051, 0.8972828492184658, 0.8083208665725276, 0.3949424989737942, -0.263555029024053]|200.6264343261718750|      0.00048828|[751, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.114629530874454, 0.9714552757573797, 1.1121656511297313, 1.0133170768063746, 0.8973627422691048, 0.808206737330617, 0.3948159319259928, -0.2635672703818278]|200.6044464111328125|      0.00097656|[781, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[1.114629530874454, 0.9714552757573797, 1.1121656511297313, 1.0133170768063746, 0.8973627422691048, 0.808206737330617, 0.3948159319259928, -0.2635672703818278]|200.6044464111328125|      0.00048828|[811, 54, 1, 55]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.1148383646027313, 0.9714142152020698, 1.1121903845701329, 1.0131931203124256, 0.8971980928348431, 0.8080653573373894, 0.3945208183353512, -0.26336001604943]|200.5755004882812500|      0.00097656|[842, 56, 1, 57]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      29|[1.1148383646027313, 0.9714142152020698, 1.1121903845701329, 1.0131931203124256, 0.8971980928348431, 0.8080653573373894, 0.3945208183353512, -0.26336001604943]|200.5755004882812500|      0.00048828|[872, 58, 1, 59]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[1.1149773482883232, 0.9712674997005751, 1.1122416409539853, 1.0130904426323517, 0.8970153017957021, 0.8079498391632163, 0.394226663749482, -0.263586119609881]|200.5647583007812500|      0.00097656|[902, 60, 1, 61]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[1.1154461432717566, 0.9710681906271948, 1.1122323729195476, 1.0126012525081083, 0.8968670337025099, 0.807540065339606, 0.3943963403323604, -0.2631002179302067]|200.5168457031250000|      0.00195312|[932, 62, 1, 63]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      32|[1.1154461432717566, 0.9710681906271948, 1.1122323729195476, 1.0126012525081083, 0.8968670337025099, 0.807540065339606, 0.3943963403323604, -0.2631002179302067]|200.5168457031250000|      0.00097656|[962, 64, 2, 66]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[1.1154461432717566, 0.9710681906271948, 1.1122323729195476, 1.0126012525081083, 0.8968670337025099, 0.807540065339606, 0.3943963403323604, -0.2631002179302067]|200.5168457031250000|      0.00048828|[993, 66, 2, 68]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[1.1155506692166655, 0.9709121556504632, 1.1120822639037016, 1.0125741846602836, 0.8967550552771572, 0.8072608844810588, 0.3941581672735985, -0.2632809748982914]|200.4786987304687500|      0.00097656|[1023, 68, 2, 70]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      35|[1.1155506692166655, 0.9709121556504632, 1.1120822639037016, 1.0125741846602836, 0.8967550552771572, 0.8072608844810588, 0.3941581672735985, -0.2632809748982914]|200.4786987304687500|      0.00048828|[1053, 70, 2, 72]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[1.1155506692166655, 0.9709121556504632, 1.1120822639037016, 1.0125741846602836, 0.8967550552771572, 0.8072608844810588, 0.3941581672735985, -0.2632809748982914]|200.4786987304687500|      0.00024414|[1083, 72, 2, 74]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.1156068261844254, 0.9708581366738613, 1.1120254523465731, 1.0125847678935591, 0.8967426065170706, 0.8072404131896879, 0.3940936936385147, -0.2630677554408177]|200.4658203125000000|      0.00048828|[1113, 74, 2, 76]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[1.115724241364903, 0.9709209677407034, 1.1118705013193064, 1.0128384263138261, 0.8965137225661857, 0.8070536642613566, 0.3938918374108132, -0.2630020048921985]|200.4428405761718750|      0.00097656|[1143, 76, 2, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
