k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[43, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[119.95422079444891, 0.0962990623751707, 0.8099478895876918, 110.03166738792812, 0.1792080046565399, 0.8271848624837184, 100.08315785674992, 0.250209758036099, 0.6512900518611248, 88.00479027573331, 0.3879217837166444, 0.7314582305906745, 85.94106509020914, 0.3274024917761044, 0.651499342108545, 84.01256690891755, 0.4531608343891154, 0.5884878507882683, 80.02320170632677, 0.6461303601437458, 0.2726599953443656, 76.01335415665127, 0.9159174159885116, 0.1351810490621307, 886.3504316548714, 909.9802195475401, 922.5788420974467, 926.5142605121216, 935.5379605963982, 952.9014574269564, 975.754673341304]|2889.7512207031250000|      0.50000000|[113, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[119.95422079444891, 0.0962990623751707, 0.8099478895876918, 110.03166738792812, 0.1792080046565399, 0.8271848624837184, 100.08315785674992, 0.250209758036099, 0.6512900518611248, 88.00479027573331, 0.3879217837166444, 0.7314582305906745, 85.94106509020914, 0.3274024917761044, 0.651499342108545, 84.01256690891755, 0.4531608343891154, 0.5884878507882683, 80.02320170632677, 0.6461303601437458, 0.2726599953443656, 76.01335415665127, 0.9159174159885116, 0.1351810490621307, 886.3504316548714, 909.9802195475401, 922.5788420974467, 926.5142605121216, 935.5379605963982, 952.9014574269564, 975.754673341304]|2889.7512207031250000|      0.25000000|[156, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[119.87613723372846, -0.0034277260679252, 0.8131146943153829, 109.97126371535691, 0.1277741378173702, 0.8113712350942109, 100.07318800767916, 0.2920668765696998, 0.662459822082856, 87.97906280321942, 0.4185905661575349, 0.737677989693621, 85.93982591564395, 0.332599539314643, 0.6191759458226291, 84.14397943771135, 0.4344108479441108, 0.5290584206929405, 79.98319390127176, 0.646386427443397, 0.2748652790914555, 76.00545406180106, 0.869788104239303, 0.1998109598729816, 886.3987075074328, 909.9534696788223, 922.6187255713205, 926.5265334499242, 935.5637466725606, 952.925796136983, 975.7481625628169]|842.8417358398437500|      0.50000000|[184, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[119.87613723372846, -0.0034277260679252, 0.8131146943153829, 109.97126371535691, 0.1277741378173702, 0.8113712350942109, 100.07318800767916, 0.2920668765696998, 0.662459822082856, 87.97906280321942, 0.4185905661575349, 0.737677989693621, 85.93982591564395, 0.332599539314643, 0.6191759458226291, 84.14397943771135, 0.4344108479441108, 0.5290584206929405, 79.98319390127176, 0.646386427443397, 0.2748652790914555, 76.00545406180106, 0.869788104239303, 0.1998109598729816, 886.3987075074328, 909.9534696788223, 922.6187255713205, 926.5265334499242, 935.5637466725606, 952.925796136983, 975.7481625628169]|842.8417358398437500|      0.25000000|[225, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[119.87613723372846, -0.0034277260679252, 0.8131146943153829, 109.97126371535691, 0.1277741378173702, 0.8113712350942109, 100.07318800767916, 0.2920668765696998, 0.662459822082856, 87.97906280321942, 0.4185905661575349, 0.737677989693621, 85.93982591564395, 0.332599539314643, 0.6191759458226291, 84.14397943771135, 0.4344108479441108, 0.5290584206929405, 79.98319390127176, 0.646386427443397, 0.2748652790914555, 76.00545406180106, 0.869788104239303, 0.1998109598729816, 886.3987075074328, 909.9534696788223, 922.6187255713205, 926.5265334499242, 935.5637466725606, 952.925796136983, 975.7481625628169]|842.8417358398437500|      0.12500000|[267, 19, 0, 19]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[119.87613723372846, -0.0034277260679252, 0.8131146943153829, 109.97126371535691, 0.1277741378173702, 0.8113712350942109, 100.07318800767916, 0.2920668765696998, 0.662459822082856, 87.97906280321942, 0.4185905661575349, 0.737677989693621, 85.93982591564395, 0.332599539314643, 0.6191759458226291, 84.14397943771135, 0.4344108479441108, 0.5290584206929405, 79.98319390127176, 0.646386427443397, 0.2748652790914555, 76.00545406180106, 0.869788104239303, 0.1998109598729816, 886.3987075074328, 909.9534696788223, 922.6187255713205, 926.5265334499242, 935.5637466725606, 952.925796136983, 975.7481625628169]|842.8417358398437500|      0.06250000|[309, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[119.88493053871059, 0.0101985195632328, 0.815566777918463, 109.97103129982307, 0.1120177043536271, 0.8072995002872811, 100.07331331807156, 0.2888681394542993, 0.6653561695783563, 87.98729005124501, 0.4046688450213688, 0.7392773855449788, 85.92838905674459, 0.3509386154891807, 0.6363636832287132, 84.14424620025976, 0.4398304779365247, 0.5379424779277223, 79.99266952225898, 0.6408799870870502, 0.2823267752080358, 76.0276887081085, 0.8892922245392539, 0.2114770769936078, 886.418493611608, 909.9572712663365, 922.6129158095675, 926.5279311753565, 935.5596432665211, 952.9409710023778, 975.7666909164933]|598.4096679687500000|      0.12500000|[337, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[119.88493053871059, 0.0101985195632328, 0.815566777918463, 109.97103129982307, 0.1120177043536271, 0.8072995002872811, 100.07331331807156, 0.2888681394542993, 0.6653561695783563, 87.98729005124501, 0.4046688450213688, 0.7392773855449788, 85.92838905674459, 0.3509386154891807, 0.6363636832287132, 84.14424620025976, 0.4398304779365247, 0.5379424779277223, 79.99266952225898, 0.6408799870870502, 0.2823267752080358, 76.0276887081085, 0.8892922245392539, 0.2114770769936078, 886.418493611608, 909.9572712663365, 922.6129158095675, 926.5279311753565, 935.5596432665211, 952.9409710023778, 975.7666909164933]|598.4096679687500000|      0.06250000|[378, 27, 0, 27]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
