k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[9, 0, 0, 3]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[19.942560698214884, 2.058845769566431, 2.095969913999895, 2.3029250486142065, 0.5771791252753873]|3880.7307128906250000|      1.00000000|[15, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[19.942560698214884, 2.058845769566431, 2.095969913999895, 2.3029250486142065, 0.5771791252753873]|3880.7307128906250000|      0.50000000|[23, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[19.942560698214884, 2.058845769566431, 2.095969913999895, 2.3029250486142065, 0.5771791252753873]|3880.7307128906250000|      0.25000000|[31, 0, 0, 11]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[19.942560698214884, 2.058845769566431, 2.095969913999895, 2.3029250486142065, 0.5771791252753873]|3880.7307128906250000|      0.12500000|[39, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[19.893055057913106, 2.151185153822638, 2.084251173260967, 2.3353587850829616, 0.5183713575260117]|3710.8588867187500000|      0.25000000|[45, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[19.893055057913106, 2.151185153822638, 2.084251173260967, 2.3353587850829616, 0.5183713575260117]|3710.8588867187500000|      0.12500000|[53, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[19.893055057913106, 2.151185153822638, 2.084251173260967, 2.3353587850829616, 0.5183713575260117]|3710.8588867187500000|      0.06250000|[61, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[19.8924930750143, 2.165308777016796, 2.1164427693093812, 2.380317869776701, 0.5438436815355668]|3591.7736816406250000|      0.12500000|[67, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[19.8924930750143, 2.165308777016796, 2.1164427693093812, 2.380317869776701, 0.5438436815355668]|3591.7736816406250000|      0.06250000|[75, 0, 0, 27]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[19.910477532020142, 2.214543885989847, 2.1004038206055906, 2.3641796853073256, 0.5185252203436551]|3518.5385742187500000|      0.12500000|[81, 0, 0, 29]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[19.910477532020142, 2.214543885989847, 2.1004038206055906, 2.3641796853073256, 0.5185252203436551]|3518.5385742187500000|      0.06250000|[89, 0, 0, 32]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[19.95722377111567, 2.2402178598054734, 2.0838035006884947, 2.374682867372343, 0.5445251961916661]|3420.8093261718750000|      0.12500000|[95, 0, 0, 34]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
