k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[200.0, 400.0, 250.0]                                                           |4515242499193466.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[200.1053947679981, 399.4579425693754, 250.83370599421096]                      |3895026878237921.0000000000000000|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[199.34780796503728, 398.4811412368955, 252.40594051642609]                     |2937923509181975.5000000000000000|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[198.5620713802377, 395.7667046089235, 255.23692123201414]                      |1664275536467987.5000000000000000|      8.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[200.823999021781, 392.7382014872094, 262.28758447643236]                       |589865764232784.3750000000000000|     16.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[206.54167173075047, 393.61203305264246, 277.2055145335267]                     |133364478588971.7500000000000000|     32.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[220.21678591900763, 400.9176439774232, 305.19871551079706]                     |18079502058184.4648437500000000|     64.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[220.21678591900763, 400.9176439774232, 305.19871551079706]                     |18079502058184.4648437500000000|     32.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[220.21678591900763, 400.9176439774232, 305.19871551079706]                     |18079502058184.4648437500000000|     16.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[222.4411737222986, 385.2130230704187, 307.3003770125257]                       |5464172884236.2666015625000000|     32.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[222.4411737222986, 385.2130230704187, 307.3003770125257]                       |5464172884236.2666015625000000|     16.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[224.98863245500837, 370.0088302638635, 311.5832469739226]                      |1442709861103.7377929687500000|     32.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[199.27611724247586, 360.80412526285664, 328.2607757863613]                     |169141411395.0775451660156250|     64.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      13|[199.27611724247586, 360.80412526285664, 328.2607757863613]                     |169141411395.0775451660156250|     32.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[209.27805915118648, 331.193706708623, 321.3916949819252]                       |38744334724.5120544433593750|     64.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      15|[209.27805915118648, 331.193706708623, 321.3916949819252]                       |38744334724.5120544433593750|     32.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
