k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      0.50000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[20.010087020556156, 2.019262977946784, 2.0186448258227028, 1.9938615299402405, 0.6991411417147337]|4997.4033203125000000|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[20.010087020556156, 2.019262977946784, 2.0186448258227028, 1.9938615299402405, 0.6991411417147337]|4997.4033203125000000|      0.50000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[20.010087020556156, 2.019262977946784, 2.0186448258227028, 1.9938615299402405, 0.6991411417147337]|4997.4033203125000000|      0.25000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[20.00547811395785, 2.079729278184411, 2.010965504117815, 1.9905149290959547, 0.4567521716759073]|4524.9652387563437514|      0.50000000|[141, 20, 1, 11]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       6|[20.00547811395785, 2.079729278184411, 2.010965504117815, 1.9905149290959547, 0.4567521716759073]|4524.9652387563437514|      0.25000000|[170, 24, 1, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[20.00547811395785, 2.079729278184411, 2.010965504117815, 1.9905149290959547, 0.4567521716759073]|4524.9652387563437514|      0.12500000|[198, 28, 1, 15]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[20.012967536319167, 2.1126614676540627, 2.0210443230271937, 1.9980672522801501, 0.5764424355796275]|3855.1232910156250000|      0.25000000|[226, 32, 1, 17]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[20.012967536319167, 2.1126614676540627, 2.0210443230271937, 1.9980672522801501, 0.5764424355796275]|3855.1232910156250000|      0.12500000|[254, 36, 1, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[20.005209254481983, 2.2007156858607164, 2.0280317546584343, 1.952826926661019, 0.5008398400155624]|3742.9220828894494844|      0.25000000|[282, 40, 2, 22]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      11|[20.005209254481983, 2.2007156858607164, 2.0280317546584343, 1.952826926661019, 0.5008398400155624]|3742.9220828894494844|      0.12500000|[311, 44, 2, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[20.005209254481983, 2.2007156858607164, 2.0280317546584343, 1.952826926661019, 0.5008398400155624]|3742.9220828894494844|      0.06250000|[339, 48, 2, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[20.009215320869806, 2.232972976382183, 2.036183262938934, 1.952215849165088, 0.5535925474091832]|3579.0773925781250000|      0.12500000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[20.009215320869806, 2.232972976382183, 2.036183262938934, 1.952215849165088, 0.5535925474091832]|3579.0773925781250000|      0.06250000|[395, 56, 2, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[20.01447803998447, 2.2705181339345573, 2.0464098008444416, 1.9585187655273646, 0.5053783783332272]|3526.6606445312500000|      0.12500000|[423, 60, 2, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[20.01447803998447, 2.2705181339345573, 2.0464098008444416, 1.9585187655273646, 0.5053783783332272]|3526.6606445312500000|      0.06250000|[451, 64, 3, 35]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[20.013213838781827, 2.3070027758328595, 2.044035697434386, 1.9677016961201754, 0.5552137083672286]|3463.1679687500000000|      0.12500000|[480, 68, 3, 37]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[20.013213838781827, 2.3070027758328595, 2.044035697434386, 1.9677016961201754, 0.5552137083672286]|3463.1679687500000000|      0.06250000|[508, 72, 3, 39]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[20.01787946815081, 2.3243121795982575, 2.0493130180528634, 1.9724365839005358, 0.495761230128934]|3432.2648925781250000|      0.12500000|[536, 76, 3, 41]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
