k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1302016537867934, 0.227347703965806, 1.1310229837853272, 0.7456506560545895, 1.4081063544154042, 0.1735926287278423]|515.4136352539062500|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.1302016537867934, 0.227347703965806, 1.1310229837853272, 0.7456506560545895, 1.4081063544154042, 0.1735926287278423]|515.4136352539062500|      1.00000000|[13, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.2214134533643293, -0.1598857892031295, 0.5954186330987977, 1.08838684258963, 0.8854727270684067, -0.0476109330031732]|407.5107116699218750|      2.00000000|[18, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.2214134533643293, -0.1598857892031295, 0.5954186330987977, 1.08838684258963, 0.8854727270684067, -0.0476109330031732]|407.5107116699218750|      1.00000000|[27, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1998886581304696, 0.271882054266175, 0.8173100782705269, 1.836847894846607, 0.7340666778504203, -0.4727693277341104]|220.1485595703125000|      2.00000000|[32, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.1998886581304696, 0.271882054266175, 0.8173100782705269, 1.836847894846607, 0.7340666778504203, -0.4727693277341104]|220.1485595703125000|      1.00000000|[41, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.3081344239822851, 0.8468621893048753, 0.7539577542274293, 2.436227068399946, 0.8809396390303496, -0.9951103285268162]|172.0505218505859375|      2.00000000|[46, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.3081344239822851, 0.8468621893048753, 0.7539577542274293, 2.436227068399946, 0.8809396390303496, -0.9951103285268162]|172.0505218505859375|      1.00000000|[55, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.3081344239822851, 0.8468621893048753, 0.7539577542274293, 2.436227068399946, 0.8809396390303496, -0.9951103285268162]|172.0505218505859375|      0.50000000|[63, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.4645737823109102, 0.5751345482736051, 0.7505140450249703, 2.1143976650213494, 0.9262354140098099, -0.780510503218815]| 87.5390243530273438|      1.00000000|[67, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
