k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[235, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[352, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[120.002040070228, -0.0172524776293208, 0.865788007410339, 110.00250010157635, 0.2012357161562146, 0.8312726334633479, 99.99506368562764, 0.2624952616472198, 0.7111181215221168, 87.99580928456442, 0.3282256027182437, 0.7068005030584553, 86.00050387433313, 0.3586865258851045, 0.6438576055745078, 84.00399725492996, 0.4655373285762021, 0.5356297859777323, 80.00468132606149, 0.6554286927820294, 0.3426295547012388, 76.00460233375705, 0.8741239247384405, 0.1204054546756285, 886.3699298450448, 910.008798047262, 922.5177606175548, 926.4627035627899, 935.5637537603105, 952.8292318459373, 975.7321196672909]|2661.0761718750000000|      0.25000000|[470, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[120.002040070228, -0.0172524776293208, 0.865788007410339, 110.00250010157635, 0.2012357161562146, 0.8312726334633479, 99.99506368562764, 0.2624952616472198, 0.7111181215221168, 87.99580928456442, 0.3282256027182437, 0.7068005030584553, 86.00050387433313, 0.3586865258851045, 0.6438576055745078, 84.00399725492996, 0.4655373285762021, 0.5356297859777323, 80.00468132606149, 0.6554286927820294, 0.3426295547012388, 76.00460233375705, 0.8741239247384405, 0.1204054546756285, 886.3699298450448, 910.008798047262, 922.5177606175548, 926.4627035627899, 935.5637537603105, 952.8292318459373, 975.7321196672909]|2661.0761718750000000|      0.12500000|[587, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[120.002040070228, -0.0172524776293208, 0.865788007410339, 110.00250010157635, 0.2012357161562146, 0.8312726334633479, 99.99506368562764, 0.2624952616472198, 0.7111181215221168, 87.99580928456442, 0.3282256027182437, 0.7068005030584553, 86.00050387433313, 0.3586865258851045, 0.6438576055745078, 84.00399725492996, 0.4655373285762021, 0.5356297859777323, 80.00468132606149, 0.6554286927820294, 0.3426295547012388, 76.00460233375705, 0.8741239247384405, 0.1204054546756285, 886.3699298450448, 910.008798047262, 922.5177606175548, 926.4627035627899, 935.5637537603105, 952.8292318459373, 975.7321196672909]|2661.0761718750000000|      0.06250000|[704, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[120.00356529483165, 0.0117152911463988, 0.8773447760080648, 110.0020197394689, 0.1525269119022734, 0.8126978071313024, 99.99505152805663, 0.2705883489223896, 0.7170738401696757, 87.9958771896382, 0.3371569599297137, 0.7107739257244782, 86.00104042294994, 0.3607142143961621, 0.6445509899275115, 84.00593487521047, 0.4653719129229111, 0.5350407949151971, 80.00513120477572, 0.6541699954374699, 0.3428733554234965, 76.00578029901244, 0.8742579031737013, 0.1214134637181221, 886.3701316979747, 910.0089003758845, 922.5189368010925, 926.4615151626515, 935.5640063029842, 952.8296317859359, 975.7328631259298]|1204.4809570312500000|      0.12500000|[821, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[120.00939985492202, -0.0671654098963216, 0.8443695709029925, 110.00013120948145, 0.0884689088269125, 0.7978413736224904, 99.99228506915416, 0.2443224592361198, 0.708186188879858, 88.00348311397799, 0.3796041723210527, 0.7309191427900036, 85.99602102047729, 0.3728774126548306, 0.6507038836046017, 84.01297182277808, 0.4638188808774008, 0.5284892501734338, 80.00040279013085, 0.6394699609758753, 0.34095779679639, 75.99545614201779, 0.8738661686845955, 0.1238190004117401, 886.3713800112903, 910.0108687110153, 922.5247686304473, 926.4697880397022, 935.5550110975076, 952.8365104219024, 975.7367523541009]|697.7537841796875000|      0.25000000|[938, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[120.00939985492202, -0.0671654098963216, 0.8443695709029925, 110.00013120948145, 0.0884689088269125, 0.7978413736224904, 99.99228506915416, 0.2443224592361198, 0.708186188879858, 88.00348311397799, 0.3796041723210527, 0.7309191427900036, 85.99602102047729, 0.3728774126548306, 0.6507038836046017, 84.01297182277808, 0.4638188808774008, 0.5284892501734338, 80.00040279013085, 0.6394699609758753, 0.34095779679639, 75.99545614201779, 0.8738661686845955, 0.1238190004117401, 886.3713800112903, 910.0108687110153, 922.5247686304473, 926.4697880397022, 935.5550110975076, 952.8365104219024, 975.7367523541009]|697.7537841796875000|      0.12500000|[1055, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[120.00939985492202, -0.0671654098963216, 0.8443695709029925, 110.00013120948145, 0.0884689088269125, 0.7978413736224904, 99.99228506915416, 0.2443224592361198, 0.708186188879858, 88.00348311397799, 0.3796041723210527, 0.7309191427900036, 85.99602102047729, 0.3728774126548306, 0.6507038836046017, 84.01297182277808, 0.4638188808774008, 0.5284892501734338, 80.00040279013085, 0.6394699609758753, 0.34095779679639, 75.99545614201779, 0.8738661686845955, 0.1238190004117401, 886.3713800112903, 910.0108687110153, 922.5247686304473, 926.4697880397022, 935.5550110975076, 952.8365104219024, 975.7367523541009]|697.7537841796875000|      0.06250000|[1172, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
