k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[119.99895333172974, -0.0152952245641053, 0.8604880268746973, 110.00936049523166, 0.1960393202635273, 0.8286085441767009, 100.00791908690859, 0.2675201439640659, 0.705612773233711, 87.99876767300408, 0.309343811049207, 0.7067453105148195, 85.99733408180992, 0.3615737183477595, 0.6372698805624485, 83.99276414585123, 0.4644658422854631, 0.5397293202792052, 80.01002259708241, 0.6557933318444095, 0.3451322595158723, 76.00644712621146, 0.8678632996164628, 0.120312558484754, 886.3661858249149, 910.0167441118824, 922.5166804572586, 926.4684624613034, 935.5746962911004, 952.8252309653221, 975.735840139559]|2574.9276393087061479|      0.25000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       5|[119.99895333172974, -0.0152952245641053, 0.8604880268746973, 110.00936049523166, 0.1960393202635273, 0.8286085441767009, 100.00791908690859, 0.2675201439640659, 0.705612773233711, 87.99876767300408, 0.309343811049207, 0.7067453105148195, 85.99733408180992, 0.3615737183477595, 0.6372698805624485, 83.99276414585123, 0.4644658422854631, 0.5397293202792052, 80.01002259708241, 0.6557933318444095, 0.3451322595158723, 76.00644712621146, 0.8678632996164628, 0.120312558484754, 886.3661858249149, 910.0167441118824, 922.5166804572586, 926.4684624613034, 935.5746962911004, 952.8252309653221, 975.735840139559]|2574.9276393087061479|      0.12500000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       6|[119.99895333172974, -0.0152952245641053, 0.8604880268746973, 110.00936049523166, 0.1960393202635273, 0.8286085441767009, 100.00791908690859, 0.2675201439640659, 0.705612773233711, 87.99876767300408, 0.309343811049207, 0.7067453105148195, 85.99733408180992, 0.3615737183477595, 0.6372698805624485, 83.99276414585123, 0.4644658422854631, 0.5397293202792052, 80.01002259708241, 0.6557933318444095, 0.3451322595158723, 76.00644712621146, 0.8678632996164628, 0.120312558484754, 886.3661858249149, 910.0167441118824, 922.5166804572586, 926.4684624613034, 935.5746962911004, 952.8252309653221, 975.735840139559]|2574.9276393087061479|      0.06250000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[119.99710873124334, 0.0128021837216866, 0.8743966986159882, 110.00826151163311, 0.1493304240457821, 0.8097961384477572, 100.0041831357996, 0.2776069784137401, 0.7133013436577994, 87.99923452281598, 0.3189512033811839, 0.7121250904555544, 85.99665629036907, 0.3579361658067746, 0.6417802294688518, 83.99290908701064, 0.4634266633733682, 0.5390547756542512, 80.00638172584144, 0.6547373172692822, 0.342989104897327, 76.0087495536663, 0.8661043992567901, 0.1198346558048863, 886.36752652958, 910.0167950333382, 922.5196734537316, 926.4676937255464, 935.5770803184568, 952.8238052517389, 975.7379792444084]|1341.7751861268341145|      0.12500000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       8|[119.99710873124334, 0.0128021837216866, 0.8743966986159882, 110.00826151163311, 0.1493304240457821, 0.8097961384477572, 100.0041831357996, 0.2776069784137401, 0.7133013436577994, 87.99923452281598, 0.3189512033811839, 0.7121250904555544, 85.99665629036907, 0.3579361658067746, 0.6417802294688518, 83.99290908701064, 0.4634266633733682, 0.5390547756542512, 80.00638172584144, 0.6547373172692822, 0.342989104897327, 76.0087495536663, 0.8661043992567901, 0.1198346558048863, 886.36752652958, 910.0167950333382, 922.5196734537316, 926.4676937255464, 935.5770803184568, 952.8238052517389, 975.7379792444084]|1341.7751861268341145|      0.06250000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       9|[119.99756571445349, -0.0207169287527422, 0.8588270407417782, 109.9992718220278, 0.1271330915675096, 0.799246917598835, 100.00326168997798, 0.2563606485346898, 0.7025532496894186, 88.00333471817264, 0.3436746453294471, 0.7148651882507082, 86.00161780664621, 0.3681596508320062, 0.6448663279383279, 83.98959755484464, 0.4731382737020124, 0.5463552690169964, 80.01052601447509, 0.6577798254808794, 0.3519092475531479, 76.01412461588967, 0.8631268452422051, 0.1199272447133477, 886.3573706055995, 910.017268985702, 922.5176034957625, 926.4714053631077, 935.5828838708825, 952.8258997649295, 975.7308080463954]|698.4806408633078263|      0.12500000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
      10|[119.99756571445349, -0.0207169287527422, 0.8588270407417782, 109.9992718220278, 0.1271330915675096, 0.799246917598835, 100.00326168997798, 0.2563606485346898, 0.7025532496894186, 88.00333471817264, 0.3436746453294471, 0.7148651882507082, 86.00161780664621, 0.3681596508320062, 0.6448663279383279, 83.98959755484464, 0.4731382737020124, 0.5463552690169964, 80.01052601447509, 0.6577798254808794, 0.3519092475531479, 76.01412461588967, 0.8631268452422051, 0.1199272447133477, 886.3573706055995, 910.017268985702, 922.5176034957625, 926.4714053631077, 935.5828838708825, 952.8258997649295, 975.7308080463954]|698.4806408633078263|      0.06250000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      11|[119.99756571445349, -0.0207169287527422, 0.8588270407417782, 109.9992718220278, 0.1271330915675096, 0.799246917598835, 100.00326168997798, 0.2563606485346898, 0.7025532496894186, 88.00333471817264, 0.3436746453294471, 0.7148651882507082, 86.00161780664621, 0.3681596508320062, 0.6448663279383279, 83.98959755484464, 0.4731382737020124, 0.5463552690169964, 80.01052601447509, 0.6577798254808794, 0.3519092475531479, 76.01412461588967, 0.8631268452422051, 0.1199272447133477, 886.3573706055995, 910.017268985702, 922.5176034957625, 926.4714053631077, 935.5828838708825, 952.8258997649295, 975.7308080463954]|698.4806408633078263|      0.03125000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      12|[119.99800169044714, -0.0117231087614081, 0.8629824568149674, 109.99871709413664, 0.1041735024043117, 0.7926299677571659, 100.00496635305544, 0.2443827268382964, 0.7006952492092049, 88.00345927452977, 0.3534335554259981, 0.7173384509576033, 86.00221074515564, 0.3718418857193295, 0.6448900280450988, 83.98947057285802, 0.4746140192441492, 0.5464817427446031, 80.0132424984928, 0.6567467030659444, 0.3516971713928177, 76.01631901324552, 0.8622241703461504, 0.1230223197017313, 886.3557866842435, 910.0198260296833, 922.5167739884185, 926.4707201243042, 935.5810287927611, 952.8264548356706, 975.7293911563427]|497.3803175539998733|      0.06250000|[780, 0, 12, 24]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
