k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[5.0, 2.5, 0.15]                                                                | 12.1107057543610033|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[5.429551458377669, 2.7413946645409664, 0.2349362145187286]                     |  9.7329958838209496|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[5.429551458377669, 2.7413946645409664, 0.2349362145187286]                     |  9.7329958838209496|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[5.429551458377669, 2.7413946645409664, 0.2349362145187286]                     |  9.7329958838209496|      0.25000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[5.384992046008594, 2.7581419735229873, 0.4803623468094515]                     |  7.8349786189631736|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[5.384992046008594, 2.7581419735229873, 0.4803623468094515]                     |  7.8349786189631736|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[5.384992046008594, 2.7581419735229873, 0.4803623468094515]                     |  7.8349786189631736|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[5.376652250470724, 2.7706492199885653, 0.3562695726594801]                     |  6.7141773381703755|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[5.376652250470724, 2.7706492199885653, 0.3562695726594801]                     |  6.7141773381703755|      0.12500000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[5.376652250470724, 2.7706492199885653, 0.3562695726594801]                     |  6.7141773381703755|      0.06250000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[5.329776038304894, 2.7718975938417882, 0.3975892083755254]                     |  6.5451505587240080|      0.12500000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[5.329776038304894, 2.7718975938417882, 0.3975892083755254]                     |  6.5451505587240080|      0.06250000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[5.329776038304894, 2.7718975938417882, 0.3975892083755254]                     |  6.5451505587240080|      0.03125000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[5.358066346453421, 2.7609443556239497, 0.3900893725503418]                     |  6.5286289340699755|      0.06250000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[5.358066346453421, 2.7609443556239497, 0.3900893725503418]                     |  6.5286289340699755|      0.03125000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
