k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      0.50000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      0.25000000|[98, 32, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[-1.0111608611642726, -0.966314720818751, -0.9230415276926702, -0.9748197891366754, -1.010355509046945, -0.9881454944943676, -0.9797687793433896, -0.9543932960404581, -1.0050035143405458, -1.0212032401225617, -0.9920443528849484, -0.9542780277655988, -0.9805934413274185, -0.9951921563467183, -0.9957307652142244, -0.9859324556535587, -0.9896854385994586, -0.9808152111944035, -0.98083460038888, -1.006105528770488, -0.9432243075018222, -0.9812959935329038, -0.9822692732468723, -1.0022389426668892, -0.9713059193642457, -0.9554425708427957, -0.9738404700349625, -0.9988795316954083, -0.975749730494947, -0.8976057891329335, -1.013447163811449, -1.0087928288331371, -0.9650647820088791, -0.8925344888523692, -0.9438989579562267, -0.9550859074268466, -0.9900446158579139, -0.9932167743896568, -1.0056454226380844, -0.9766093247593036, -0.9443852223220058, -0.9799874874779133, -1.0332887662630676, -0.949901286178858, -0.9648106549728863, -1.0040229887578682, -1.0071054277128708, -1.0065514550614738, -1.0445829603509225, -1.000942860005919]|89296.3183259261568310|      0.50000000|[147, 48, 3, 15]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       4|[-1.0201755574878022, -0.9827764229422868, -0.7145848150194849, -0.9514642370033178, -0.9829994829106719, -1.019759040241624, -0.8052331645659698, -1.0047192103614415, -1.0085880072974227, -0.9731089248882177, -0.980020869840983, -0.9088316334073996, -0.9641365257188165, -1.0075333890120632, -1.0763893707308922, -0.939324901588604, -1.0680094839216812, -0.8984558279258389, -0.8948314775306635, -0.9878777817248242, -0.9253748279428476, -1.0489216626454674, -1.081670536818287, -0.9717432839839257, -0.8984907772710471, -0.8894298165593035, -0.8362064806580387, -0.9025894872662352, -1.012116994073834, -0.8090368553116452, -1.0329697384857297, -0.990471908730617, -0.947600080548196, -0.7542623025324398, -0.8863561693309022, -0.9359064736146769, -0.95671907957912, -0.9692226621967414, -0.9854322318964803, -1.034425230713104, -0.8539610511150154, -0.9958395794448066, -1.0905209290257023, -1.014540972591365, -1.0412815715458403, -0.8997000900351918, -1.0197123246419528, -1.0742358765769904, -0.9595681579686468, -1.007215780403305]|69686.7579834556818241|      1.00000000|[196, 64, 4, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       5|[-1.0201755574878022, -0.9827764229422868, -0.7145848150194849, -0.9514642370033178, -0.9829994829106719, -1.019759040241624, -0.8052331645659698, -1.0047192103614415, -1.0085880072974227, -0.9731089248882177, -0.980020869840983, -0.9088316334073996, -0.9641365257188165, -1.0075333890120632, -1.0763893707308922, -0.939324901588604, -1.0680094839216812, -0.8984558279258389, -0.8948314775306635, -0.9878777817248242, -0.9253748279428476, -1.0489216626454674, -1.081670536818287, -0.9717432839839257, -0.8984907772710471, -0.8894298165593035, -0.8362064806580387, -0.9025894872662352, -1.012116994073834, -0.8090368553116452, -1.0329697384857297, -0.990471908730617, -0.947600080548196, -0.7542623025324398, -0.8863561693309022, -0.9359064736146769, -0.95671907957912, -0.9692226621967414, -0.9854322318964803, -1.034425230713104, -0.8539610511150154, -0.9958395794448066, -1.0905209290257023, -1.014540972591365, -1.0412815715458403, -0.8997000900351918, -1.0197123246419528, -1.0742358765769904, -0.9595681579686468, -1.007215780403305]|69686.7579834556818241|      0.50000000|[245, 80, 5, 25]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[-1.0201755574878022, -0.9827764229422868, -0.7145848150194849, -0.9514642370033178, -0.9829994829106719, -1.019759040241624, -0.8052331645659698, -1.0047192103614415, -1.0085880072974227, -0.9731089248882177, -0.980020869840983, -0.9088316334073996, -0.9641365257188165, -1.0075333890120632, -1.0763893707308922, -0.939324901588604, -1.0680094839216812, -0.8984558279258389, -0.8948314775306635, -0.9878777817248242, -0.9253748279428476, -1.0489216626454674, -1.081670536818287, -0.9717432839839257, -0.8984907772710471, -0.8894298165593035, -0.8362064806580387, -0.9025894872662352, -1.012116994073834, -0.8090368553116452, -1.0329697384857297, -0.990471908730617, -0.947600080548196, -0.7542623025324398, -0.8863561693309022, -0.9359064736146769, -0.95671907957912, -0.9692226621967414, -0.9854322318964803, -1.034425230713104, -0.8539610511150154, -0.9958395794448066, -1.0905209290257023, -1.014540972591365, -1.0412815715458403, -0.8997000900351918, -1.0197123246419528, -1.0742358765769904, -0.9595681579686468, -1.007215780403305]|69686.7579834556818241|      0.25000000|[294, 96, 6, 30]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       7|[-1.0659932806677017, -0.994830907766621, -0.6373034837374215, -0.9117766382285686, -1.0002647981056605, -0.9533192082718227, -0.8047754400588518, -0.9958889203992435, -1.0164853778732146, -0.9206260566511634, -0.9695106549458037, -0.9459490251814865, -0.9955602970738195, -1.0350569699705239, -1.0256982769825813, -0.9453431715604226, -1.040941281724543, -0.8824937013923049, -0.8572339318157759, -0.9714949923857364, -0.9289640112831712, -1.0875397998438068, -1.0746827296888428, -0.9455028451270371, -0.8450617199863356, -0.8599887234295205, -0.8049549817395525, -0.9309239590954462, -1.0546489959691996, -0.7606018713956075, -1.0445750526236515, -1.0137493025851885, -0.9301851874243628, -0.7098684484942942, -0.9100384891736203, -0.9438310655646348, -0.99370107632312, -0.9731542825024468, -1.0030481673558773, -1.037238231622215, -0.7454751042630957, -1.0217740441391863, -1.0628263222453032, -1.0111070170298675, -0.9684793295366129, -0.9059979314427115, -1.0052093825942177, -1.0678829233088212, -0.9826396415380817, -0.99851900694983]|63248.3892329392911051|      0.50000000|[343, 112, 7, 35]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
       8|[-1.0659932806677017, -0.994830907766621, -0.6373034837374215, -0.9117766382285686, -1.0002647981056605, -0.9533192082718227, -0.8047754400588518, -0.9958889203992435, -1.0164853778732146, -0.9206260566511634, -0.9695106549458037, -0.9459490251814865, -0.9955602970738195, -1.0350569699705239, -1.0256982769825813, -0.9453431715604226, -1.040941281724543, -0.8824937013923049, -0.8572339318157759, -0.9714949923857364, -0.9289640112831712, -1.0875397998438068, -1.0746827296888428, -0.9455028451270371, -0.8450617199863356, -0.8599887234295205, -0.8049549817395525, -0.9309239590954462, -1.0546489959691996, -0.7606018713956075, -1.0445750526236515, -1.0137493025851885, -0.9301851874243628, -0.7098684484942942, -0.9100384891736203, -0.9438310655646348, -0.99370107632312, -0.9731542825024468, -1.0030481673558773, -1.037238231622215, -0.7454751042630957, -1.0217740441391863, -1.0628263222453032, -1.0111070170298675, -0.9684793295366129, -0.9059979314427115, -1.0052093825942177, -1.0678829233088212, -0.9826396415380817, -0.99851900694983]|63248.3892329392911051|      0.25000000|[392, 128, 8, 40]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[-1.060964359333574, -0.9858902991729926, -0.6018169757747891, -0.9189713440207472, -0.9808831904482623, -0.9018239304531197, -0.7291952195477723, -1.0129905188576112, -1.0324198333313737, -0.8848709930926754, -0.9384170985654937, -0.90513066058213, -0.9723847279291041, -1.0373978289660422, -1.0263282212065803, -0.9565401349964449, -1.0590996267962296, -0.901947769939898, -0.8571089734799545, -1.0203438894414114, -0.900690440958828, -1.0561578047533189, -1.075182357999621, -0.9389653896134961, -0.8541182319276319, -0.7943266719461233, -0.8162108960495822, -0.8724994237205174, -1.0106938109680965, -0.6999417264718405, -1.023915026249918, -0.9710781872405205, -0.9165374301641902, -0.631423846108062, -0.9105940065979733, -0.8824437774851835, -0.9440890598068385, -1.000140213074287, -0.9564850315047985, -1.0392964676254466, -0.7508374859352975, -1.0570133952773444, -1.0742701625751239, -0.9884660127012128, -0.9115143696549788, -0.9049059745935052, -1.0178299594969737, -1.0268889736987814, -0.9247462060195293, -0.9724242471480974]|54537.0955466815503314|      0.50000000|[441, 144, 9, 45]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      10|[-1.060964359333574, -0.9858902991729926, -0.6018169757747891, -0.9189713440207472, -0.9808831904482623, -0.9018239304531197, -0.7291952195477723, -1.0129905188576112, -1.0324198333313737, -0.8848709930926754, -0.9384170985654937, -0.90513066058213, -0.9723847279291041, -1.0373978289660422, -1.0263282212065803, -0.9565401349964449, -1.0590996267962296, -0.901947769939898, -0.8571089734799545, -1.0203438894414114, -0.900690440958828, -1.0561578047533189, -1.075182357999621, -0.9389653896134961, -0.8541182319276319, -0.7943266719461233, -0.8162108960495822, -0.8724994237205174, -1.0106938109680965, -0.6999417264718405, -1.023915026249918, -0.9710781872405205, -0.9165374301641902, -0.631423846108062, -0.9105940065979733, -0.8824437774851835, -0.9440890598068385, -1.000140213074287, -0.9564850315047985, -1.0392964676254466, -0.7508374859352975, -1.0570133952773444, -1.0742701625751239, -0.9884660127012128, -0.9115143696549788, -0.9049059745935052, -1.0178299594969737, -1.0268889736987814, -0.9247462060195293, -0.9724242471480974]|54537.0955466815503314|      0.25000000|[490, 160, 10, 50]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[-1.074601528993703, -0.9706571975380905, -0.6253550893085603, -0.8580305457790669, -0.9268678383051407, -0.8576069028920605, -0.694016970837593, -1.0665258825067643, -1.0080092151926678, -0.8424782664891217, -0.9368797645002287, -0.8703428028114577, -0.9583634388387393, -1.036172303475535, -1.0255637392368462, -0.9622017045839478, -1.0586998201690319, -0.903064898057685, -0.8272601147020883, -1.0435308429203713, -0.9004060625916177, -1.0902744722866464, -1.064287100064196, -0.9681982167983807, -0.8293296987779507, -0.7921728344590376, -0.8052977048323926, -0.9334220255052236, -1.0491353047906984, -0.594985241100859, -1.0283660096332774, -0.9641662519050515, -0.9236797312177173, -0.5587571397439356, -0.8693855895997321, -0.8497792996167102, -0.9188252997554515, -0.960733325584543, -0.8707213181800487, -1.0270966984354226, -0.7244059697747068, -1.0588607826074263, -1.0647986605311066, -0.9900142490157638, -0.8578470863629762, -0.9233537432828851, -1.0027736849909517, -1.0213410717681861, -0.8793272830439333, -0.955211811651686]|48362.5687291074646055|      0.50000000|[539, 176, 11, 55]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
